 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Região Res.: Região Nordeste
UF Notificação: Bahia
Região Not.: Região Nordeste
Período:2015
"Município (Res)";"Masculino";"Feminino";"Total"
"290020 Abaré";1;0;1
"290030 Acajutiba";2;0;2
"290040 Água Fria";1;0;1
"290060 Aiquara";1;0;1
"290070 Alagoinhas";9;7;16
"290080 Alcobaça";1;2;3
"290100 Amargosa";1;0;1
"290110 Amélia Rodrigues";1;1;2
"290205 Araças";2;0;2
"290200 Aracatu";1;0;1
"290210 Araci";1;3;4
"290260 Baixa Grande";0;1;1
"290270 Barra";1;0;1
"290310 Barra do Rocha";1;0;1
"290320 Barreiras";26;16;42
"290327 Barrocas";0;1;1
"290340 Belmonte";2;0;2
"290350 Belo Campo";1;0;1
"290390 Bom Jesus da Lapa";1;3;4
"290430 Brejões";0;1;1
"290490 Cachoeira";4;0;4
"290530 Cafarnaum";1;0;1
"290540 Cairu";2;0;2
"290560 Camacan";1;3;4
"290570 Camaçari";29;17;46
"290600 Campo Formoso";1;0;1
"290630 Canavieiras";2;1;3
"290650 Candeias";9;5;14
"290680 Cansanção";0;1;1
"290682 Canudos";0;1;1
"290687 Capim Grosso";2;0;2
"290690 Caravelas";1;0;1
"290700 Cardeal da Silva";1;0;1
"290720 Casa Nova";1;2;3
"290730 Castro Alves";1;0;1
"290750 Catu";3;0;3
"290760 Central";0;1;1
"290800 Coaraci";0;1;1
"290840 Conceição do Coité";1;1;2
"290850 Conceição do Jacuípe";2;2;4
"290940 Cotegipe";1;0;1
"290980 Cruz das Almas";2;0;2
"290990 Curaçá";1;0;1
"291005 Dias d'Ávila";5;0;5
"291030 Elísio Medrado";0;1;1
"291050 Entre Rios";1;4;5
"291070 Euclides da Cunha";1;1;2
"291072 Eunápolis";25;17;42
"291080 Feira de Santana";56;32;88
"291085 Filadélfia";2;0;2
"291100 Floresta Azul";1;0;1
"291110 Formosa do Rio Preto";1;1;2
"291170 Guanambi";5;0;5
"291185 Heliópolis";1;0;1
"291190 Iaçu";2;0;2
"291210 Ibicaraí";1;1;2
"291230 Ibicuí";0;1;1
"291250 Ibipitanga";1;1;2
"291270 Ibirapitanga";0;1;1
"291290 Ibirataia";1;0;1
"291300 Ibitiara";0;1;1
"291320 Ibotirama";1;1;2
"291340 Igaporã";1;0;1
"291345 Igrapiúna";0;1;1
"291360 Ilhéus";23;16;39
"291390 Ipiaú";1;0;1
"291400 Ipirá";7;1;8
"291420 Irajuba";1;0;1
"291440 Iraquara";1;0;1
"291450 Irará";1;1;2
"291460 Irecê";7;6;13
"291465 Itabela";3;0;3
"291470 Itaberaba";7;9;16
"291480 Itabuna";26;11;37
"291530 Itagimirim";1;0;1
"291560 Itamaraju";12;12;24
"291610 Itaparica";2;0;2
"291630 Itapebi";0;2;2
"291640 Itapetinga";6;2;8
"291650 Itapicuru";1;0;1
"291680 Itarantim";1;1;2
"291730 Ituberá";2;3;5
"291735 Jaborandi";0;1;1
"291750 Jacobina";1;0;1
"291760 Jaguaquara";1;1;2
"291770 Jaguarari";0;2;2
"291780 Jaguaripe";1;1;2
"291800 Jequié";20;9;29
"291835 João Dourado";1;0;1
"291840 Juazeiro";49;14;63
"291875 Lagoa Real";0;1;1
"291890 Lajedão";0;1;1
"291910 Lamarão";1;0;1
"291915 Lapão";0;1;1
"291920 Lauro de Freitas";21;11;32
"291955 Luís Eduardo Magalhães";4;2;6
"291970 Macarani";0;1;1
"291980 Macaúbas";1;0;1
"292000 Maiquinique";1;1;2
"292030 Malhada de Pedras";0;1;1
"292050 Maracás";0;2;2
"292060 Maragogipe";0;2;2
"292100 Mata de São João";2;2;4
"292130 Milagres";1;1;2
"292150 Monte Santo";1;0;1
"292170 Morro do Chapéu";1;2;3
"292200 Mucuri";3;1;4
"292230 Muritiba";1;0;1
"292240 Mutuípe";0;1;1
"292250 Nazaré";2;1;3
"292273 Nova Fátima";1;0;1
"292300 Nova Viçosa";2;1;3
"292303 Novo Horizonte";0;1;1
"292310 Olindina";2;0;2
"292335 Ourolândia";1;2;3
"292340 Palmas de Monte Alto";1;0;1
"292380 Paripiranga";1;0;1
"292400 Paulo Afonso";11;3;14
"292405 Pé de Serra";1;0;1
"292430 Piatã";1;0;1
"292440 Pilão Arcado";0;1;1
"292480 Piritiba";1;0;1
"292510 Poções";2;3;5
"292520 Pojuca";0;1;1
"292525 Ponto Novo";1;1;2
"292530 Porto Seguro";27;20;47
"292575 Presidente Tancredo Neves";1;1;2
"292580 Queimadas";0;1;1
"292595 Rafael Jambeiro";1;1;2
"292600 Remanso";8;4;12
"292610 Retirolândia";1;0;1
"292620 Riachão das Neves";1;0;1
"292630 Riachão do Jacuípe";2;0;2
"292650 Ribeira do Amparo";1;0;1
"292660 Ribeira do Pombal";1;1;2
"292740 Salvador";601;228;829
"292750 Santa Bárbara";1;1;2
"292770 Santa Cruz Cabrália";1;0;1
"292790 Santa Inês";1;0;1
"292840 Santa Rita de Cássia";1;0;1
"292850 Santa Teresinha";1;0;1
"292800 Santaluz";2;0;2
"292860 Santo Amaro";3;1;4
"292870 Santo Antônio de Jesus";21;8;29
"292880 Santo Estêvão";0;1;1
"292890 São Desidério";1;0;1
"292900 São Félix";1;0;1
"292920 São Francisco do Conde";1;4;5
"292930 São Gonçalo dos Campos";1;0;1
"292950 São Sebastião do Passé";1;0;1
"292975 Saubara";1;0;1
"292990 Seabra";3;1;4
"293010 Senhor do Bonfim";9;6;15
"293015 Serra do Ramalho";1;0;1
"293050 Serrinha";7;5;12
"293070 Simões Filho";11;10;21
"293077 Sobradinho";2;3;5
"293110 Tanquinho";1;0;1
"293120 Taperoá";0;1;1
"293130 Tapiramutá";1;0;1
"293135 Teixeira de Freitas";42;19;61
"293210 Ubaíra";1;0;1
"293220 Ubaitaba";1;0;1
"293250 Una";2;0;2
"293260 Urandi";1;1;2
"293270 Uruçuca";1;0;1
"293290 Valença";11;3;14
"293310 Várzea do Poço";1;0;1
"293320 Vera Cruz";3;0;3
"293330 Vitória da Conquista";30;14;44
"293350 Wenceslau Guimarães";1;0;1
"293360 Xique-Xique";4;2;6
"290000 Município ignorado - BA";2;0;2
"Total";1278;605;1883
