 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2020
UF Residência: Pernambuco
Região Res.: Região Nordeste
UF Notificação: Pernambuco
Região Not.: Região Nordeste
Período:2020
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"260005 Abreu e Lima";0;0;0;0;0;7;9;2;0;0;0;0;18
"260010 Afogados da Ingazeira";1;0;0;0;0;1;1;1;0;1;0;0;5
"260050 Águas Belas";0;0;0;0;0;0;1;1;0;0;0;0;2
"260090 Amaraji";0;0;0;0;0;0;0;2;0;0;0;0;2
"260100 Angelim";0;0;0;0;0;1;0;1;1;0;0;0;3
"260105 Araçoiaba";0;0;0;0;0;0;0;4;1;0;0;0;5
"260110 Araripina";0;0;0;0;0;3;3;6;5;1;0;0;18
"260120 Arcoverde";0;0;0;0;0;1;1;0;0;0;0;0;2
"260140 Barreiros";0;0;0;0;0;0;1;1;0;0;0;0;2
"260150 Belém de Maria";0;0;0;0;0;1;0;0;0;0;0;0;1
"260160 Belém de São Francisco";0;0;0;0;0;0;0;2;0;0;0;0;2
"260170 Belo Jardim";0;0;0;0;0;0;1;1;0;0;0;0;2
"260190 Bezerros";0;0;0;0;0;1;1;0;0;0;0;0;2
"260200 Bodocó";0;0;0;0;0;1;0;0;0;0;0;0;1
"260210 Bom Conselho";0;0;0;1;0;2;1;0;0;0;0;0;4
"260230 Bonito";0;0;0;0;0;0;0;1;0;0;0;0;1
"260290 Cabo de Santo Agostinho";0;0;0;0;0;1;6;8;6;2;1;0;24
"260300 Cabrobó";0;0;0;0;0;0;0;0;1;0;0;0;1
"260310 Cachoeirinha";0;0;0;0;0;0;1;0;0;0;0;0;1
"260330 Calçado";0;0;0;0;0;0;1;0;0;0;0;0;1
"260340 Calumbi";0;0;0;0;0;0;0;0;1;0;0;0;1
"260345 Camaragibe";0;0;0;0;0;4;2;6;3;1;0;0;16
"260360 Camutanga";0;0;0;0;0;0;1;0;0;0;0;0;1
"260370 Canhotinho";0;0;0;0;0;1;0;0;0;0;0;0;1
"260380 Capoeiras";0;0;0;0;0;0;1;0;0;0;0;0;1
"260400 Carpina";0;0;0;0;0;1;1;2;1;0;0;0;5
"260410 Caruaru";0;2;0;0;1;15;38;20;9;7;2;0;94
"260415 Casinhas";0;0;0;0;0;0;1;0;0;0;0;0;1
"260420 Catende";0;0;0;0;0;2;0;2;1;0;0;0;5
"260460 Condado";0;0;0;0;0;0;0;0;1;0;0;0;1
"260480 Cortês";0;0;0;0;0;0;0;1;0;0;0;0;1
"260500 Cupira";0;0;0;0;0;0;0;0;1;0;0;0;1
"260515 Dormentes";0;0;0;0;0;0;0;0;0;0;1;0;1
"260520 Escada";0;0;0;0;0;2;1;3;1;0;0;0;7
"260540 Feira Nova";0;0;0;0;0;0;0;1;0;1;0;0;2
"260570 Floresta";0;0;0;0;0;1;0;0;0;0;0;0;1
"260590 Gameleira";0;0;0;0;0;1;0;1;0;0;0;0;2
"260600 Garanhuns";0;0;0;0;0;9;11;3;0;3;1;0;27
