 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Rio de Janeiro
Período:2022
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"330010 Angra dos Reis";20;9;0;29
"330015 Aperibé";1;0;0;1
"330020 Araruama";7;6;0;13
"330022 Areal";1;3;0;4
"330023 Armação dos Búzios";3;2;0;5
"330025 Arraial do Cabo";5;4;0;9
"330030 Barra do Piraí";13;3;0;16
"330040 Barra Mansa";14;7;0;21
"330045 Belford Roxo";73;37;0;110
"330050 Bom Jardim";1;0;0;1
"330060 Bom Jesus do Itabapoana";7;1;0;8
"330070 Cabo Frio";47;15;0;62
"330080 Cachoeiras de Macacu";3;2;0;5
"330100 Campos dos Goytacazes";78;48;0;126
"330093 Carapebus";1;0;0;1
"330120 Carmo";3;2;0;5
"330130 Casimiro de Abreu";4;4;0;8
"330095 Comendador Levy Gasparian";0;1;0;1
"330140 Conceição de Macabu";1;0;0;1
"330150 Cordeiro";1;3;0;4
"330170 Duque de Caxias";155;80;0;235
"330180 Engenheiro Paulo de Frontin";0;1;0;1
"330185 Guapimirim";10;2;0;12
"330187 Iguaba Grande";4;1;0;5
"330190 Itaboraí";30;21;0;51
"330200 Itaguaí";13;9;0;22
"330220 Itaperuna";18;6;0;24
"330225 Itatiaia";1;1;0;2
"330227 Japeri";33;6;0;39
"330230 Laje do Muriaé";1;0;0;1
"330240 Macaé";71;28;0;99
"330250 Magé";42;20;0;62
"330260 Mangaratiba";10;1;0;11
"330270 Maricá";25;11;0;36
"330280 Mendes";1;0;0;1
"330285 Mesquita";42;12;0;54
"330290 Miguel Pereira";1;0;0;1
"330300 Miracema";3;1;0;4
"330310 Natividade";2;3;0;5
"330320 Nilópolis";18;5;0;23
"330330 Niterói";83;38;0;121
"330340 Nova Friburgo";17;10;0;27
"330350 Nova Iguaçu";186;116;1;303
"330360 Paracambi";8;1;0;9
"330370 Paraíba do Sul";5;1;0;6
"330380 Parati";5;0;0;5
"330390 Petrópolis";38;12;0;50
"330395 Pinheiral";4;2;0;6
"330400 Piraí";6;2;0;8
"330410 Porciúncula";0;1;0;1
"330411 Porto Real";1;1;0;2
"330412 Quatis";2;0;0;2
"330414 Queimados";27;12;0;39
"330415 Quissamã";1;3;0;4
"330420 Resende";27;8;0;35
"330430 Rio Bonito";9;3;0;12
"330452 Rio das Ostras";21;11;0;32
"330455 Rio de Janeiro";1285;477;1;1763
"330470 Santo Antônio de Pádua";2;0;0;2
"330480 São Fidélis";1;1;0;2
"330475 São Francisco de Itabapoana";1;0;0;1
"330490 São Gonçalo";138;80;0;218
"330500 São João da Barra";4;3;0;7
"330510 São João de Meriti";70;32;0;102
"330520 São Pedro da Aldeia";11;4;0;15
"330540 Sapucaia";3;1;0;4
"330550 Saquarema";11;8;0;19
"330555 Seropédica";16;2;0;18
"330560 Silva Jardim";0;1;0;1
"330570 Sumidouro";1;0;0;1
"330575 Tanguá";2;2;0;4
"330580 Teresópolis";17;6;0;23
"330600 Três Rios";19;4;0;23
"330610 Valença";6;3;0;9
"330620 Vassouras";6;3;0;9
"330630 Volta Redonda";53;17;0;70
"330000 Município ignorado - RJ";1;0;0;1
"Total";2850;1220;2;4072
