 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Região Res.: Região Nordeste
UF Notificação: Bahia
Região Not.: Região Nordeste
Período:2018
"Município (Res)";"Masculino";"Feminino";"Total"
"293105 Tanque Novo";0;1;1
"293130 Tapiramutá";1;0;1
"293135 Teixeira de Freitas";41;19;60
"293140 Teodoro Sampaio";0;1;1
"293170 Terra Nova";1;0;1
"293200 Uauá";0;1;1
"293220 Ubaitaba";1;0;1
"293250 Una";3;1;4
"293270 Uruçuca";1;1;2
"293290 Valença";5;3;8
"293305 Várzea da Roça";2;0;2
"293320 Vera Cruz";1;1;2
"293330 Vitória da Conquista";42;10;52
"293345 Wanderley";1;0;1
"293350 Wenceslau Guimarães";1;0;1
"290000 Município ignorado - BA";2;0;2
"Total";1346;595;1941
