 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Roraima
Período:2022
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"140010 Boa Vista";29;8;3;168;10;1;219
"140015 Bonfim";0;0;0;2;0;0;2
"140017 Cantá";0;0;0;2;0;0;2
"140020 Caracaraí";0;0;0;3;0;0;3
"140023 Caroebe";0;0;0;1;0;0;1
"140030 Mucajaí";0;0;0;3;1;0;4
"140045 Pacaraima";0;0;0;3;0;0;3
"140047 Rorainópolis";0;1;0;1;0;0;2
"140070 Uiramutã";0;0;0;0;1;0;1
"Total";29;9;3;183;12;1;237
