 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: São Paulo
Período:2021
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"353350 Novo Horizonte";2;0;0;2
"353390 Olímpia";9;0;0;9
"353420 Orindiúva";1;0;0;1
"353430 Orlândia";2;0;0;2
"353440 Osasco";65;27;0;92
"353460 Osvaldo Cruz";2;0;0;2
"353470 Ourinhos";11;4;0;15
"353500 Palestina";1;0;0;1
"353530 Palmital";0;1;0;1
"353540 Panorama";1;0;0;1
"353550 Paraguaçu Paulista";2;1;0;3
"353560 Paraibuna";1;0;0;1
"353590 Paranapuã";1;0;0;1
"353620 Pariquera-Açu";1;0;0;1
"353640 Paulicéia";2;0;0;2
"353650 Paulínia";12;0;0;12
"353670 Pederneiras";2;0;0;2
"353700 Pedregulho";1;0;0;1
"353720 Pedro de Toledo";0;1;0;1
"353730 Penápolis";3;2;0;5
"353740 Pereira Barreto";3;0;0;3
"353760 Peruíbe";9;0;0;9
"353780 Piedade";1;0;0;1
"353800 Pindamonhangaba";9;2;0;11
"353820 Pinhalzinho";1;0;0;1
"353870 Piracicaba";41;20;0;61
"353890 Pirajuí";1;0;0;1
"353900 Pirangi";1;0;0;1
"353920 Pirapozinho";3;0;0;3
"353930 Pirassununga";2;0;0;2
"353950 Pitangueiras";0;1;0;1
"353980 Poá";7;2;0;9
"354020 Pontal";2;1;0;3
"354060 Porto Feliz";5;4;0;9
"354070 Porto Ferreira";1;2;0;3
"354075 Potim";7;0;0;7
"354100 Praia Grande";35;13;0;48
"354105 Pratânia";1;1;0;2
"354120 Presidente Bernardes";1;0;0;1
"354130 Presidente Epitácio";4;2;0;6
"354140 Presidente Prudente";43;11;0;54
"354150 Presidente Venceslau";1;1;0;2
"354160 Promissão";1;2;0;3
"354170 Quatá";1;0;0;1
"354230 Redenção da Serra";1;0;0;1
"354260 Registro";7;3;0;10
"354290 Ribeirão Bonito";0;1;0;1
"354300 Ribeirão Branco";1;0;0;1
"354310 Ribeirão Corrente";1;0;0;1
"354330 Ribeirão Pires";15;2;0;17
"354340 Ribeirão Preto";91;23;0;114
"354390 Rio Claro";14;4;0;18
"354410 Rio Grande da Serra";3;1;0;4
"354420 Riolândia";1;0;0;1
"354425 Rosana";2;0;0;2
"354460 Sabino";1;0;0;1
"354510 Salmourão";0;1;0;1
"354520 Salto";12;8;0;20
"354540 Salto Grande";2;1;0;3
"354580 Santa Bárbara d'Oeste";16;9;0;25
"354600 Santa Branca";1;1;0;2
"354630 Santa Cruz das Palmeiras";0;2;0;2
"354640 Santa Cruz do Rio Pardo";1;0;0;1
"354660 Santa Fé do Sul";2;1;0;3
"354680 Santa Isabel";0;1;0;1
"354740 Santa Rita d'Oeste";0;1;0;1
"354730 Santana de Parnaíba";4;3;0;7
"354770 Santo Anastácio";3;0;0;3
"354780 Santo André";98;30;0;128
"354850 Santos";72;25;0;97
"354870 São Bernardo do Campo";127;32;0;159
"354880 São Caetano do Sul";22;7;0;29
"354890 São Carlos";25;8;0;33
"354910 São João da Boa Vista";5;1;0;6
"354940 São Joaquim da Barra";1;0;0;1
"354950 São José da Bela Vista";0;1;0;1
"354970 São José do Rio Pardo";5;1;0;6
"354980 São José do Rio Preto";81;31;0;112
"354990 São José dos Campos";66;19;0;85
"354995 São Lourenço da Serra";0;1;0;1
"355000 São Luís do Paraitinga";1;0;0;1
"355030 São Paulo";1860;388;2;2250
"355040 São Pedro";0;1;0;1
"355060 São Roque";7;1;0;8
"355070 São Sebastião";5;4;0;9
"355100 São Vicente";33;12;0;45
"355160 Serra Negra";1;0;0;1
"355150 Serrana";4;0;0;4
"355170 Sertãozinho";14;4;0;18
"355190 Severínia";1;0;0;1
"355200 Silveiras";1;0;0;1
"355210 Socorro";2;0;0;2
"355220 Sorocaba";79;32;0;111
"355230 Sud Mennucci";1;0;0;1
"355240 Sumaré";21;3;0;24
"355250 Suzano";32;6;0;38
"355270 Tabatinga";1;0;0;1
"355280 Taboão da Serra";36;6;0;42
"355290 Taciba";1;0;0;1
"355310 Taiaçu";1;0;0;1
"355370 Taquaritinga";6;2;0;8
"355390 Tarabai";1;0;0;1
"355395 Tarumã";1;0;0;1
"355400 Tatuí";14;5;0;19
"355410 Taubaté";40;8;0;48
"355430 Teodoro Sampaio";1;0;0;1
"355440 Terra Roxa";1;0;0;1
"355450 Tietê";1;2;0;3
"355480 Tremembé";2;0;0;2
"355490 Três Fronteiras";0;1;0;1
"355500 Tupã";13;3;0;16
"355510 Tupi Paulista";5;1;0;6
"355540 Ubatuba";14;4;0;18
"355620 Valinhos";15;0;0;15
"355640 Vargem Grande do Sul";1;0;0;1
"355645 Vargem Grande Paulista";5;0;0;5
"355650 Várzea Paulista";3;1;0;4
"355660 Vera Cruz";0;1;0;1
"355670 Vinhedo";5;2;0;7
"355680 Viradouro";1;0;0;1
"355700 Votorantim";14;1;0;15
"355710 Votuporanga";7;4;0;11
"350000 Município ignorado - SP";1;1;0;2
"Total";4801;1309;2;6112
