 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Pará
Período:2022
"Município (Res)";"Masculino";"Feminino";"Total"
"150010 Abaetetuba";19;9;28
"150013 Abel Figueiredo";1;0;1
"150020 Acará";5;2;7
"150030 Afuá";2;0;2
"150040 Alenquer";3;2;5
"150060 Altamira";18;10;28
"150070 Anajás";1;0;1
"150080 Ananindeua";135;57;192
"150090 Augusto Corrêa";2;2;4
"150095 Aurora do Pará";0;1;1
"150110 Bagre";0;1;1
"150120 Baião";1;1;2
"150130 Barcarena";16;13;29
"150140 Belém";628;234;862
"150150 Benevides";3;1;4
"150157 Bom Jesus do Tocantins";0;1;1
"150160 Bonito";1;0;1
"150170 Bragança";42;21;63
"150172 Brasil Novo";1;0;1
"150178 Breu Branco";3;0;3
"150180 Breves";6;3;9
"150190 Bujaru";2;1;3
"150195 Cachoeira do Piriá";1;0;1
"150210 Cametá";8;1;9
"150215 Canaã dos Carajás";16;7;23
"150220 Capanema";34;16;50
"150230 Capitão Poço";1;0;1
"150240 Castanhal";65;32;97
"150250 Chaves";0;1;1
"150260 Colares";2;0;2
"150270 Conceição do Araguaia";1;0;1
"150275 Concórdia do Pará";0;1;1
"150276 Cumaru do Norte";0;1;1
"150280 Curralinho";0;1;1
"150285 Curuá";1;0;1
"150290 Curuçá";6;1;7
"150293 Dom Eliseu";4;2;6
"150295 Eldorado dos Carajás";1;1;2
"150300 Faro";1;0;1
"150304 Floresta do Araguaia";0;3;3
"150307 Garrafão do Norte";1;0;1
"150309 Goianésia do Pará";2;0;2
"150330 Igarapé-Miri";4;2;6
"150345 Ipixuna do Pará";1;3;4
"150360 Itaituba";17;3;20
"150370 Itupiranga";1;1;2
"150375 Jacareacanga";1;2;3
"150380 Jacundá";0;3;3
"150390 Juruti";1;0;1
"150405 Mãe do Rio";5;1;6
"150410 Magalhães Barata";1;0;1
"150420 Marabá";139;75;214
"150430 Maracanã";3;1;4
"150440 Marapanim";0;2;2
"150442 Marituba";37;16;53
"150445 Medicilândia";1;1;2
"150460 Mocajuba";2;0;2
"150470 Moju";2;3;5
"150480 Monte Alegre";2;0;2
"150490 Muaná";0;1;1
"150495 Nova Esperança do Piriá";1;0;1
"150497 Nova Ipixuna";1;0;1
"150503 Novo Progresso";3;0;3
"150506 Novo Repartimento";1;3;4
"150510 Óbidos";1;0;1
"150520 Oeiras do Pará";1;1;2
"150530 Oriximiná";2;1;3
"150540 Ourém";1;0;1
"150543 Ourilândia do Norte";1;1;2
"150548 Pacajá";3;0;3
"150550 Paragominas";30;14;44
"150553 Parauapebas";75;42;117
"150565 Placas";1;0;1
"150570 Ponta de Pedras";2;2;4
"150580 Portel";3;0;3
"150610 Primavera";1;0;1
"150613 Redenção";30;18;48
"150616 Rio Maria";1;0;1
"150619 Rurópolis";0;1;1
"150620 Salinópolis";14;4;18
"150630 Salvaterra";2;1;3
"150635 Santa Bárbara do Pará";3;1;4
"150650 Santa Isabel do Pará";18;8;26
"150660 Santa Maria do Pará";0;1;1
"150670 Santana do Araguaia";4;6;10
"150680 Santarém";134;53;187
"150700 Santo Antônio do Tauá";2;0;2
"150710 São Caetano de Odivelas";2;2;4
"150715 São Domingos do Araguaia";1;0;1
"150720 São Domingos do Capim";1;0;1
"150730 São Félix do Xingu";2;4;6
"150746 São João da Ponta";0;1;1
"150747 São João de Pirabas";1;3;4
"150760 São Miguel do Guamá";4;2;6
"150790 Soure";4;2;6
"150795 Tailândia";13;8;21
"150796 Terra Alta";1;1;2
"150797 Terra Santa";1;0;1
"150803 Tracuateua";1;2;3
"150805 Trairão";0;1;1
"150808 Tucumã";1;0;1
"150810 Tucuruí";27;20;47
"150812 Ulianópolis";1;2;3
"150815 Uruará";3;0;3
"150820 Vigia";6;0;6
"150830 Viseu";3;2;5
"150835 Vitória do Xingu";1;1;2
"150840 Xinguara";1;0;1
"150000 Município ignorado - PA";0;1;1
"Total";1659;749;2408
