 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Rio de Janeiro
Período:2015
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"330010 Angra dos Reis";15;7;0;22
"330020 Araruama";15;8;0;23
"330022 Areal";1;0;0;1
"330023 Armação dos Búzios";8;2;0;10
"330025 Arraial do Cabo";2;4;0;6
"330030 Barra do Piraí";16;6;0;22
"330040 Barra Mansa";41;17;0;58
"330045 Belford Roxo";62;32;0;94
"330050 Bom Jardim";3;0;0;3
"330060 Bom Jesus do Itabapoana";7;3;0;10
"330070 Cabo Frio";25;14;0;39
"330080 Cachoeiras de Macacu";4;1;0;5
"330090 Cambuci";1;0;0;1
"330100 Campos dos Goytacazes";85;47;0;132
"330110 Cantagalo";4;0;0;4
"330115 Cardoso Moreira";1;0;0;1
"330120 Carmo";1;0;0;1
"330130 Casimiro de Abreu";5;1;0;6
"330150 Cordeiro";1;0;0;1
"330170 Duque de Caxias";159;85;0;244
"330180 Engenheiro Paulo de Frontin";0;1;0;1
"330185 Guapimirim";3;7;0;10
"330187 Iguaba Grande";6;5;0;11
"330190 Itaboraí";36;24;0;60
"330200 Itaguaí";16;13;0;29
"330210 Itaocara";0;1;0;1
"330220 Itaperuna";13;4;0;17
"330225 Itatiaia";1;4;0;5
"330227 Japeri";17;8;0;25
"330230 Laje do Muriaé";1;0;0;1
"330240 Macaé";41;27;0;68
"330245 Macuco";2;0;0;2
"330250 Magé";41;25;0;66
"330260 Mangaratiba";3;2;0;5
"330270 Maricá";15;7;0;22
"330280 Mendes";1;0;0;1
"330285 Mesquita";11;8;0;19
"330290 Miguel Pereira";1;0;0;1
"330300 Miracema";3;1;0;4
"330310 Natividade";1;1;0;2
"330320 Nilópolis";19;15;0;34
"330330 Niterói";96;50;0;146
"330340 Nova Friburgo";26;11;0;37
"330350 Nova Iguaçu";169;123;0;292
"330360 Paracambi";1;2;0;3
"330370 Paraíba do Sul";6;2;0;8
"330380 Parati";4;3;0;7
"330385 Paty do Alferes";2;0;0;2
"330390 Petrópolis";27;11;0;38
"330395 Pinheiral";1;2;0;3
"330400 Piraí";3;2;0;5
"330410 Porciúncula";5;2;0;7
"330412 Quatis";2;0;0;2
"330414 Queimados";22;10;0;32
"330415 Quissamã";3;0;0;3
"330420 Resende";17;6;0;23
"330430 Rio Bonito";15;3;0;18
"330440 Rio Claro";1;2;0;3
"330452 Rio das Ostras";21;15;0;36
"330455 Rio de Janeiro";1582;749;0;2331
"330460 Santa Maria Madalena";0;1;0;1
"330470 Santo Antônio de Pádua";6;2;0;8
"330480 São Fidélis";1;0;0;1
"330475 São Francisco de Itabapoana";2;1;0;3
"330490 São Gonçalo";167;90;0;257
"330500 São João da Barra";0;1;0;1
"330510 São João de Meriti";81;34;0;115
"330520 São Pedro da Aldeia";10;4;0;14
"330540 Sapucaia";1;0;0;1
"330550 Saquarema";13;8;0;21
"330555 Seropédica";15;4;0;19
"330560 Silva Jardim";1;0;0;1
"330575 Tanguá";0;1;0;1
"330580 Teresópolis";16;8;0;24
"330600 Três Rios";19;15;1;35
"330610 Valença";5;1;0;6
"330615 Varre-Sai";1;0;0;1
"330620 Vassouras";8;3;0;11
"330630 Volta Redonda";43;19;0;62
"330000 Município ignorado - RJ";11;5;0;16
"Total";3090;1570;1;4661
