 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Rio de Janeiro
Período:2015
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"330010 Angra dos Reis";0;2;0;4;0;5;1;0;4;16
"330020 Araruama";0;3;3;4;1;3;3;0;0;17
"330023 Armação dos Búzios";1;0;0;3;1;2;1;0;0;8
"330025 Arraial do Cabo";0;1;0;1;0;0;0;0;0;2
"330030 Barra do Piraí";0;1;2;1;1;3;4;0;3;15
"330040 Barra Mansa";0;4;1;6;7;6;6;3;4;37
"330045 Belford Roxo";1;7;3;16;3;12;7;1;4;54
"330050 Bom Jardim";0;0;0;1;0;0;0;0;0;1
"330060 Bom Jesus do Itabapoana";0;0;0;1;0;1;1;1;0;4
"330070 Cabo Frio";0;3;3;3;3;3;4;3;2;24
"330080 Cachoeiras de Macacu";0;2;0;0;0;1;1;0;1;5
"330100 Campos dos Goytacazes";2;8;6;17;6;8;17;2;1;67
"330115 Cardoso Moreira";1;0;0;0;0;0;0;0;0;1
"330130 Casimiro de Abreu";0;0;0;3;0;0;1;0;0;4
"330150 Cordeiro";0;0;0;0;0;1;0;0;0;1
"330170 Duque de Caxias";5;33;14;46;15;26;20;4;16;179
"330185 Guapimirim";0;0;0;0;1;2;0;0;0;3
"330187 Iguaba Grande";0;1;0;2;2;1;2;0;0;8
"330190 Itaboraí";1;2;0;7;5;2;0;1;3;21
"330200 Itaguaí";0;3;1;7;1;6;1;0;3;22
"330210 Itaocara";0;1;0;0;0;0;0;0;0;1
"330220 Itaperuna";2;0;0;4;1;0;3;0;1;11
"330225 Itatiaia";0;0;0;0;1;2;0;0;0;3
"330227 Japeri";1;1;2;7;2;1;0;0;0;14
"330230 Laje do Muriaé";0;0;1;0;0;0;0;0;0;1
"330240 Macaé";1;7;0;9;2;14;6;0;0;39
"330245 Macuco";0;0;0;0;0;2;0;0;0;2
"330250 Magé";2;2;3;5;2;3;7;1;1;26
"330260 Mangaratiba";0;2;0;2;0;0;0;0;0;4
"330270 Maricá";1;0;1;3;0;1;0;1;0;7
"330280 Mendes";0;0;0;0;0;1;0;0;0;1
"330285 Mesquita";0;1;1;1;1;3;1;2;1;11
"330300 Miracema";0;0;0;0;0;3;0;0;1;4
"330310 Natividade";0;0;0;0;0;1;0;0;0;1
"330320 Nilópolis";1;1;0;7;1;0;2;1;2;15
"330330 Niterói";4;3;7;19;9;13;14;6;10;85
"330340 Nova Friburgo";1;3;0;6;0;2;2;1;2;17
"330350 Nova Iguaçu";2;28;24;40;14;21;17;2;10;158
"330360 Paracambi";0;0;0;0;0;0;0;1;0;1
"330370 Paraíba do Sul";0;0;0;0;0;2;1;0;2;5
"330380 Parati";1;0;0;0;0;1;1;0;0;3
"330385 Paty do Alferes";0;1;0;1;0;0;0;0;0;2
"330390 Petrópolis";0;1;0;5;3;6;4;2;1;22
"330395 Pinheiral";0;0;0;1;0;0;0;0;0;1
"330400 Piraí";0;0;1;0;1;0;1;0;0;3
"330410 Porciúncula";1;0;0;2;1;0;1;1;1;7
"330412 Quatis";0;0;0;0;0;2;0;0;0;2
"330414 Queimados";1;4;1;7;4;3;2;0;0;22
"330415 Quissamã";0;0;0;0;1;0;0;0;0;1
"330420 Resende";0;1;0;3;0;4;4;3;0;15
"330430 Rio Bonito";0;6;0;0;0;1;1;0;1;9
"330440 Rio Claro";0;0;0;1;0;0;0;0;1;2
"330452 Rio das Ostras";0;3;0;3;1;1;5;2;2;17
"330455 Rio de Janeiro";37;183;50;264;113;274;338;77;276;1612
"330470 Santo Antônio de Pádua";1;1;0;2;0;0;0;0;0;4
"330475 São Francisco de Itabapoana";1;0;0;0;1;0;1;0;0;3
"330490 São Gonçalo";3;14;2;35;30;29;50;9;19;191
"330500 São João da Barra";0;1;0;0;0;0;0;0;0;1
"330510 São João de Meriti";0;11;4;22;9;15;22;0;9;92
"330520 São Pedro da Aldeia";0;1;0;2;0;2;0;2;3;10
"330540 Sapucaia";0;0;0;0;0;0;1;0;0;1
"330550 Saquarema";0;0;0;3;1;2;0;1;0;7
"330555 Seropédica";0;4;0;3;0;2;2;0;0;11
"330575 Tanguá";0;1;0;0;0;0;0;0;0;1
"330580 Teresópolis";2;2;2;1;1;2;0;0;2;12
"330600 Três Rios";1;7;1;10;3;1;2;0;1;26
"330610 Valença";0;1;0;0;0;0;2;0;1;4
"330620 Vassouras";0;0;1;3;1;4;0;2;0;11
"330630 Volta Redonda";0;3;3;14;16;9;7;0;3;55
"Total";74;364;137;607;265;509;566;129;391;3042
