 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Rio de Janeiro
Período:2015
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"330010 Angra dos Reis";0;0;0;0;0;5;5;5;6;1;0;0;22
"330020 Araruama";0;0;0;0;0;6;6;7;4;0;0;0;23
"330022 Areal";0;0;0;0;0;0;0;0;0;1;0;0;1
"330023 Armação dos Búzios";0;0;1;0;0;1;4;2;2;0;0;0;10
"330025 Arraial do Cabo";0;0;0;0;0;2;1;3;0;0;0;0;6
"330030 Barra do Piraí";0;0;0;0;1;3;2;6;6;4;0;0;22
"330040 Barra Mansa";0;0;0;0;4;15;17;11;6;5;0;0;58
"330045 Belford Roxo";2;0;0;0;4;19;30;21;13;4;0;1;94
"330050 Bom Jardim";0;0;0;0;0;1;1;1;0;0;0;0;3
"330060 Bom Jesus do Itabapoana";0;0;0;0;0;3;4;2;1;0;0;0;10
"330070 Cabo Frio";2;2;0;0;2;8;13;4;5;2;1;0;39
"330080 Cachoeiras de Macacu";0;0;0;0;0;1;3;1;0;0;0;0;5
"330090 Cambuci";0;0;0;0;0;0;0;0;0;1;0;0;1
"330100 Campos dos Goytacazes";1;0;0;0;2;32;42;34;18;3;0;0;132
"330110 Cantagalo";0;0;0;0;0;0;2;1;1;0;0;0;4
"330115 Cardoso Moreira";0;0;0;0;0;0;1;0;0;0;0;0;1
"330120 Carmo";0;0;0;0;0;0;1;0;0;0;0;0;1
"330130 Casimiro de Abreu";0;0;0;0;1;0;4;1;0;0;0;0;6
"330150 Cordeiro";0;0;0;0;0;0;0;1;0;0;0;0;1
"330170 Duque de Caxias";4;2;1;0;9;49;82;55;29;9;2;2;244
"330180 Engenheiro Paulo de Frontin";0;0;0;0;0;0;1;0;0;0;0;0;1
"330185 Guapimirim";0;0;0;0;0;2;3;4;0;1;0;0;10
