 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Distrito Federal
Período:2021
"Município (Res)";"5-9";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"Total"
"530010 Brasília";1;11;149;140;103;50;19;6;479
"Total";1;11;149;140;103;50;19;6;479
