 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Distrito Federal
Período:2024
"Município (Res)";"< 1 ano";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"Total"
"530010 Brasília";1;1;6;113;97;93;47;19;2;379
"Total";1;1;6;113;97;93;47;19;2;379
