 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Minas Gerais
Período:2016
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"314930 Pedro Leopoldo";6;0;0;6
"314950 Pequeri";1;0;0;1
"315020 Piedade de Ponte Nova";1;0;0;1
"315100 Piranguinho";1;0;0;1
"315120 Pirapora";6;2;0;8
"315160 Planura";1;0;0;1
"315180 Poços de Caldas";10;7;0;17
"315200 Pompéu";2;1;0;3
"315210 Ponte Nova";6;3;0;9
"315220 Porteirinha";0;1;0;1
"315250 Pouso Alegre";28;8;0;36
"315260 Pouso Alto";1;1;0;2
"315280 Prata";4;1;0;5
"315330 Presidente Kubitschek";1;0;0;1
"315360 Prudente de Morais";1;0;0;1
"315370 Quartel Geral";1;1;0;2
"315390 Raposos";1;1;0;2
"315400 Raul Soares";0;1;0;1
"315445 Riachinho";0;1;0;1
"315460 Ribeirão das Neves";25;8;0;33
"315480 Rio Acima";1;0;0;1
"315490 Rio Casca";1;0;0;1
"315590 Rio Preto";0;1;0;1
"315620 Rochedo de Minas";1;0;0;1
"315630 Rodeiro";2;0;0;2
"315640 Romaria";1;0;0;1
"315660 Rubim";1;0;0;1
"315670 Sabará";19;9;0;28
"315690 Sacramento";1;0;0;1
"315770 Santa Juliana";1;0;0;1
"315780 Santa Luzia";25;12;0;37
"315960 Santa Rita do Sapucaí";1;0;0;1
"315980 Santa Vitória";2;0;0;2
"315860 Santana do Deserto";1;0;0;1
"315880 Santana do Jacaré";1;0;0;1
"315890 Santana do Manhuaçu";1;0;0;1
"315895 Santana do Paraíso";1;0;0;1
"315900 Santana do Riacho";1;0;0;1
"315990 Santo Antônio do Amparo";3;0;0;3
"316040 Santo Antônio do Monte";0;1;0;1
"316070 Santos Dumont";2;2;0;4
"316095 São Domingos das Dores";1;0;0;1
"316100 São Domingos do Prata";1;0;0;1
"316110 São Francisco";1;0;0;1
"316120 São Francisco de Paula";1;0;0;1
"316140 São Francisco do Glória";1;0;0;1
"316150 São Geraldo";1;0;0;1
"316160 São Geraldo da Piedade";1;0;0;1
"316190 São Gonçalo do Rio Abaixo";1;0;0;1
"316200 São Gonçalo do Sapucaí";1;0;0;1
"316210 São Gotardo";3;1;0;4
"316245 São João das Missões";1;0;0;1
"316250 São João del Rei";4;3;0;7
"316255 São João do Manhuaçu";0;1;0;1
"316292 São Joaquim de Bicas";2;2;0;4
"316295 São José da Lapa";3;0;0;3
"316310 São José da Varginha";0;1;0;1
"316370 São Lourenço";6;2;0;8
"316470 São Sebastião do Paraíso";10;6;0;16
"316510 São Tomás de Aquino";2;0;0;2
"316530 São Vicente de Minas";1;0;0;1
"316553 Sarzedo";3;2;0;5
"316580 Senador José Bento";1;0;0;1
"316620 Senhora dos Remédios";1;0;0;1
"316680 Serra do Salitre";1;0;0;1
"316695 Serranópolis de Minas";1;0;0;1
"316720 Sete Lagoas";60;21;0;81
"316790 Tabuleiro";1;0;0;1
"316850 Teixeiras";0;1;0;1
"316860 Teófilo Otoni";15;8;0;23
"316870 Timóteo";6;2;0;8
"316880 Tiradentes";1;1;0;2
"316900 Tocantins";0;1;0;1
"316920 Tombos";2;0;0;2
"316930 Três Corações";7;6;0;13
"316935 Três Marias";0;1;0;1
"316940 Três Pontas";8;4;0;12
"316970 Turmalina";2;0;0;2
"316990 Ubá";9;2;0;11
"317010 Uberaba";53;22;0;75
"317020 Uberlândia";153;61;0;214
"317040 Unaí";8;3;0;11
"317050 Urucânia";0;1;0;1
"317070 Varginha";17;4;0;21
"317075 Varjão de Minas";1;0;0;1
"317100 Vazante";2;0;0;2
"317120 Vespasiano";12;10;0;22
"317130 Viçosa";9;1;0;10
"317160 Virgem da Lapa";1;0;0;1
"317200 Visconde do Rio Branco";2;2;0;4
"310000 Município ignorado - MG";1;0;1;2
"Total";1937;695;1;2633
