 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Minas Gerais
Período:2016
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"310020 Abaeté";0;2;0;2
"310070 Água Comprida";1;0;0;1
"310090 Águas Formosas";6;3;0;9
"310150 Além Paraíba";5;4;0;9
"310160 Alfenas";15;5;0;20
"310170 Almenara";2;0;0;2
"310190 Alpinópolis";1;0;0;1
"310250 Amparo do Serra";1;0;0;1
"310260 Andradas";3;0;0;3
"310300 Antônio Dias";1;0;0;1
"310340 Araçuaí";3;2;0;5
"310350 Araguari";14;6;0;20
"310400 Araxá";22;4;0;26
"310410 Arceburgo";1;1;0;2
"310420 Arcos";0;1;0;1
"310440 Argirita";1;0;0;1
"310445 Aricanduva";1;0;0;1
"310470 Ataléia";1;1;0;2
"310500 Baldim";1;0;0;1
"310510 Bambuí";1;0;0;1
"310520 Bandeira";1;0;0;1
"310540 Barão de Cocais";0;1;0;1
"310560 Barbacena";8;8;0;16
"310590 Barroso";1;0;0;1
"310610 Belmiro Braga";1;1;0;2
"310620 Belo Horizonte";534;109;0;643
"310670 Betim";49;16;0;65
"310710 Boa Esperança";1;0;0;1
"310730 Bocaiúva";1;2;0;3
"310780 Bom Jesus do Galho";2;0;0;2
"310830 Borda da Mata";0;1;0;1
"310900 Brumadinho";0;1;0;1
"310910 Bueno Brandão";1;0;0;1
"310940 Buritizeiro";1;1;0;2
"310270 Cachoeira de Pajeú";0;1;0;1
"310990 Caetanópolis";3;0;0;3
"311000 Caeté";1;1;0;2
"311050 Camanducaia";1;0;0;1
"311060 Cambuí";2;1;0;3
"311070 Cambuquira";0;1;0;1
"311110 Campina Verde";1;0;0;1
"311115 Campo Azul";1;0;0;1
"311120 Campo Belo";1;0;0;1
"311140 Campo Florido";3;0;0;3
"311160 Campos Gerais";0;1;0;1
"311200 Candeias";1;0;0;1
"311230 Capelinha";1;2;0;3
"311250 Capim Branco";1;0;0;1
"311320 Carandaí";0;1;0;1
"311330 Carangola";6;3;0;9
"311340 Caratinga";3;0;0;3
"311370 Carlos Chagas";1;0;0;1
"311390 Carmo da Cachoeira";1;0;0;1
"311420 Carmo do Cajuru";1;1;0;2
"311430 Carmo do Paranaíba";0;1;0;1
"311440 Carmo do Rio Claro";1;1;0;2
"311450 Carmópolis de Minas";1;0;0;1
"311510 Cássia";1;0;0;1
"311530 Cataguases";4;3;0;7
"311545 Catuji";1;0;0;1
"311550 Caxambu";2;0;0;2
"311560 Cedro do Abaeté";1;1;0;2
"311600 Chalé";2;0;0;2
"311610 Chapada do Norte";1;0;0;1
"311730 Conceição das Alagoas";1;1;0;2
"311750 Conceição do Mato Dentro";1;2;0;3
"311760 Conceição do Pará";1;0;0;1
"311770 Conceição do Rio Verde";1;0;0;1
"311787 Confins";1;0;0;1
"311790 Congonhal";2;0;0;2
"311800 Congonhas";5;1;0;6
"311830 Conselheiro Lafaiete";14;4;0;18
"311840 Conselheiro Pena";1;0;0;1
"311860 Contagem";75;25;0;100
"311910 Corinto";1;0;0;1
"311940 Coronel Fabriciano";12;7;0;19
"311980 Córrego Danta";0;1;0;1
"312090 Curvelo";9;4;0;13
"312160 Diamantina";2;1;0;3
"312230 Divinópolis";47;26;0;73
"312247 Dom Bosco";1;0;0;1
"312330 Dores do Turvo";1;0;0;1
"312410 Esmeraldas";6;1;0;7
"312420 Espera Feliz";1;1;0;2
"312450 Estiva";1;1;0;2
"312480 Estrela do Sul";1;0;0;1
"312490 Eugenópolis";1;0;0;1
"312510 Extrema";1;0;0;1
"312560 Felisburgo";1;0;0;1
"312570 Felixlândia";1;0;0;1
"312610 Formiga";2;0;0;2
"312640 Fortuna de Minas";0;1;0;1
"312670 Francisco Sá";1;1;0;2
"312710 Frutal";8;7;0;15
"312770 Governador Valadares";33;24;0;57
"312840 Guarani";0;1;0;1
"312870 Guaxupé";1;0;0;1
"312950 Ibiá";1;0;0;1
"312980 Ibirité";9;4;0;13
"313010 Igarapé";3;2;0;5
"313055 Imbé de Minas";0;1;0;1
"313090 Inhapim";0;1;0;1
"313115 Ipaba";1;0;0;1
"313120 Ipanema";1;0;0;1
"313130 Ipatinga";30;13;0;43
"313140 Ipiaçu";1;0;0;1
"313160 Iraí de Minas";1;0;0;1
"313170 Itabira";6;3;0;9
"313190 Itabirito";2;1;0;3
"313220 Itaguara";1;0;0;1
"313240 Itajubá";7;0;0;7
"313250 Itamarandiba";1;0;0;1
"313270 Itambacuri";2;0;0;2
"313300 Itamonte";1;1;0;2
"313330 Itaobim";4;5;0;9
"313350 Itapecerica";2;0;0;2
"313375 Itaú de Minas";1;0;0;1
"313380 Itaúna";6;4;0;10
"313420 Ituiutaba";13;3;0;16
"313430 Itumirim";0;1;0;1
"313440 Iturama";3;0;0;3
"313470 Jacinto";0;1;0;1
"313510 Janaúba";0;1;0;1
"313520 Januária";4;0;0;4
"313600 Joaíma";2;0;0;2
"313620 João Monlevade";7;3;0;10
"313630 João Pinheiro";2;3;0;5
"313655 José Raydan";1;0;0;1
"313665 Juatuba";2;0;0;2
"313670 Juiz de Fora";100;38;0;138
"313690 Juruaia";1;0;0;1
"313720 Lagoa da Prata";1;1;0;2
"313750 Lagoa Formosa";1;1;0;2
"313753 Lagoa Grande";1;0;0;1
"313760 Lagoa Santa";2;1;0;3
"313780 Lambari";2;2;0;4
"313820 Lavras";6;7;0;13
"313830 Leandro Ferreira";0;1;0;1
"313840 Leopoldina";2;1;0;3
"313868 Luislândia";1;0;0;1
"313880 Luz";4;1;0;5
"313900 Machado";1;0;0;1
"313930 Manga";0;1;0;1
"313940 Manhuaçu";16;10;0;26
"313950 Manhumirim";2;1;0;3
"313960 Mantena";0;1;0;1
"314000 Mariana";6;2;0;8
"314010 Marilac";0;1;0;1
"314015 Mário Campos";1;0;0;1
"314070 Mateus Leme";1;2;0;3
"314080 Matias Barbosa";1;0;0;1
"314110 Matozinhos";9;1;0;10
"314140 Medina";1;1;0;2
"314240 Moema";1;0;0;1
"314270 Montalvânia";1;0;0;1
"314280 Monte Alegre de Minas";0;1;0;1
"314310 Monte Carmelo";3;2;0;5
"314320 Monte Santo de Minas";0;1;0;1
"314330 Montes Claros";37;13;0;50
"314350 Morada Nova de Minas";3;0;0;3
"314390 Muriaé";21;12;0;33
"314410 Muzambinho";1;0;0;1
"314430 Nanuque";3;0;0;3
"314450 Nazareno";0;2;0;2
"314460 Nepomuceno";1;0;0;1
"314470 Nova Era";1;0;0;1
"314480 Nova Lima";8;2;0;10
"314520 Nova Serrana";6;0;0;6
"314535 Novo Oriente de Minas";1;0;0;1
"314545 Olhos-d'Água";0;1;0;1
"314560 Oliveira";1;1;0;2
"314587 Orizânia";1;1;0;2
"314590 Ouro Branco";2;1;0;3
"314600 Ouro Fino";2;0;0;2
"314610 Ouro Preto";3;2;0;5
"314630 Padre Paraíso";1;0;0;1
"314710 Pará de Minas";4;1;0;5
"314700 Paracatu";2;1;0;3
"314730 Paraisópolis";1;1;0;2
"314740 Paraopeba";3;1;0;4
"314760 Passa Quatro";1;0;0;1
"314790 Passos";12;1;0;13
"314795 Patis";1;0;0;1
"314800 Patos de Minas";8;2;0;10
"314810 Patrocínio";0;1;0;1
"314870 Pedra Azul";0;1;0;1
"314910 Pedralva";0;1;0;1
