 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Rondônia
Período:2016
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"110002 Ariquemes";4;1;0;16;0;0;21
"110045 Buritis";0;1;0;0;0;0;1
"110004 Cacoal";2;0;0;6;1;0;9
"110080 Candeias do Jamari";0;0;0;2;0;0;2
"110005 Cerejeiras";0;0;0;1;0;0;1
"110008 Costa Marques";0;0;0;1;0;0;1
"110009 Espigão D'Oeste";1;0;0;0;0;0;1
"110010 Guajará-Mirim";1;0;0;3;0;0;4
"110011 Jaru";2;0;0;0;0;0;2
"110012 Ji-Paraná";3;0;0;22;0;0;25
"110120 Ministro Andreazza";0;0;0;1;0;0;1
"110143 Nova União";1;0;0;0;0;0;1
"110015 Ouro Preto do Oeste";2;0;0;1;0;0;3
"110018 Pimenta Bueno";2;0;0;2;0;0;4
"110020 Porto Velho";75;6;2;155;1;2;241
"110025 Presidente Médici";1;1;0;0;0;0;2
"110026 Rio Crespo";0;0;0;1;0;0;1
"110028 Rolim de Moura";3;0;0;1;0;0;4
"110030 Vilhena";7;1;0;4;0;0;12
"Total";104;10;2;216;2;2;336
