 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Amapá
Período:2020
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"160020 Calçoene";0;0;0;1;0;0;1
"160021 Cutias";0;0;0;1;0;0;1
"160027 Laranjal do Jari";1;0;0;6;0;0;7
"160030 Macapá";24;9;5;99;1;6;144
"160040 Mazagão";0;0;0;1;0;0;1
"160050 Oiapoque";3;1;0;7;0;1;12
"160015 Pedra Branca do Amapari";0;0;0;1;0;0;1
"160053 Porto Grande";1;1;0;0;0;0;2
"160060 Santana";3;0;0;4;0;0;7
"160005 Serra do Navio";0;0;0;1;0;0;1
"160080 Vitória do Jari";1;0;0;1;0;0;2
"Total";33;11;5;122;1;7;179
