 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Espírito Santo
Período:2024
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"320013 Águia Branca";1;0;0;0;0;0;1
"320040 Anchieta";0;1;1;1;0;0;3
"320060 Aracruz";9;2;0;7;0;0;18
"320090 Barra de São Francisco";1;0;3;2;0;0;6
"320100 Boa Esperança";0;1;1;0;0;0;2
"320120 Cachoeiro de Itapemirim";15;7;1;17;0;2;42
"320130 Cariacica";13;6;3;37;0;0;59
"320150 Colatina";4;3;0;21;0;0;28
"320160 Conceição da Barra";1;0;0;1;0;0;2
"320190 Domingos Martins";0;0;0;2;0;0;2
"320220 Fundão";0;1;0;1;0;0;2
"320225 Governador Lindenberg";0;0;0;1;0;0;1
"320230 Guaçuí";2;2;0;1;0;1;6
"320240 Guarapari";3;0;0;11;0;2;16
"320305 Jaguaré";0;1;0;1;0;0;2
"320310 Jerônimo Monteiro";0;0;0;1;0;0;1
"320320 Linhares";8;2;2;24;0;0;36
"320330 Mantenópolis";0;0;0;1;0;0;1
"320350 Montanha";0;0;0;4;0;0;4
"320390 Nova Venécia";3;3;2;2;0;0;10
"320405 Pedro Canário";1;2;1;4;0;0;8
"320410 Pinheiros";1;1;0;2;0;0;4
"320420 Piúma";0;0;0;1;0;0;1
"320435 Rio Bananal";0;0;0;1;0;0;1
"320455 Santa Maria de Jetibá";0;1;0;0;0;0;1
"320460 Santa Teresa";2;0;0;0;0;0;2
"320490 São Mateus";10;3;1;30;0;1;45
"320500 Serra";18;15;3;69;1;0;106
"320501 Sooretama";0;0;1;0;0;0;1
"320510 Viana";3;0;1;3;0;0;7
"320517 Vila Valério";0;0;0;1;0;0;1
"320520 Vila Velha";36;13;2;58;0;0;109
"320530 Vitória";31;13;0;55;0;0;99
"Total";162;77;22;359;1;6;627
