 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2024
UF Residência: Bahia
Região Res.: Região Nordeste
UF Notificação: Bahia
Região Not.: Região Nordeste
Período:2024
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"290030 Acajutiba";0;0;0;0;0;0;0;0;0;1;0;0;1
"290060 Aiquara";0;0;0;0;0;0;1;0;0;0;0;0;1
"290070 Alagoinhas";0;0;0;0;0;3;8;11;3;2;1;0;28
"290080 Alcobaça";0;0;0;0;0;1;0;0;1;2;0;0;4
"290100 Amargosa";0;0;0;0;0;0;2;0;2;1;0;0;5
"290110 Amélia Rodrigues";0;0;0;0;0;0;1;0;0;0;0;0;1
"290120 Anagé";0;0;0;0;0;1;1;0;0;0;0;0;2
"290150 Anguera";0;0;0;0;0;0;1;0;0;0;0;0;1
"290205 Araças";0;0;0;0;0;0;2;0;0;0;0;0;2
"290225 Arataca";0;0;0;0;0;0;0;1;1;0;0;0;2
"290240 Aurelino Leal";0;0;0;0;0;0;0;0;0;1;0;0;1
"290280 Barra da Estiva";0;0;0;0;0;1;0;1;0;0;0;0;2
"290290 Barra do Choça";0;0;0;0;0;0;1;0;0;0;0;0;1
"290310 Barra do Rocha";0;0;0;0;0;1;0;0;0;0;0;0;1
"290320 Barreiras";0;0;0;0;0;15;6;6;8;6;0;1;42
"290340 Belmonte";0;0;0;0;0;0;0;1;0;0;0;0;1
"290350 Belo Campo";0;0;0;0;0;0;0;0;0;1;0;0;1
"290390 Bom Jesus da Lapa";0;0;0;0;0;2;3;2;2;0;0;0;9
"290420 Botuporã";0;0;0;0;0;0;1;2;0;0;0;0;3
"290460 Brumado";0;0;0;0;0;3;2;6;0;0;1;0;12
"290470 Buerarema";0;0;0;0;0;0;1;0;0;0;0;0;1
"290485 Cabaceiras do Paraguaçu";0;0;0;0;0;0;0;0;1;0;0;0;1
"290490 Cachoeira";0;0;0;0;0;2;1;2;1;0;0;0;6
"290515 Caetanos";0;0;0;0;0;0;1;0;0;0;0;0;1
"290520 Caetité";0;0;0;0;0;1;1;0;0;0;0;0;2
"290550 Caldeirão Grande";0;0;0;0;0;1;0;0;0;0;0;0;1
"290560 Camacan";0;0;0;0;0;0;0;2;0;0;0;0;2
"290570 Camaçari";1;0;0;0;0;15;12;15;6;4;1;0;54
"290580 Camamu";0;0;0;0;0;0;1;0;0;0;0;0;1
