 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Rondônia
Período:2020
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"110002 Ariquemes";5;0;0;17;0;0;22
"110045 Buritis";1;0;0;0;0;0;1
"110004 Cacoal";6;1;0;4;0;0;11
"110080 Candeias do Jamari";0;0;0;2;0;0;2
"110010 Guajará-Mirim";0;0;0;7;0;0;7
"110110 Itapuã do Oeste";2;1;0;0;0;0;3
"110011 Jaru";0;0;0;1;0;0;1
"110012 Ji-Paraná";5;0;0;11;0;0;16
"110014 Nova Brasilândia D'Oeste";0;0;0;1;0;0;1
"110033 Nova Mamoré";1;0;0;0;0;0;1
"110143 Nova União";0;0;0;1;0;0;1
"110015 Ouro Preto do Oeste";0;0;0;1;0;0;1
"110020 Porto Velho";39;4;2;116;1;5;167
"110026 Rio Crespo";0;0;0;1;0;0;1
"110028 Rolim de Moura";3;1;0;5;0;0;9
"110160 Theobroma";0;1;0;0;0;0;1
"110170 Urupá";0;1;0;0;0;0;1
"110175 Vale do Anari";0;0;0;1;0;0;1
"110030 Vilhena";5;2;0;12;0;0;19
"Total";67;11;2;180;1;5;266
