 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Pará
Período:2018
"Município (Res)";"Masculino";"Feminino";"Total"
"150010 Abaetetuba";23;8;31
"150020 Acará";2;2;4
"150030 Afuá";0;1;1
"150040 Alenquer";2;1;3
"150050 Almeirim";2;0;2
"150060 Altamira";13;7;20
"150070 Anajás";1;0;1
"150080 Ananindeua";121;60;181
"150085 Anapu";1;1;2
"150090 Augusto Corrêa";4;1;5
"150120 Baião";2;0;2
"150130 Barcarena";16;9;25
"150140 Belém";679;307;986
"150145 Belterra";0;1;1
"150150 Benevides";7;4;11
"150170 Bragança";47;18;65
"150172 Brasil Novo";0;1;1
"150180 Breves";3;1;4
"150190 Bujaru";2;0;2
"150200 Cachoeira do Arari";2;0;2
"150195 Cachoeira do Piriá";1;0;1
"150210 Cametá";8;4;12
"150215 Canaã dos Carajás";12;8;20
"150220 Capanema";5;1;6
"150230 Capitão Poço";1;1;2
"150240 Castanhal";64;39;103
"150250 Chaves";0;3;3
"150260 Colares";2;1;3
"150270 Conceição do Araguaia";0;1;1
"150275 Concórdia do Pará";2;0;2
"150276 Cumaru do Norte";1;0;1
"150277 Curionópolis";1;3;4
"150280 Curralinho";2;0;2
"150285 Curuá";1;0;1
"150290 Curuçá";5;5;10
"150293 Dom Eliseu";2;0;2
"150295 Eldorado dos Carajás";1;1;2
"150304 Floresta do Araguaia";1;3;4
"150307 Garrafão do Norte";1;1;2
"150309 Goianésia do Pará";2;1;3
"150310 Gurupá";1;0;1
"150320 Igarapé-Açu";1;0;1
"150330 Igarapé-Miri";1;0;1
"150345 Ipixuna do Pará";1;1;2
"150360 Itaituba";23;10;33
"150370 Itupiranga";3;0;3
"150375 Jacareacanga";2;2;4
"150380 Jacundá";3;0;3
"150390 Juruti";4;1;5
"150400 Limoeiro do Ajuru";0;1;1
"150405 Mãe do Rio";1;2;3
"150420 Marabá";77;45;122
"150430 Maracanã";0;1;1
"150440 Marapanim";3;1;4
"150442 Marituba";15;5;20
"150445 Medicilândia";1;1;2
"150470 Moju";3;3;6
"150480 Monte Alegre";4;3;7
"150490 Muaná";2;0;2
"150495 Nova Esperança do Piriá";2;0;2
"150506 Novo Repartimento";5;1;6
"150510 Óbidos";7;4;11
"150520 Oeiras do Pará";1;0;1
"150530 Oriximiná";4;0;4
"150543 Ourilândia do Norte";3;0;3
"150548 Pacajá";0;1;1
"150550 Paragominas";11;8;19
"150553 Parauapebas";49;25;74
"150560 Peixe-Boi";1;2;3
"150565 Placas";1;0;1
"150570 Ponta de Pedras";1;1;2
"150600 Prainha";2;1;3
"150610 Primavera";0;1;1
"150613 Redenção";26;17;43
"150619 Rurópolis";2;1;3
"150620 Salinópolis";7;4;11
"150630 Salvaterra";5;0;5
"150635 Santa Bárbara do Pará";0;1;1
"150640 Santa Cruz do Arari";0;1;1
"150650 Santa Isabel do Pará";7;2;9
"150660 Santa Maria do Pará";0;2;2
"150670 Santana do Araguaia";1;0;1
"150680 Santarém";98;48;146
"150700 Santo Antônio do Tauá";1;1;2
"150710 São Caetano de Odivelas";1;0;1
"150730 São Félix do Xingu";5;2;7
"150740 São Francisco do Pará";0;1;1
"150747 São João de Pirabas";1;2;3
"150760 São Miguel do Guamá";3;1;4
"150770 São Sebastião da Boa Vista";2;0;2
"150790 Soure";5;1;6
"150795 Tailândia";13;5;18
"150797 Terra Santa";0;1;1
"150800 Tomé-Açu";3;2;5
"150803 Tracuateua";1;0;1
"150805 Trairão";3;0;3
"150808 Tucumã";1;1;2
"150810 Tucuruí";42;21;63
"150812 Ulianópolis";2;0;2
"150815 Uruará";1;0;1
"150820 Vigia";5;4;9
"150830 Viseu";0;3;3
"150840 Xinguara";4;0;4
"150000 Município ignorado - PA";2;0;2
"Total";1512;735;2247
