 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Pará
Período:2023
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"150010 Abaetetuba";2;1;0;12;0;0;15
"150020 Acará";1;0;0;2;0;0;3
"150030 Afuá";0;0;0;1;0;0;1
"150034 Água Azul do Norte";0;0;0;2;0;0;2
"150040 Alenquer";0;0;0;2;0;0;2
"150060 Altamira";12;6;0;58;1;0;77
"150070 Anajás";0;0;0;1;0;0;1
"150080 Ananindeua";18;7;0;156;0;0;181
"150085 Anapu";1;0;0;0;0;0;1
"150090 Augusto Corrêa";0;0;0;2;0;0;2
"150110 Bagre";0;0;0;1;0;0;1
"150120 Baião";0;2;0;2;0;0;4
"150130 Barcarena";5;1;0;24;0;0;30
"150140 Belém";96;53;4;549;1;1;704
"150145 Belterra";0;0;0;1;0;0;1
"150150 Benevides";2;2;0;9;0;0;13
"150170 Bragança";6;0;2;59;0;0;67
"150178 Breu Branco";0;0;0;2;0;0;2
"150180 Breves";2;0;0;16;0;0;18
"150190 Bujaru";0;0;0;3;0;0;3
"150200 Cachoeira do Arari";0;0;0;6;0;0;6
"150195 Cachoeira do Piriá";0;1;0;1;0;0;2
"150210 Cametá";1;0;0;8;0;0;9
"150215 Canaã dos Carajás";2;0;1;16;0;0;19
"150220 Capanema";2;1;0;43;0;0;46
"150230 Capitão Poço";0;0;0;2;0;0;2
"150240 Castanhal";3;1;0;123;0;0;127
"150260 Colares";1;0;0;0;0;0;1
"150275 Concórdia do Pará";2;0;0;0;0;0;2
"150276 Cumaru do Norte";0;0;0;1;0;0;1
"150277 Curionópolis";1;0;0;1;0;0;2
"150280 Curralinho";0;0;0;1;0;0;1
"150285 Curuá";0;0;0;1;0;0;1
"150290 Curuçá";2;0;0;6;0;0;8
"150293 Dom Eliseu";0;0;0;1;0;0;1
"150295 Eldorado dos Carajás";0;0;0;2;0;0;2
"150304 Floresta do Araguaia";0;0;1;0;0;0;1
"150307 Garrafão do Norte";0;0;0;2;0;0;2
"150309 Goianésia do Pará";2;0;0;3;0;0;5
"150310 Gurupá";0;0;0;1;0;0;1
"150320 Igarapé-Açu";0;0;0;3;0;0;3
"150330 Igarapé-Miri";0;1;0;3;0;0;4
"150340 Inhangapi";0;0;0;1;0;0;1
"150345 Ipixuna do Pará";0;1;0;3;0;0;4
"150350 Irituia";0;0;0;1;0;0;1
"150360 Itaituba";2;0;0;10;1;0;13
"150370 Itupiranga";0;0;0;2;0;0;2
"150380 Jacundá";0;0;0;1;0;0;1
"150390 Juruti";0;0;0;3;0;0;3
"150400 Limoeiro do Ajuru";0;0;0;1;0;0;1
"150405 Mãe do Rio";0;0;0;3;0;0;3
"150410 Magalhães Barata";0;0;0;2;0;0;2
