 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Pará
Período:2023
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"150010 Abaetetuba";0;0;0;0;0;4;4;6;1;0;0;0;15
"150020 Acará";0;0;0;0;0;0;1;2;0;0;0;0;3
"150030 Afuá";0;0;0;0;0;0;0;0;0;1;0;0;1
"150034 Água Azul do Norte";0;0;0;0;0;0;0;2;0;0;0;0;2
"150040 Alenquer";0;0;0;0;0;0;1;1;0;0;0;0;2
"150060 Altamira";0;0;0;1;1;22;21;18;11;1;1;1;77
"150070 Anajás";0;0;0;0;0;0;1;0;0;0;0;0;1
"150080 Ananindeua";1;0;0;0;3;47;54;47;19;6;4;0;181
"150085 Anapu";0;0;0;0;0;0;0;0;1;0;0;0;1
"150090 Augusto Corrêa";0;0;0;0;0;1;0;1;0;0;0;0;2
"150110 Bagre";0;0;1;0;0;0;0;0;0;0;0;0;1
"150120 Baião";0;0;0;0;1;1;1;1;0;0;0;0;4
"150130 Barcarena";0;0;0;0;0;8;11;5;4;1;1;0;30
"150140 Belém";0;1;1;1;13;182;200;161;83;50;12;0;704
"150145 Belterra";0;0;0;0;0;1;0;0;0;0;0;0;1
"150150 Benevides";0;0;0;0;1;2;6;3;1;0;0;0;13
"150170 Bragança";0;1;0;0;2;26;13;13;10;0;2;0;67
"150178 Breu Branco";0;0;0;0;0;1;1;0;0;0;0;0;2
"150180 Breves";1;0;0;0;2;5;6;1;1;0;1;1;18
"150190 Bujaru";0;0;0;0;0;0;1;1;1;0;0;0;3
"150200 Cachoeira do Arari";0;0;0;0;0;1;0;3;1;0;0;1;6
"150195 Cachoeira do Piriá";0;0;0;0;0;0;2;0;0;0;0;0;2
"150210 Cametá";0;0;0;0;0;2;1;3;3;0;0;0;9
"150215 Canaã dos Carajás";0;0;0;0;2;2;10;2;1;2;0;0;19
"150220 Capanema";0;0;0;0;2;10;14;14;5;1;0;0;46
"150230 Capitão Poço";0;0;0;0;0;1;0;1;0;0;0;0;2
"150240 Castanhal";0;2;0;0;2;41;33;31;9;5;3;1;127
"150260 Colares";0;0;0;0;0;0;0;0;0;0;1;0;1
"150275 Concórdia do Pará";0;0;0;0;0;0;0;1;1;0;0;0;2
"150276 Cumaru do Norte";0;0;0;0;0;0;0;1;0;0;0;0;1
"150277 Curionópolis";0;0;0;0;0;0;0;1;0;1;0;0;2
"150280 Curralinho";0;0;0;0;0;0;1;0;0;0;0;0;1
"150285 Curuá";0;0;0;0;0;0;0;0;0;0;0;1;1
"150290 Curuçá";0;0;0;0;0;1;3;0;3;1;0;0;8
"150293 Dom Eliseu";0;0;0;0;0;0;1;0;0;0;0;0;1
"150295 Eldorado dos Carajás";0;0;0;0;0;0;0;2;0;0;0;0;2
"150304 Floresta do Araguaia";0;0;0;0;0;0;0;1;0;0;0;0;1
"150307 Garrafão do Norte";0;0;0;0;1;0;0;1;0;0;0;0;2
"150309 Goianésia do Pará";0;0;0;0;0;1;1;0;1;2;0;0;5
"150310 Gurupá";0;0;0;0;0;1;0;0;0;0;0;0;1
"150320 Igarapé-Açu";0;0;0;0;0;0;0;3;0;0;0;0;3
"150330 Igarapé-Miri";0;0;0;0;0;2;1;1;0;0;0;0;4
"150340 Inhangapi";0;0;0;0;0;0;0;0;1;0;0;0;1
"150345 Ipixuna do Pará";0;0;0;0;0;0;0;3;0;1;0;0;4
"150350 Irituia";0;0;0;0;0;0;0;1;0;0;0;0;1
"150360 Itaituba";0;0;0;0;0;4;3;4;1;1;0;0;13
"150370 Itupiranga";0;0;0;0;0;0;2;0;0;0;0;0;2
"150380 Jacundá";0;0;0;0;0;0;0;1;0;0;0;0;1
"150390 Juruti";0;0;0;0;0;1;1;1;0;0;0;0;3
"150400 Limoeiro do Ajuru";0;0;0;0;0;0;0;0;1;0;0;0;1
"150405 Mãe do Rio";0;0;0;0;1;1;1;0;0;0;0;0;3
"150410 Magalhães Barata";0;0;0;0;0;2;0;0;0;0;0;0;2
"150420 Marabá";1;2;0;0;2;42;69;39;36;10;1;0;202
"150430 Maracanã";0;0;0;0;0;1;2;1;0;0;0;0;4
"150440 Marapanim";0;0;0;0;0;0;2;0;0;1;0;0;3
"150442 Marituba";0;1;0;0;2;19;19;14;9;4;1;1;70
"150445 Medicilândia";0;0;0;0;0;0;0;0;0;1;0;0;1
"150450 Melgaço";0;0;0;0;0;1;1;0;0;0;0;0;2
"150470 Moju";0;0;0;0;0;3;5;4;2;0;1;0;15
"150480 Monte Alegre";0;0;0;0;0;1;2;0;1;1;0;0;5
"150495 Nova Esperança do Piriá";0;0;0;0;0;0;2;0;0;0;0;0;2
"150497 Nova Ipixuna";0;0;0;0;0;0;0;0;1;0;0;0;1
"150503 Novo Progresso";0;0;0;0;0;0;2;0;0;0;0;0;2
"150506 Novo Repartimento";0;0;0;0;0;0;1;1;0;0;0;0;2
"150510 Óbidos";0;0;0;0;0;2;1;0;0;0;0;0;3
"150530 Oriximiná";0;0;0;0;0;1;2;1;0;2;0;0;6
"150543 Ourilândia do Norte";0;0;0;0;0;0;2;0;1;0;0;0;3
"150548 Pacajá";0;1;0;0;0;0;0;2;0;0;0;0;3
"150550 Paragominas";0;0;0;0;0;6;15;12;5;1;0;0;39
"150553 Parauapebas";1;0;0;1;5;24;32;27;9;3;1;0;103
"150555 Pau D'Arco";0;0;0;0;1;0;0;0;0;0;0;0;1
"150570 Ponta de Pedras";1;0;0;0;0;0;1;0;0;0;0;0;2
"150590 Porto de Moz";0;0;0;0;0;0;1;0;0;0;0;0;1
"150610 Primavera";0;0;0;0;0;0;0;0;0;0;0;1;1
"150611 Quatipuru";0;0;0;0;0;1;0;0;0;0;0;0;1
"150613 Redenção";1;0;0;0;3;5;7;10;6;0;2;0;34
"150616 Rio Maria";0;0;0;0;0;0;0;1;0;0;0;0;1
"150618 Rondon do Pará";0;0;0;0;0;0;1;0;1;1;0;0;3
"150619 Rurópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"150620 Salinópolis";0;0;0;0;0;9;7;4;1;0;1;0;22
"150630 Salvaterra";0;0;0;0;0;2;0;1;0;0;0;0;3
"150635 Santa Bárbara do Pará";0;0;0;0;0;1;0;1;0;0;0;0;2
"150640 Santa Cruz do Arari";0;0;0;0;0;0;2;0;0;0;0;0;2
"150650 Santa Isabel do Pará";0;2;0;0;1;7;5;8;3;3;2;0;31
"150655 Santa Luzia do Pará";0;0;0;0;0;0;1;0;1;0;0;0;2
"150660 Santa Maria do Pará";0;0;0;0;0;0;0;1;0;0;0;0;1
"150670 Santana do Araguaia";0;0;0;0;0;1;2;2;1;0;0;0;6
"150680 Santarém";0;1;0;0;6;73;56;37;19;8;2;0;202
"150700 Santo Antônio do Tauá";0;0;0;0;0;2;0;0;0;2;0;0;4
"150710 São Caetano de Odivelas";0;0;0;0;0;0;0;2;0;0;0;0;2
"150720 São Domingos do Capim";0;0;0;0;0;0;0;0;0;1;0;0;1
"150730 São Félix do Xingu";0;0;0;0;0;0;0;1;1;1;0;0;3
"150740 São Francisco do Pará";0;1;0;0;0;0;2;0;0;0;0;0;3
"150745 São Geraldo do Araguaia";0;0;0;0;0;0;1;0;0;0;0;0;1
"150747 São João de Pirabas";0;0;0;0;0;2;2;0;0;0;0;0;4
"150760 São Miguel do Guamá";0;0;0;0;0;2;1;1;1;1;1;0;7
"150770 São Sebastião da Boa Vista";0;0;0;0;0;0;0;0;1;0;0;0;1
"150775 Sapucaia";0;0;0;0;0;0;0;0;0;1;0;0;1
"150780 Senador José Porfírio";0;0;0;0;0;0;1;0;0;0;0;0;1
"150790 Soure";0;0;0;0;0;3;2;3;0;0;0;0;8
"150795 Tailândia";0;0;0;0;0;3;10;8;5;1;0;0;27
"150796 Terra Alta";0;0;0;0;0;0;1;0;0;0;0;0;1
"150797 Terra Santa";0;0;0;0;0;0;1;0;0;1;0;0;2
"150800 Tomé-Açu";0;0;1;0;0;2;1;0;1;0;0;0;5
"150803 Tracuateua";0;0;0;0;0;0;0;1;1;0;0;0;2
"150805 Trairão";0;0;0;0;0;0;0;1;0;0;0;0;1
"150808 Tucumã";0;0;0;0;0;0;0;2;1;0;0;0;3
"150810 Tucuruí";1;0;0;0;0;15;19;8;7;4;0;0;54
"150815 Uruará";0;0;0;0;0;0;0;1;0;0;0;0;1
"150820 Vigia";0;0;0;0;0;1;4;5;2;2;0;0;14
"150830 Viseu";0;0;0;0;0;1;0;0;0;0;0;0;1
"150000 Município ignorado - PA";1;0;0;0;0;0;0;1;0;0;0;0;2
"Total";8;12;3;3;51;600;680;538;275;122;37;7;2336
