 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Pará
Período:2023
"Município (Res)";"Masculino";"Feminino";"Total"
"150010 Abaetetuba";10;5;15
"150020 Acará";1;2;3
"150030 Afuá";1;0;1
"150034 Água Azul do Norte";2;0;2
"150040 Alenquer";2;0;2
"150060 Altamira";51;26;77
"150070 Anajás";1;0;1
"150080 Ananindeua";120;61;181
"150085 Anapu";1;0;1
"150090 Augusto Corrêa";2;0;2
"150110 Bagre";1;0;1
"150120 Baião";3;1;4
"150130 Barcarena";18;12;30
"150140 Belém";491;213;704
"150145 Belterra";0;1;1
"150150 Benevides";9;4;13
"150170 Bragança";48;19;67
"150178 Breu Branco";2;0;2
"150180 Breves";10;8;18
"150190 Bujaru";2;1;3
"150200 Cachoeira do Arari";5;1;6
"150195 Cachoeira do Piriá";1;1;2
"150210 Cametá";3;6;9
"150215 Canaã dos Carajás";16;3;19
"150220 Capanema";33;13;46
"150230 Capitão Poço";2;0;2
"150240 Castanhal";88;39;127
"150260 Colares";0;1;1
"150275 Concórdia do Pará";1;1;2
"150276 Cumaru do Norte";1;0;1
"150277 Curionópolis";2;0;2
"150280 Curralinho";1;0;1
"150285 Curuá";1;0;1
"150290 Curuçá";5;3;8
"150293 Dom Eliseu";0;1;1
"150295 Eldorado dos Carajás";2;0;2
"150304 Floresta do Araguaia";1;0;1
"150307 Garrafão do Norte";2;0;2
"150309 Goianésia do Pará";4;1;5
"150310 Gurupá";1;0;1
"150320 Igarapé-Açu";0;3;3
"150330 Igarapé-Miri";3;1;4
"150340 Inhangapi";0;1;1
"150345 Ipixuna do Pará";4;0;4
"150350 Irituia";1;0;1
"150360 Itaituba";8;5;13
"150370 Itupiranga";2;0;2
"150380 Jacundá";0;1;1
"150390 Juruti";3;0;3
"150400 Limoeiro do Ajuru";0;1;1
"150405 Mãe do Rio";2;1;3
"150410 Magalhães Barata";2;0;2
"150420 Marabá";134;68;202
"150430 Maracanã";2;2;4
"150440 Marapanim";2;1;3
"150442 Marituba";48;22;70
"150445 Medicilândia";1;0;1
"150450 Melgaço";1;1;2
"150470 Moju";9;6;15
"150480 Monte Alegre";3;2;5
"150495 Nova Esperança do Piriá";2;0;2
"150497 Nova Ipixuna";0;1;1
"150503 Novo Progresso";2;0;2
"150506 Novo Repartimento";1;1;2
"150510 Óbidos";3;0;3
"150530 Oriximiná";6;0;6
"150543 Ourilândia do Norte";1;2;3
"150548 Pacajá";0;3;3
"150550 Paragominas";25;14;39
"150553 Parauapebas";64;39;103
"150555 Pau D'Arco";0;1;1
"150570 Ponta de Pedras";2;0;2
"150590 Porto de Moz";1;0;1
"150610 Primavera";0;1;1
"150611 Quatipuru";1;0;1
"150613 Redenção";23;11;34
"150616 Rio Maria";1;0;1
"150618 Rondon do Pará";0;3;3
"150619 Rurópolis";1;0;1
"150620 Salinópolis";16;6;22
"150630 Salvaterra";2;1;3
"150635 Santa Bárbara do Pará";1;1;2
"150640 Santa Cruz do Arari";1;1;2
"150650 Santa Isabel do Pará";21;10;31
"150655 Santa Luzia do Pará";2;0;2
"150660 Santa Maria do Pará";0;1;1
"150670 Santana do Araguaia";5;1;6
"150680 Santarém";153;49;202
"150700 Santo Antônio do Tauá";3;1;4
"150710 São Caetano de Odivelas";2;0;2
"150720 São Domingos do Capim";1;0;1
"150730 São Félix do Xingu";2;1;3
"150740 São Francisco do Pará";2;1;3
"150745 São Geraldo do Araguaia";0;1;1
"150747 São João de Pirabas";3;1;4
"150760 São Miguel do Guamá";4;3;7
"150770 São Sebastião da Boa Vista";0;1;1
"150775 Sapucaia";1;0;1
"150780 Senador José Porfírio";1;0;1
"150790 Soure";4;4;8
"150795 Tailândia";15;12;27
"150796 Terra Alta";1;0;1
"150797 Terra Santa";2;0;2
"150800 Tomé-Açu";2;3;5
"150803 Tracuateua";2;0;2
"150805 Trairão";1;0;1
"150808 Tucumã";2;1;3
"150810 Tucuruí";34;20;54
"150815 Uruará";0;1;1
"150820 Vigia";8;6;14
"150830 Viseu";1;0;1
"150000 Município ignorado - PA";2;0;2
"Total";1596;740;2336
