 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Rio de Janeiro
Período:2024
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"330010 Angra dos Reis";14;9;0;23
"330020 Araruama";13;8;0;21
"330022 Areal";1;1;0;2
"330023 Armação dos Búzios";12;1;0;13
"330025 Arraial do Cabo";2;5;0;7
"330030 Barra do Piraí";13;4;0;17
"330040 Barra Mansa";27;2;0;29
"330045 Belford Roxo";36;35;0;71
"330060 Bom Jesus do Itabapoana";4;3;0;7
"330070 Cabo Frio";44;14;0;58
"330080 Cachoeiras de Macacu";8;9;0;17
"330090 Cambuci";1;0;0;1
"330100 Campos dos Goytacazes";80;35;0;115
"330110 Cantagalo";2;0;0;2
"330093 Carapebus";1;1;0;2
"330115 Cardoso Moreira";0;1;0;1
"330130 Casimiro de Abreu";5;2;0;7
"330095 Comendador Levy Gasparian";1;0;0;1
"330150 Cordeiro";0;1;0;1
"330170 Duque de Caxias";139;88;0;227
"330185 Guapimirim";5;2;0;7
"330187 Iguaba Grande";3;1;0;4
"330190 Itaboraí";20;22;0;42
"330200 Itaguaí";19;4;0;23
"330210 Itaocara";1;0;0;1
"330220 Itaperuna";20;5;0;25
"330225 Itatiaia";2;0;0;2
"330227 Japeri";36;12;0;48
"330240 Macaé";42;30;0;72
"330250 Magé";55;31;0;86
"330260 Mangaratiba";7;5;0;12
"330270 Maricá";15;5;0;20
"330285 Mesquita";31;11;0;42
"330290 Miguel Pereira";1;1;0;2
"330300 Miracema";1;1;0;2
"330310 Natividade";0;1;0;1
"330320 Nilópolis";15;3;0;18
"330330 Niterói";58;43;0;101
"330340 Nova Friburgo";17;7;0;24
"330350 Nova Iguaçu";207;115;0;322
"330360 Paracambi";3;2;0;5
"330370 Paraíba do Sul";10;4;0;14
"330380 Parati";2;1;0;3
"330385 Paty do Alferes";1;0;0;1
"330390 Petrópolis";44;11;0;55
"330395 Pinheiral";1;1;0;2
"330400 Piraí";5;4;0;9
"330410 Porciúncula";1;0;0;1
"330411 Porto Real";5;0;0;5
"330412 Quatis";2;0;0;2
"330414 Queimados";28;15;0;43
"330415 Quissamã";2;1;0;3
"330420 Resende";9;6;0;15
"330430 Rio Bonito";6;3;0;9
"330440 Rio Claro";1;0;0;1
"330452 Rio das Ostras";28;12;0;40
"330455 Rio de Janeiro";1131;477;3;1611
"330470 Santo Antônio de Pádua";2;3;0;5
"330475 São Francisco de Itabapoana";1;1;0;2
"330490 São Gonçalo";143;76;0;219
"330500 São João da Barra";4;1;0;5
"330510 São João de Meriti";75;38;0;113
"330520 São Pedro da Aldeia";17;3;0;20
"330540 Sapucaia";0;1;0;1
"330550 Saquarema";12;3;0;15
"330555 Seropédica";11;6;0;17
"330575 Tanguá";0;1;0;1
"330580 Teresópolis";14;6;0;20
"330600 Três Rios";11;9;0;20
"330610 Valença";4;2;0;6
"330620 Vassouras";9;3;0;12
"330630 Volta Redonda";40;25;0;65
"330000 Município ignorado - RJ";5;1;0;6
"Total";2585;1234;3;3822
