 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Rio de Janeiro
Período:2024
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"330010 Angra dos Reis";0;0;0;0;0;2;7;8;5;1;0;0;23
"330020 Araruama";0;0;0;0;0;5;3;8;3;1;0;1;21
"330022 Areal";0;0;0;0;0;2;0;0;0;0;0;0;2
"330023 Armação dos Búzios";0;0;0;0;1;2;7;2;0;1;0;0;13
"330025 Arraial do Cabo";0;0;0;0;0;2;2;2;0;1;0;0;7
"330030 Barra do Piraí";0;0;0;0;0;5;4;2;2;4;0;0;17
"330040 Barra Mansa";0;0;0;0;1;4;5;7;7;5;0;0;29
"330045 Belford Roxo";1;0;0;0;0;17;18;17;7;9;2;0;71
"330060 Bom Jesus do Itabapoana";0;0;0;0;0;4;2;0;1;0;0;0;7
"330070 Cabo Frio";0;0;0;0;0;10;18;17;6;6;1;0;58
"330080 Cachoeiras de Macacu";0;0;0;0;0;2;5;8;2;0;0;0;17
"330090 Cambuci";0;0;0;0;0;0;0;1;0;0;0;0;1
"330100 Campos dos Goytacazes";1;1;0;0;0;27;33;34;15;4;0;0;115
"330110 Cantagalo";0;0;0;0;0;0;1;0;0;1;0;0;2
"330093 Carapebus";0;0;0;0;1;0;0;0;1;0;0;0;2
"330115 Cardoso Moreira";0;0;0;0;0;0;0;0;1;0;0;0;1
"330130 Casimiro de Abreu";0;0;0;0;0;3;2;1;0;1;0;0;7
"330095 Comendador Levy Gasparian";0;0;0;0;0;0;0;0;0;1;0;0;1
"330150 Cordeiro";0;0;0;0;0;1;0;0;0;0;0;0;1
"330170 Duque de Caxias";1;0;0;0;8;62;69;42;32;12;1;0;227
"330185 Guapimirim";0;0;1;0;0;1;1;3;0;1;0;0;7
"330187 Iguaba Grande";0;0;0;0;0;0;2;0;1;1;0;0;4
"330190 Itaboraí";0;0;0;0;0;10;15;12;5;0;0;0;42
"330200 Itaguaí";0;0;0;0;0;9;6;6;2;0;0;0;23
"330210 Itaocara";0;0;0;0;0;0;1;0;0;0;0;0;1
"330220 Itaperuna";0;0;0;0;0;6;5;6;7;1;0;0;25
"330225 Itatiaia";0;0;0;0;0;0;1;0;1;0;0;0;2
"330227 Japeri";0;0;0;0;1;21;13;9;2;2;0;0;48
"330240 Macaé";1;0;0;0;3;20;19;13;12;3;1;0;72
"330250 Magé";0;0;1;0;7;36;12;19;8;3;0;0;86
"330260 Mangaratiba";0;0;0;0;0;6;3;2;1;0;0;0;12
"330270 Maricá";0;1;0;0;1;4;2;7;2;2;1;0;20
"330285 Mesquita";0;0;0;0;0;15;11;9;5;0;2;0;42
"330290 Miguel Pereira";0;0;0;0;0;0;0;1;1;0;0;0;2
"330300 Miracema";0;0;0;0;0;1;1;0;0;0;0;0;2
"330310 Natividade";0;0;0;0;0;0;0;1;0;0;0;0;1
"330320 Nilópolis";0;0;0;0;1;5;6;3;1;2;0;0;18
"330330 Niterói";1;0;0;0;0;23;28;26;16;4;2;1;101
"330340 Nova Friburgo";0;0;0;0;0;0;8;9;5;2;0;0;24
"330350 Nova Iguaçu";1;3;2;2;4;84;102;64;37;19;3;1;322
"330360 Paracambi";0;0;0;0;0;0;1;1;1;2;0;0;5
"330370 Paraíba do Sul";0;0;0;0;0;2;11;1;0;0;0;0;14
"330380 Parati";0;0;0;0;0;0;1;0;2;0;0;0;3
"330385 Paty do Alferes";0;0;0;0;0;0;0;1;0;0;0;0;1
"330390 Petrópolis";0;0;1;0;1;10;14;11;10;6;2;0;55
"330395 Pinheiral";0;0;0;0;0;0;0;2;0;0;0;0;2
"330400 Piraí";0;0;0;0;0;2;1;4;0;2;0;0;9
"330410 Porciúncula";0;0;0;0;0;0;1;0;0;0;0;0;1
"330411 Porto Real";0;0;0;0;0;2;1;2;0;0;0;0;5
"330412 Quatis";0;0;0;0;0;1;0;1;0;0;0;0;2
"330414 Queimados";0;0;0;0;3;14;9;6;8;3;0;0;43
"330415 Quissamã";0;0;0;0;0;2;1;0;0;0;0;0;3
"330420 Resende";0;0;0;0;0;2;6;5;0;2;0;0;15
"330430 Rio Bonito";0;0;0;0;1;2;2;2;1;1;0;0;9
"330440 Rio Claro";0;0;0;0;0;0;1;0;0;0;0;0;1
"330452 Rio das Ostras";0;0;0;0;0;8;8;15;8;1;0;0;40
"330455 Rio de Janeiro";3;4;2;7;31;410;467;346;224;93;20;4;1611
"330470 Santo Antônio de Pádua";0;0;0;0;0;1;2;2;0;0;0;0;5
"330475 São Francisco de Itabapoana";0;0;0;0;0;1;0;1;0;0;0;0;2
"330490 São Gonçalo";0;2;0;0;4;51;73;45;23;17;4;0;219
"330500 São João da Barra";0;0;0;0;0;2;1;0;1;1;0;0;5
"330510 São João de Meriti";4;0;0;0;4;31;25;31;13;2;3;0;113
"330520 São Pedro da Aldeia";0;0;0;0;0;8;6;3;2;1;0;0;20
"330540 Sapucaia";0;0;0;0;0;0;0;0;0;1;0;0;1
"330550 Saquarema";0;0;0;0;0;5;3;3;3;0;1;0;15
"330555 Seropédica";0;0;0;0;1;7;3;2;1;3;0;0;17
"330575 Tanguá";0;0;0;0;1;0;0;0;0;0;0;0;1
"330580 Teresópolis";0;0;0;0;0;3;6;6;4;1;0;0;20
"330600 Três Rios";0;1;0;0;0;0;5;8;4;2;0;0;20
"330610 Valença";0;0;0;0;0;1;2;0;3;0;0;0;6
"330620 Vassouras";0;0;0;0;0;4;3;2;3;0;0;0;12
"330630 Volta Redonda";0;0;1;1;3;17;13;18;7;4;1;0;65
"330000 Município ignorado - RJ";3;0;0;0;0;1;0;2;0;0;0;0;6
"Total";16;12;8;10;77;976;1078;859;506;229;44;7;3822
