 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2024
Ano Notificação: 2024
UF Residência: Pernambuco
Região Res.: Região Nordeste
UF Notificação: Pernambuco
Região Not.: Região Nordeste
Período:2024
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"260005 Abreu e Lima";0;0;0;0;0;7;8;6;3;2;1;0;27
"260010 Afogados da Ingazeira";0;0;1;0;0;4;4;0;3;0;1;0;13
"260030 Agrestina";0;0;0;0;0;0;0;0;0;0;1;0;1
"260040 Água Preta";0;0;0;0;0;1;0;0;0;0;0;0;1
"260050 Águas Belas";0;0;0;0;0;0;0;0;2;0;0;0;2
"260060 Alagoinha";0;0;0;0;0;1;0;0;0;0;0;0;1
"260070 Aliança";1;1;0;0;0;0;0;0;0;1;0;0;3
"260080 Altinho";0;0;0;0;0;0;0;0;0;0;1;0;1
"260090 Amaraji";0;0;0;0;0;0;2;1;0;0;1;0;4
"260100 Angelim";0;0;0;0;1;1;0;0;0;0;0;0;2
"260105 Araçoiaba";0;0;0;0;0;1;0;1;0;0;0;0;2
"260110 Araripina";0;0;0;0;0;2;6;2;3;2;2;0;17
"260120 Arcoverde";0;0;0;0;0;3;2;4;0;0;0;0;9
"260140 Barreiros";1;0;0;0;0;0;1;2;0;0;0;0;4
"260170 Belo Jardim";0;0;0;0;0;3;5;1;1;0;0;0;10
"260190 Bezerros";0;0;0;0;0;0;1;0;0;0;0;0;1
"260210 Bom Conselho";0;0;0;0;0;0;2;1;0;0;0;0;3
"260220 Bom Jardim";0;0;0;0;0;0;1;1;0;0;0;0;2
"260230 Bonito";0;0;0;0;0;1;0;0;0;0;0;0;1
"260240 Brejão";0;0;0;0;0;0;1;0;0;0;0;0;1
"260260 Brejo da Madre de Deus";0;0;0;0;0;1;0;0;1;0;0;0;2
"260290 Cabo de Santo Agostinho";0;0;0;0;0;5;14;16;5;1;0;0;41
"260300 Cabrobó";1;0;0;0;0;0;1;0;0;0;0;0;2
"260310 Cachoeirinha";0;0;0;0;0;0;0;1;0;0;0;0;1
"260345 Camaragibe";0;0;0;0;1;3;12;6;6;3;1;0;32
"260370 Canhotinho";0;0;0;0;0;0;2;0;0;0;0;0;2
"260380 Capoeiras";0;0;0;0;0;0;0;2;0;0;0;0;2
"260400 Carpina";0;0;0;0;0;0;1;4;1;0;0;0;6
"260410 Caruaru";2;0;0;1;0;28;50;39;20;6;1;1;148
"260420 Catende";0;0;0;0;0;0;2;0;0;1;0;0;3
"260440 Chã de Alegria";0;0;0;0;0;0;0;1;0;0;1;0;2
"260450 Chã Grande";0;0;0;0;0;0;1;0;0;0;0;0;1
"260460 Condado";0;0;0;0;0;0;0;1;0;0;0;0;1
"260490 Cumaru";0;0;0;0;0;0;0;1;0;0;0;0;1
"260520 Escada";0;0;0;0;0;3;4;4;3;0;0;0;14
"260540 Feira Nova";0;0;0;0;0;0;0;1;0;1;0;0;2
"260570 Floresta";0;0;0;0;0;1;0;1;0;0;0;0;2
"260590 Gameleira";0;0;0;0;0;1;1;1;0;1;0;0;4
"260600 Garanhuns";0;0;0;0;0;7;6;7;5;1;0;0;26
"260620 Goiana";0;0;0;0;0;1;7;5;3;1;0;0;17
"260640 Gravatá";0;0;0;0;0;1;4;1;0;0;0;0;6
"260680 Igarassu";0;0;0;0;0;9;5;12;2;1;0;0;29
