 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2022
UF Residência: Ceará
Região Res.: Região Nordeste
UF Notificação: Ceará
Região Not.: Região Nordeste
Período:2022
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"230020 Acaraú";1;1;0;0;0;0;2;0;0;4
"230030 Acopiara";1;1;0;0;1;0;0;0;0;3
"230075 Amontada";0;0;0;1;0;0;0;0;0;1
"230100 Aquiraz";0;3;0;2;1;0;0;0;3;9
"230110 Aracati";0;1;0;2;0;4;7;0;0;14
"230120 Aracoiaba";0;0;0;0;0;0;1;0;0;1
"230130 Araripe";0;0;0;1;1;0;0;0;0;2
"230150 Arneiroz";0;0;1;0;0;0;0;0;0;1
"230170 Aurora";0;0;0;1;0;0;0;0;0;1
"230190 Barbalha";0;1;0;0;0;1;0;0;0;2
"230195 Barreira";0;0;0;1;0;0;0;0;1;2
"230220 Beberibe";0;0;0;1;0;2;1;0;1;5
"230230 Bela Cruz";0;0;0;0;1;0;1;0;0;2
"230240 Boa Viagem";0;1;0;1;0;0;0;0;1;3
"230250 Brejo Santo";2;1;0;2;0;1;1;1;2;10
"230260 Camocim";1;0;0;1;1;0;0;0;0;3
"230280 Canindé";1;0;0;2;0;2;0;0;1;6
"230300 Caridade";0;1;0;0;0;0;0;0;0;1
"230330 Cariús";1;0;0;0;0;0;0;0;0;1
"230350 Cascavel";0;2;1;3;1;1;5;0;3;16
"230370 Caucaia";1;1;0;10;4;13;13;0;1;43
"230380 Cedro";0;1;0;1;0;0;0;0;0;2
"230410 Crateús";0;0;0;1;0;2;1;0;0;4
"230420 Crato";0;3;0;5;0;3;6;0;6;23
"230427 Ererê";0;0;0;0;0;0;1;0;0;1
"230428 Eusébio";0;0;0;0;2;1;1;0;0;4
"230440 Fortaleza";16;38;21;81;34;67;121;23;63;464
"230450 Frecheirinha";0;0;0;1;0;0;1;0;0;2
"230465 Graça";1;0;0;0;0;0;0;0;0;1
"230470 Granja";0;2;0;0;0;1;3;1;0;7
"230500 Guaraciaba do Norte";0;0;0;0;0;1;1;0;0;2
"230510 Guaramiranga";0;0;0;0;0;0;0;0;1;1
"230523 Horizonte";1;1;0;3;0;0;0;0;0;5
"230530 Ibiapina";0;0;0;0;0;0;1;0;0;1
"230535 Icapuí";0;0;0;1;0;0;0;0;0;1
"230550 Iguatu";1;2;0;4;2;1;3;1;1;15
"230560 Independência";0;0;0;0;0;0;1;0;0;1
"230570 Ipaumirim";0;0;0;1;0;0;0;0;0;1
"230580 Ipu";0;0;0;0;0;0;2;0;0;2
"230590 Ipueiras";0;1;0;0;0;0;1;0;0;2
"230620 Itaiçaba";1;0;1;0;0;0;0;0;0;2
"230625 Itaitinga";1;1;0;1;0;1;1;0;0;5
"230640 Itapipoca";0;3;1;7;3;5;5;0;4;28
"230650 Itapiúna";0;0;0;0;0;0;1;0;0;1
"230655 Itarema";0;0;0;0;0;0;2;0;0;2
"230690 Jaguaribe";0;0;0;0;0;0;1;0;0;1
"230730 Juazeiro do Norte";0;4;5;3;1;6;6;1;4;30
"230740 Jucás";0;0;0;0;0;0;1;0;0;1
"230760 Limoeiro do Norte";0;1;0;0;0;2;1;0;0;4
"230763 Madalena";0;0;0;0;1;0;0;0;0;1
"230765 Maracanaú";4;1;2;11;5;10;18;0;3;54
"230770 Maranguape";1;0;0;2;0;3;2;0;1;9
"230780 Marco";0;0;1;0;0;0;1;0;0;2
"230810 Mauriti";0;0;0;0;1;0;1;0;0;2
"230840 Missão Velha";0;0;0;0;0;1;1;0;0;2
"230850 Mombaça";0;0;0;0;0;1;0;0;0;1
"230860 Monsenhor Tabosa";0;1;0;0;0;0;0;0;0;1
"230870 Morada Nova";0;0;0;0;0;1;0;0;0;1
"230890 Morrinhos";0;0;0;0;0;0;1;0;0;1
"230910 Mulungu";0;0;0;0;0;1;0;0;0;1
"230930 Nova Russas";0;0;0;1;0;0;0;0;1;2
"230940 Novo Oriente";0;0;0;1;0;0;0;0;0;1
"230950 Orós";0;1;0;0;0;0;0;0;0;1
"230960 Pacajus";0;1;1;3;0;1;1;0;1;8
"230970 Pacatuba";0;1;2;0;2;2;0;0;0;7
"230980 Pacoti";0;0;1;0;0;0;0;0;0;1
"231000 Palhano";0;0;0;0;0;0;1;0;0;1
"231020 Paracuru";0;1;0;1;0;0;0;0;2;4
"231050 Pedra Branca";0;0;0;0;0;0;1;0;0;1
"231060 Penaforte";0;0;0;1;0;0;0;0;0;1
"231070 Pentecoste";0;1;0;1;0;0;0;0;0;2
"231080 Pereiro";0;0;0;1;0;1;0;0;0;2
"231085 Pindoretama";0;1;0;0;0;0;0;0;0;1
"231130 Quixadá";0;1;0;0;0;0;1;0;2;4
"231160 Redenção";0;0;0;1;0;1;0;0;0;2
"231170 Reriutaba";0;0;0;0;1;0;0;0;0;1
"231180 Russas";0;0;0;1;1;0;1;0;0;3
"231190 Saboeiro";0;1;0;1;0;0;0;0;0;2
"231220 Santa Quitéria";0;1;0;1;0;0;0;0;0;2
"231200 Santana do Acaraú";0;1;0;0;0;0;0;0;0;1
"231240 São Gonçalo do Amarante";0;1;0;2;0;2;2;0;1;8
"231260 São Luís do Curu";0;0;0;1;0;0;0;0;0;1
"231280 Senador Sá";0;1;0;0;0;0;0;0;0;1
"231290 Sobral";1;5;4;8;7;6;17;5;5;58
"231310 Tabuleiro do Norte";0;0;0;1;0;0;0;0;0;1
"231320 Tamboril";0;0;0;1;0;0;0;0;0;1
"231325 Tarrafas";0;1;0;0;0;0;0;0;0;1
"231330 Tauá";0;0;1;1;0;0;0;0;0;2
"231340 Tianguá";0;1;0;0;0;1;0;0;1;3
"231350 Trairi";0;0;1;1;0;0;0;0;0;2
"231360 Ubajara";0;0;0;0;0;0;0;1;0;1
"231375 Umirim";0;0;0;0;0;0;1;0;0;1
"231380 Uruburetama";0;0;0;1;0;0;0;0;0;1
"231400 Várzea Alegre";0;0;0;0;1;0;0;0;0;1
"231410 Viçosa do Ceará";0;0;0;0;0;0;1;0;0;1
"Total";35;91;43;179;71;145;242;33;109;948
