 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
Ano Diagnóstico: 2022
UF Residência: Ceará
Região Res.: Região Nordeste
UF Notificação: Ceará
Região Not.: Região Nordeste
Período:2022
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"230015 Acarape";0;0;0;1;0;0;1
"230020 Acaraú";1;0;0;3;0;0;4
"230030 Acopiara";0;0;0;4;0;0;4
"230075 Amontada";0;0;0;1;0;0;1
"230090 Apuiarés";0;0;0;1;0;0;1
"230100 Aquiraz";2;0;0;10;0;0;12
"230110 Aracati";4;1;0;11;0;0;16
"230120 Aracoiaba";0;0;0;1;0;0;1
"230130 Araripe";0;0;0;4;0;0;4
"230150 Arneiroz";1;0;0;0;0;0;1
"230170 Aurora";0;0;0;1;0;0;1
"230190 Barbalha";0;0;0;3;0;0;3
"230195 Barreira";1;0;0;2;0;0;3
"230205 Barroquinha";0;0;0;1;0;0;1
"230220 Beberibe";0;0;0;9;0;0;9
"230230 Bela Cruz";1;0;0;1;0;0;2
"230240 Boa Viagem";1;0;0;2;0;0;3
"230250 Brejo Santo";4;1;0;9;0;0;14
"230260 Camocim";1;0;0;3;0;0;4
"230280 Canindé";0;0;0;11;0;0;11
"230300 Caridade";0;0;0;1;0;0;1
"230330 Cariús";0;0;0;1;0;0;1
"230350 Cascavel";3;0;0;15;0;0;18
"230360 Catarina";0;0;0;1;0;0;1
"230370 Caucaia";6;1;0;49;0;0;56
"230380 Cedro";0;0;0;2;0;0;2
"230400 Coreaú";0;0;0;1;0;0;1
"230410 Crateús";1;0;0;4;0;0;5
"230420 Crato";6;1;1;18;0;0;26
"230427 Ererê";0;0;0;1;0;0;1
"230428 Eusébio";2;0;0;8;0;0;10
"230440 Fortaleza";69;13;3;565;1;5;656
"230450 Frecheirinha";0;0;0;2;0;0;2
"230465 Graça";0;0;0;1;0;0;1
"230470 Granja";1;0;0;6;0;0;7
"230495 Guaiúba";0;0;0;1;0;0;1
"230500 Guaraciaba do Norte";0;0;0;2;0;0;2
"230510 Guaramiranga";0;0;0;1;0;0;1
"230523 Horizonte";0;0;0;5;0;0;5
"230526 Ibaretama";0;0;0;1;0;0;1
"230530 Ibiapina";1;0;0;0;0;0;1
"230533 Ibicuitinga";1;0;0;0;0;0;1
"230535 Icapuí";0;0;0;1;0;0;1
"230550 Iguatu";5;1;0;13;0;0;19
"230560 Independência";0;0;0;0;0;1;1
"230570 Ipaumirim";0;0;0;1;0;0;1
"230580 Ipu";0;0;0;2;0;0;2
"230590 Ipueiras";0;0;0;2;0;0;2
"230620 Itaiçaba";0;0;0;2;0;0;2
"230625 Itaitinga";0;0;0;8;0;0;8
"230640 Itapipoca";5;1;1;23;0;0;30
"230650 Itapiúna";0;0;0;2;0;0;2
"230655 Itarema";0;0;0;2;0;0;2
"230660 Itatira";0;0;0;1;0;0;1
"230690 Jaguaribe";0;0;0;3;0;0;3
"230730 Juazeiro do Norte";9;2;1;41;0;0;53
"230740 Jucás";0;0;0;1;0;0;1
"230760 Limoeiro do Norte";2;0;0;5;0;0;7
"230763 Madalena";0;0;0;2;0;0;2
"230765 Maracanaú";4;0;0;71;0;0;75
"230770 Maranguape";1;0;1;9;0;0;11
"230780 Marco";0;0;0;2;0;0;2
"230810 Mauriti";0;1;0;2;0;0;3
"230840 Missão Velha";0;0;0;2;0;0;2
"230850 Mombaça";0;0;0;2;0;0;2
"230860 Monsenhor Tabosa";0;0;0;1;0;0;1
"230870 Morada Nova";0;0;0;2;0;0;2
"230890 Morrinhos";0;0;0;1;0;0;1
"230910 Mulungu";1;0;0;0;0;0;1
"230930 Nova Russas";2;0;0;1;0;0;3
"230940 Novo Oriente";1;0;0;0;0;0;1
"230950 Orós";0;0;0;3;0;0;3
"230960 Pacajus";0;0;0;9;0;0;9
"230970 Pacatuba";1;0;0;7;0;0;8
"230980 Pacoti";0;0;0;1;0;0;1
"231000 Palhano";0;0;0;1;0;0;1
"231020 Paracuru";0;0;0;5;0;0;5
"231025 Paraipaba";0;0;0;1;0;0;1
"231050 Pedra Branca";0;0;0;1;0;0;1
"231060 Penaforte";0;0;0;2;0;0;2
"231070 Pentecoste";0;0;0;4;0;0;4
"231080 Pereiro";0;0;0;3;0;0;3
"231085 Pindoretama";0;0;0;1;0;0;1
"231130 Quixadá";1;1;0;3;0;0;5
"231140 Quixeramobim";0;0;0;1;0;0;1
"231160 Redenção";0;0;0;3;0;0;3
"231170 Reriutaba";0;0;0;1;0;0;1
"231180 Russas";0;0;0;4;0;0;4
"231190 Saboeiro";0;0;0;3;0;0;3
"231220 Santa Quitéria";0;0;0;2;0;0;2
"231200 Santana do Acaraú";1;0;0;0;0;0;1
"231240 São Gonçalo do Amarante";0;0;0;10;0;0;10
"231260 São Luís do Curu";0;0;0;1;0;0;1
"231280 Senador Sá";0;0;0;1;0;0;1
"231290 Sobral";7;3;0;51;1;0;62
"231310 Tabuleiro do Norte";0;0;0;1;0;0;1
"231320 Tamboril";0;0;0;1;0;0;1
"231325 Tarrafas";0;0;0;1;0;0;1
"231330 Tauá";1;0;0;3;0;0;4
"231335 Tejuçuoca";0;0;0;1;0;0;1
"231340 Tianguá";0;0;0;4;0;0;4
"231350 Trairi";1;0;0;3;0;0;4
"231355 Tururu";0;0;0;1;0;0;1
"231360 Ubajara";0;0;0;3;0;0;3
"231375 Umirim";0;0;0;2;0;0;2
"231380 Uruburetama";0;0;0;2;0;0;2
"231395 Varjota";0;0;0;1;0;0;1
"231400 Várzea Alegre";0;0;0;1;0;0;1
"231410 Viçosa do Ceará";0;0;0;1;0;0;1
"Total";148;26;7;1108;2;6;1297
