 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Rio de Janeiro
Período:2020
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"330010 Angra dos Reis";19;8;0;27
"330020 Araruama";6;5;0;11
"330022 Areal";1;1;0;2
"330023 Armação dos Búzios";2;1;0;3
"330025 Arraial do Cabo";0;3;0;3
"330030 Barra do Piraí";6;3;0;9
"330040 Barra Mansa";7;1;0;8
"330045 Belford Roxo";47;19;0;66
"330060 Bom Jesus do Itabapoana";2;2;0;4
"330070 Cabo Frio";38;14;0;52
"330080 Cachoeiras de Macacu";3;1;0;4
"330100 Campos dos Goytacazes";53;28;0;81
"330093 Carapebus";0;1;0;1
"330120 Carmo";0;2;0;2
"330130 Casimiro de Abreu";1;2;0;3
"330095 Comendador Levy Gasparian";1;1;0;2
"330140 Conceição de Macabu";0;2;0;2
"330150 Cordeiro";2;0;0;2
"330170 Duque de Caxias";105;61;0;166
"330185 Guapimirim";6;6;0;12
"330187 Iguaba Grande";1;0;0;1
"330190 Itaboraí";21;20;0;41
"330200 Itaguaí";14;7;0;21
"330220 Itaperuna";6;1;0;7
"330225 Itatiaia";1;1;0;2
"330227 Japeri";13;6;0;19
"330240 Macaé";39;12;0;51
"330250 Magé";45;22;0;67
"330260 Mangaratiba";5;4;0;9
"330270 Maricá";23;9;0;32
"330280 Mendes";1;1;0;2
"330285 Mesquita";20;10;0;30
"330290 Miguel Pereira";4;0;0;4
"330300 Miracema";3;1;0;4
"330310 Natividade";2;1;0;3
"330320 Nilópolis";20;8;0;28
"330330 Niterói";71;30;0;101
"330340 Nova Friburgo";16;10;0;26
"330350 Nova Iguaçu";129;94;0;223
"330360 Paracambi";5;1;0;6
"330370 Paraíba do Sul";1;1;0;2
"330380 Parati";2;3;0;5
"330390 Petrópolis";27;11;0;38
"330395 Pinheiral";3;1;0;4
"330400 Piraí";3;0;0;3
"330410 Porciúncula";2;0;0;2
"330411 Porto Real";2;0;0;2
"330412 Quatis";1;0;0;1
"330414 Queimados";14;9;0;23
"330415 Quissamã";2;1;0;3
"330420 Resende";13;8;0;21
"330430 Rio Bonito";0;4;0;4
"330450 Rio das Flores";1;0;0;1
"330452 Rio das Ostras";15;9;0;24
"330455 Rio de Janeiro";1023;434;1;1458
"330470 Santo Antônio de Pádua";1;0;0;1
"330475 São Francisco de Itabapoana";2;1;0;3
"330490 São Gonçalo";128;54;0;182
"330500 São João da Barra";3;2;0;5
"330510 São João de Meriti";61;26;0;87
"330520 São Pedro da Aldeia";5;1;0;6
"330540 Sapucaia";4;2;0;6
"330550 Saquarema";10;5;0;15
"330555 Seropédica";10;5;0;15
"330575 Tanguá";1;2;0;3
"330580 Teresópolis";24;8;0;32
"330590 Trajano de Morais";2;0;0;2
"330600 Três Rios";12;4;0;16
"330610 Valença";6;1;0;7
"330620 Vassouras";9;2;0;11
"330630 Volta Redonda";44;26;0;70
"330000 Município ignorado - RJ";3;2;0;5
"Total";2172;1021;1;3194
