 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Amazonas
Período:2017
"Município (Res)";"< 1 ano";"1-4";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"130006 Amaturá";0;0;0;0;0;1;0;0;0;0;0;1
"130010 Anori";0;0;0;1;0;1;0;0;0;0;0;2
"130014 Apuí";0;0;0;0;1;0;0;1;0;0;0;2
"130030 Autazes";0;0;0;0;0;1;0;0;0;0;0;1
"130050 Barreirinha";0;0;0;0;2;0;0;0;0;0;0;2
"130060 Benjamin Constant";0;0;0;0;0;3;1;1;0;0;0;5
"130068 Boa Vista do Ramos";0;0;0;0;1;0;0;0;0;0;0;1
"130080 Borba";0;0;0;0;1;0;0;1;0;0;0;2
"130083 Caapiranga";0;0;0;0;0;0;1;0;0;0;0;1
"130100 Carauari";0;0;0;0;1;0;1;0;0;0;0;2
"130110 Careiro";0;0;0;0;0;1;1;0;0;0;0;2
"130120 Coari";0;0;0;1;4;3;1;0;0;0;0;9
"130130 Codajás";0;0;0;0;0;0;0;1;0;0;0;1
"130160 Fonte Boa";1;0;0;0;0;0;0;0;0;0;0;1
"130170 Humaitá";0;0;0;1;4;1;2;0;0;0;0;8
"130185 Iranduba";0;0;1;0;1;0;0;0;0;0;0;2
"130190 Itacoatiara";0;0;0;0;5;1;3;2;1;1;0;13
"130210 Japurá";0;0;0;0;0;1;0;0;0;0;0;1
"130250 Manacapuru";0;0;0;0;2;2;1;0;0;0;0;5
"130255 Manaquiri";0;0;0;0;1;0;0;0;0;0;0;1
"130260 Manaus";9;7;2;55;352;328;169;92;31;4;7;1056
"130290 Maués";0;0;0;0;1;0;0;0;0;0;0;1
"130310 Nova Olinda do Norte";0;0;0;1;1;0;0;0;0;0;0;2
"130320 Novo Airão";0;0;0;1;0;0;0;0;0;0;0;1
"130340 Parintins";0;0;0;0;2;3;2;0;1;0;0;8
"130356 Rio Preto da Eva";0;0;0;0;0;2;0;0;0;0;0;2
"130380 São Gabriel da Cachoeira";0;0;0;0;1;0;0;0;0;0;0;1
"130406 Tabatinga";1;0;0;0;1;2;0;0;2;0;0;6
"130410 Tapauá";0;0;0;0;0;0;0;1;0;0;0;1
"130420 Tefé";0;0;0;0;1;0;1;2;0;0;0;4
"130430 Urucará";0;0;0;0;0;0;1;0;0;0;0;1
"130440 Urucurituba";0;0;0;0;1;0;0;0;0;0;0;1
"Total";11;7;3;60;383;350;184;101;35;5;7;1146
