regiao,uf,cod_ibge,municipio,ano_diagnostico,Branca,Preta,Amarela,Parda,Indígena,Ignorado,2023,analfabeto,1ª a 4ª série incompleta,4ª série completa,5ª a 8ª série incompleta,fundamental completo,médio incompleto,médio completo,superior incompleto,superior completo,nao_informado
NORTE,AC,120001.0,Acrelândia,2015,1.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120017.0,Capixaba,2015,0.0,0.0,,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2015,0.0,0.0,,2.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2015,13.0,2.0,,45.0,0.0,2.0,,,,,,,,,,,0.0
NORTE,AC,120043.0,Santa Rosa do Purus,2015,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2015,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120070.0,Xapuri,2015,0.0,0.0,,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120013.0,Bujari,2016,0.0,0.0,,1.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2016,0.0,0.0,,1.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120038.0,Plácido de Castro,2016,0.0,1.0,,0.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2016,10.0,4.0,,38.0,1.0,,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2016,0.0,0.0,,2.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2016,1.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120001.0,Acrelândia,2017,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120010.0,Brasiléia,2017,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120017.0,Capixaba,2017,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120034.0,Manoel Urbano,2017,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,0.0
NORTE,AC,120080.0,Porto Acre,2017,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2017,6.0,,1.0,43.0,1.0,2.0,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2017,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120001.0,Acrelândia,2018,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120013.0,Bujari,2018,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2018,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120033.0,Mâncio Lima,2018,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120034.0,Manoel Urbano,2018,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120038.0,Plácido de Castro,2018,1.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2018,11.0,1.0,1.0,75.0,,3.0,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2018,1.0,0.0,0.0,4.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2018,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120070.0,Xapuri,2018,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120001.0,Acrelândia,2019,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120005.0,Assis Brasil,2019,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2019,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120034.0,Manoel Urbano,2019,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120080.0,Porto Acre,2019,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2019,10.0,1.0,2.0,52.0,1.0,2.0,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2019,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2019,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120033.0,Mâncio Lima,2020,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2020,10.0,1.0,1.0,34.0,,,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2020,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0
NORTE,AC,120010.0,Brasiléia,2021,0.0,,,2.0,1.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2021,1.0,,,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120038.0,Plácido de Castro,2021,0.0,,,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2021,17.0,,,82.0,0.0,1.0,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2021,1.0,,,0.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120045.0,Senador Guiomard,2021,0.0,,,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2021,0.0,,,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120005.0,Assis Brasil,2022,0.0,0.0,,0.0,1.0,,,,,,,,,,,,0.0
NORTE,AC,120010.0,Brasiléia,2022,0.0,0.0,,5.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2022,1.0,1.0,,6.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120025.0,Epitaciolândia,2022,0.0,0.0,,1.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120080.0,Porto Acre,2022,0.0,0.0,,1.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2022,11.0,1.0,,92.0,2.0,,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2022,0.0,0.0,,2.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2022,0.0,0.0,,1.0,0.0,,,,,,,,,,,,0.0
NORTE,AC,120005.0,Assis Brasil,2023,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120010.0,Brasiléia,2023,1.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120013.0,Bujari,2023,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2023,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120025.0,Epitaciolândia,2023,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120038.0,Plácido de Castro,2023,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2023,10.0,3.0,2.0,97.0,0.0,1.0,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2023,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2023,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120010.0,Brasiléia,2024,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2024,1.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120025.0,Epitaciolândia,2024,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2024,14.0,0.0,1.0,94.0,1.0,4.0,,,,,,,,,,,0.0
NORTE,AC,120043.0,Santa Rosa do Purus,2024,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120050.0,Sena Madureira,2024,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2024,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120070.0,Xapuri,2024,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORTE,AC,120005.0,Assis Brasil,2025,1.0,0.0,,0.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120010.0,Brasiléia,2025,0.0,0.0,,1.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120020.0,Cruzeiro do Sul,2025,2.0,0.0,,3.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120025.0,Epitaciolândia,2025,0.0,0.0,,1.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120033.0,Mâncio Lima,2025,0.0,0.0,,1.0,,0.0,,,,,,,,,,,0.0
NORTE,AC,120040.0,Rio Branco,2025,4.0,3.0,,60.0,,5.0,,,,,,,,,,,0.0
NORTE,AC,120060.0,Tarauacá,2025,0.0,0.0,,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270020.0,Anadia,2015,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270030.0,Arapiraca,2015,1.0,0.0,0.0,12.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270060.0,Barra de São Miguel,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270070.0,Batalha,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270100.0,Boca da Mata,2015,0.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270140.0,Campo Alegre,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270160.0,Canapi,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270210.0,Colônia Leopoldina,2015,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,0.0
NORDESTE,AL,270230.0,Coruripe,2015,1.0,0.0,0.0,5.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270235.0,Craíbas,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270240.0,Delmiro Gouveia,2015,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,0.0
NORDESTE,AL,270255.0,Estrela de Alagoas,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270280.0,Flexeiras,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270300.0,Ibateguara,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270310.0,Igaci,2015,1.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270330.0,Inhapi,2015,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270360.0,Japaratinga,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270375.0,Jequiá da Praia,2015,1.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270380.0,Joaquim Gomes,2015,1.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270400.0,Junqueiro,2015,0.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270420.0,Limoeiro de Anadia,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270430.0,Maceió,2015,54.0,8.0,3.0,260.0,,10.0,,,,,,,,,,,0.0
NORDESTE,AL,270450.0,Maragogi,2015,1.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270460.0,Maravilha,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270470.0,Marechal Deodoro,2015,0.0,0.0,0.0,4.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270480.0,Maribondo,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270510.0,Matriz de Camaragibe,2015,1.0,0.0,0.0,5.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270520.0,Messias,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270550.0,Murici,2015,0.0,0.0,0.0,7.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270630.0,Palmeira dos Índios,2015,0.0,0.0,0.0,5.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270640.0,Pão de Açúcar,2015,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270644.0,Paripueira,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270650.0,Passo de Camaragibe,2015,0.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270670.0,Penedo,2015,1.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270680.0,Piaçabuçu,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270730.0,Porto Calvo,2015,1.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270770.0,Rio Largo,2015,0.0,0.0,0.0,6.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270800.0,Santana do Ipanema,2015,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270810.0,Santana do Mundaú,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270840.0,São José da Tapera,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270850.0,São Luís do Quitunde,2015,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270860.0,São Miguel dos Campos,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270880.0,São Sebastião,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270890.0,Satuba,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270915.0,Teotônio Vilela,2015,0.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270920.0,Traipu,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270930.0,União dos Palmares,2015,0.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270940.0,Viçosa,2015,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270010.0,Água Branca,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270020.0,Anadia,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270030.0,Arapiraca,2016,1.0,1.0,0.0,16.0,0.0,1.0,,,,,,,,,,,0.0
NORDESTE,AL,270040.0,Atalaia,2016,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270050.0,Barra de Santo Antônio,2016,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270060.0,Barra de São Miguel,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270130.0,Cajueiro,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270140.0,Campo Alegre,2016,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270160.0,Canapi,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270170.0,Capela,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270200.0,Coité do Nóia,2016,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270220.0,Coqueiro Seco,2016,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270230.0,Coruripe,2016,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270235.0,Craíbas,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270240.0,Delmiro Gouveia,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270280.0,Flexeiras,2016,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270310.0,Igaci,2016,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270330.0,Inhapi,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270350.0,Jacuípe,2016,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270375.0,Jequiá da Praia,2016,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270380.0,Joaquim Gomes,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270390.0,Jundiá,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270400.0,Junqueiro,2016,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270430.0,Maceió,2016,61.0,8.0,6.0,267.0,0.0,5.0,,,,,,,,,,,0.0
NORDESTE,AL,270440.0,Major Isidoro,2016,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270450.0,Maragogi,2016,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270470.0,Marechal Deodoro,2016,0.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270510.0,Matriz de Camaragibe,2016,0.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270520.0,Messias,2016,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270550.0,Murici,2016,0.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270560.0,Novo Lino,2016,0.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270580.0,Olho d'Água do Casado,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270610.0,Ouro Branco,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270630.0,Palmeira dos Índios,2016,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270644.0,Paripueira,2016,0.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270650.0,Passo de Camaragibe,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270670.0,Penedo,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270690.0,Pilar,2016,0.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270710.0,Piranhas,2016,1.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270730.0,Porto Calvo,2016,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270750.0,Porto Real do Colégio,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270770.0,Rio Largo,2016,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270790.0,Santa Luzia do Norte,2016,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270800.0,Santana do Ipanema,2016,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270830.0,São José da Laje,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270850.0,São Luís do Quitunde,2016,0.0,0.0,0.0,7.0,0.0,1.0,,,,,,,,,,,0.0
NORDESTE,AL,270860.0,São Miguel dos Campos,2016,0.0,2.0,0.0,5.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270870.0,São Miguel dos Milagres,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270880.0,São Sebastião,2016,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,,,0.0
NORDESTE,AL,270890.0,Satuba,2016,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270915.0,Teotônio Vilela,2016,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270930.0,União dos Palmares,2016,0.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270940.0,Viçosa,2016,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270020.0,Anadia,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270030.0,Arapiraca,2017,13.0,3.0,0.0,12.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270040.0,Atalaia,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270050.0,Barra de Santo Antônio,2017,1.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270080.0,Belém,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270120.0,Cacimbinhas,2017,0.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270130.0,Cajueiro,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270135.0,Campestre,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270140.0,Campo Alegre,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270160.0,Canapi,2017,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,0.0
NORDESTE,AL,270180.0,Carneiros,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270210.0,Colônia Leopoldina,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270220.0,Coqueiro Seco,2017,0.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270230.0,Coruripe,2017,0.0,0.0,0.0,5.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270235.0,Craíbas,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270240.0,Delmiro Gouveia,2017,0.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270280.0,Flexeiras,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270290.0,Girau do Ponciano,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270310.0,Igaci,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270320.0,Igreja Nova,2017,0.0,2.0,0.0,0.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270350.0,Jacuípe,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270360.0,Japaratinga,2017,1.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270375.0,Jequiá da Praia,2017,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270380.0,Joaquim Gomes,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270420.0,Limoeiro de Anadia,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270430.0,Maceió,2017,77.0,16.0,12.0,310.0,,10.0,,,,,,,,,,,0.0
NORDESTE,AL,270450.0,Maragogi,2017,0.0,0.0,2.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270470.0,Marechal Deodoro,2017,1.0,0.0,0.0,11.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270480.0,Maribondo,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270500.0,Mata Grande,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270510.0,Matriz de Camaragibe,2017,0.0,0.0,0.0,4.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270520.0,Messias,2017,0.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270550.0,Murici,2017,0.0,0.0,0.0,3.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270560.0,Novo Lino,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270590.0,Olho d'Água Grande,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270610.0,Ouro Branco,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270620.0,Palestina,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270630.0,Palmeira dos Índios,2017,0.0,0.0,0.0,2.0,,1.0,,,,,,,,,,,0.0
NORDESTE,AL,270640.0,Pão de Açúcar,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270644.0,Paripueira,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270650.0,Passo de Camaragibe,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270660.0,Paulo Jacinto,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270670.0,Penedo,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270690.0,Pilar,2017,1.0,1.0,0.0,7.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270700.0,Pindoba,2017,0.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270710.0,Piranhas,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
NORDESTE,AL,270720.0,Poço das Trincheiras,2017,0.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,0.0
