 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2024
"Município (Res)";"Masculino";"Feminino";"Total"
"500020 Água Clara";0;1;1
"500060 Amambaí";5;2;7
"500070 Anastácio";11;7;18
"500110 Aquidauana";2;0;2
"500150 Bandeirantes";0;1;1
"500190 Bataguassu";2;1;3
"500210 Bela Vista";1;0;1
"500270 Campo Grande";284;85;369
"500290 Cassilândia";0;2;2
"500295 Chapadão do Sul";2;2;4
"500315 Coronel Sapucaia";1;1;2
"500320 Corumbá";22;9;31
"500325 Costa Rica";2;0;2
"500330 Coxim";7;4;11
"500370 Dourados";72;30;102
"500375 Eldorado";0;1;1
"500410 Guia Lopes da Laguna";1;0;1
"500430 Iguatemi";2;1;3
"500480 Japorã";1;0;1
"500500 Jardim";12;8;20
"500520 Ladário";2;1;3
"500540 Maracaju";3;2;5
"500568 Mundo Novo";0;1;1
"500570 Naviraí";8;12;20
"500600 Nova Alvorada do Sul";1;2;3
"500620 Nova Andradina";16;9;25
"500630 Paranaíba";13;7;20
"500635 Paranhos";1;0;1
"500660 Ponta Porã";40;29;69
"500710 Ribas do Rio Pardo";2;1;3
"500720 Rio Brilhante";2;0;2
"500730 Rio Negro";0;1;1
"500755 Santa Rita do Pardo";1;2;3
"500769 São Gabriel do Oeste";1;2;3
"500790 Sidrolândia";2;0;2
"500830 Três Lagoas";34;10;44
"500840 Vicentina";0;1;1
"Total";553;235;788
