 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Minas Gerais
Período:2022
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"310030 Abre Campo";1;0;0;1
"310090 Águas Formosas";1;1;0;2
"310150 Além Paraíba";4;1;0;5
"310160 Alfenas";8;3;0;11
"310170 Almenara";3;0;0;3
"310190 Alpinópolis";1;0;0;1
"310260 Andradas";1;1;0;2
"310340 Araçuaí";3;0;0;3
"310350 Araguari";17;9;0;26
"310375 Araporã";0;1;0;1
"310400 Araxá";21;8;0;29
"310420 Arcos";5;1;0;6
"310430 Areado";2;0;0;2
"310460 Astolfo Dutra";1;0;0;1
"310540 Barão de Cocais";1;0;0;1
"310560 Barbacena";8;4;0;12
"310600 Bela Vista de Minas";1;0;0;1
"310620 Belo Horizonte";379;93;0;472
"310630 Belo Oriente";0;1;0;1
"310640 Belo Vale";1;0;0;1
"310670 Betim";40;24;0;64
"310690 Bicas";1;0;0;1
"310710 Boa Esperança";2;1;0;3
"310730 Bocaiúva";2;1;0;3
"310770 Bom Jesus do Amparo";1;0;0;1
"310840 Botelhos";1;0;0;1
"310860 Brasília de Minas";1;1;0;2
"310900 Brumadinho";6;3;0;9
"310940 Buritizeiro";0;2;0;2
"310945 Cabeceira Grande";0;1;0;1
"311000 Caeté";3;3;0;6
"311050 Camanducaia";3;0;0;3
"311110 Campina Verde";2;0;0;2
"311120 Campo Belo";2;0;0;2
"311130 Campo do Meio";1;0;0;1
"311200 Candeias";1;0;0;1
"311230 Capelinha";0;1;0;1
"311265 Capitão Andrade";1;0;0;1
"311270 Capitão Enéas";1;0;0;1
"311280 Capitólio";0;1;0;1
"311300 Caraí";1;0;0;1
"311320 Carandaí";2;1;0;3
"311330 Carangola";3;1;0;4
"311340 Caratinga";9;2;0;11
"311430 Carmo do Paranaíba";0;1;0;1
"311440 Carmo do Rio Claro";2;0;0;2
"311530 Cataguases";8;1;0;9
"311580 Centralina";0;1;0;1
"311650 Claro dos Poções";2;0;0;2
"311660 Cláudio";0;1;0;1
"311730 Conceição das Alagoas";0;1;0;1
"311800 Congonhas";4;1;0;5
"311830 Conselheiro Lafaiete";11;3;0;14
"311840 Conselheiro Pena";2;0;0;2
"311860 Contagem";115;19;1;135
"311930 Coromandel";1;0;0;1
"311940 Coronel Fabriciano";7;5;0;12
"312040 Cristiano Otoni";1;0;0;1
"312090 Curvelo";2;1;0;3
"312160 Diamantina";13;2;0;15
"312180 Dionísio";1;0;0;1
"312190 Divinésia";0;1;0;1
"312220 Divinolândia de Minas";1;0;0;1
"312230 Divinópolis";46;14;0;60
"312235 Divisa Alegre";1;0;0;1
"312250 Dom Cavati";1;0;0;1
"312320 Dores do Indaiá";0;1;0;1
"312330 Dores do Turvo";1;0;0;1
"312360 Elói Mendes";1;0;0;1
"312370 Engenheiro Caldas";1;0;0;1
"312380 Engenheiro Navarro";1;0;0;1
"312390 Entre Rios de Minas";1;0;0;1
"312400 Ervália";2;0;0;2
"312410 Esmeraldas";1;3;0;4
"312420 Espera Feliz";1;0;0;1
"312430 Espinosa";1;0;0;1
"312450 Estiva";2;0;0;2
"312510 Extrema";7;1;0;8
"312570 Felixlândia";0;1;0;1
"312590 Ferros";1;0;0;1
"312600 Florestal";2;0;0;2
"312610 Formiga";4;1;0;5
"312700 Fronteira";1;0;0;1
"312710 Frutal";6;5;0;11
"312750 Gonzaga";1;0;0;1
"312760 Gouveia";1;0;0;1
"312770 Governador Valadares";23;19;0;42
"312800 Guanhães";2;0;0;2
"312870 Guaxupé";1;2;0;3
"312880 Guidoval";1;0;0;1
"312890 Guimarânia";1;0;0;1
"312930 Iapu";1;0;0;1
"312960 Ibiaí";0;1;0;1
"312970 Ibiraci";1;0;0;1
"312980 Ibirité";24;6;0;30
"313010 Igarapé";3;1;0;4
"313100 Inhaúma";1;0;0;1
"313115 Ipaba";1;1;0;2
"313120 Ipanema";0;1;0;1
"313130 Ipatinga";24;6;0;30
"313170 Itabira";7;7;0;14
"313180 Itabirinha";1;0;0;1
"313190 Itabirito";1;1;0;2
"313220 Itaguara";1;0;0;1
"313230 Itaipé";0;1;0;1
"313240 Itajubá";9;1;0;10
"313270 Itambacuri";1;0;0;1
"313300 Itamonte";3;0;0;3
"313330 Itaobim";11;4;0;15
"313350 Itapecerica";1;0;0;1
"313380 Itaúna";8;1;0;9
"313420 Ituiutaba";12;3;0;15
"313460 Jaboticatubas";1;0;0;1
"313470 Jacinto";1;0;0;1
"313510 Janaúba";6;4;0;10
"313520 Januária";2;3;0;5
"313530 Japaraíba";0;1;0;1
"313540 Jeceaba";0;1;0;1
"313545 Jenipapo de Minas";1;0;0;1
"313620 João Monlevade";5;4;0;9
"313630 João Pinheiro";3;0;0;3
"313665 Juatuba";1;0;0;1
"313670 Juiz de Fora";84;29;0;113
"313720 Lagoa da Prata";1;1;0;2
"313760 Lagoa Santa";1;1;0;2
"313780 Lambari";1;0;0;1
"313820 Lavras";8;2;0;10
"313840 Leopoldina";4;1;0;5
"313860 Lima Duarte";0;1;0;1
"313865 Lontra";1;0;0;1
"313900 Machado";1;0;0;1
"313940 Manhuaçu";10;10;0;20
