 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Amapá
Período:2019
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"160010 Amapá";0;0;0;1;0;0;1
"160023 Ferreira Gomes";0;0;0;1;0;0;1
"160027 Laranjal do Jari";1;1;0;6;0;0;8
"160030 Macapá";42;18;1;103;2;1;167
"160050 Oiapoque";0;1;0;5;0;0;6
"160015 Pedra Branca do Amapari";0;0;0;1;0;0;1
"160053 Porto Grande";0;0;0;4;0;0;4
"160055 Pracuúba";0;0;0;1;0;0;1
"160060 Santana";5;0;0;3;0;0;8
"160080 Vitória do Jari";0;0;0;1;0;0;1
"Total";48;20;1;126;2;1;198
