 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Pará
Período:2019
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"150010 Abaetetuba";0;0;0;1;0;10;7;4;4;2;0;0;28
"150020 Acará";0;0;0;1;0;0;0;0;0;0;0;0;1
"150030 Afuá";0;0;0;0;0;0;1;0;0;0;0;0;1
"150060 Altamira";0;1;0;0;1;10;8;2;4;2;0;0;28
"150080 Ananindeua";0;1;0;0;3;55;71;53;22;7;3;0;215
"150085 Anapu";0;0;0;0;0;0;0;0;1;0;0;0;1
"150120 Baião";0;0;0;0;0;1;1;0;0;0;0;0;2
"150130 Barcarena";0;0;0;0;0;11;8;2;3;0;0;0;24
"150140 Belém";2;8;2;2;31;311;309;230;99;37;10;0;1041
"150145 Belterra";0;0;0;0;0;1;0;0;1;0;0;0;2
"150150 Benevides";0;0;0;0;0;0;0;2;0;1;0;0;3
"150157 Bom Jesus do Tocantins";0;0;0;0;0;1;0;0;0;0;0;0;1
"150160 Bonito";0;0;0;0;0;0;1;0;0;1;0;0;2
"150170 Bragança";0;0;0;0;2;17;22;15;7;1;3;0;67
"150172 Brasil Novo";0;0;0;0;0;0;0;0;2;0;0;0;2
"150178 Breu Branco";0;0;0;0;0;0;3;0;0;0;0;0;3
"150180 Breves";0;0;0;0;0;2;1;0;1;0;0;0;4
"150190 Bujaru";0;0;0;0;0;0;1;1;0;0;0;0;2
"150195 Cachoeira do Piriá";0;0;0;0;0;1;0;1;0;0;0;0;2
"150210 Cametá";0;0;0;0;0;1;1;2;0;0;0;0;4
"150215 Canaã dos Carajás";0;0;0;0;1;7;13;2;3;0;0;0;26
"150220 Capanema";0;0;0;0;0;4;8;4;1;0;0;0;17
"150230 Capitão Poço";0;0;0;0;0;0;2;0;0;0;0;0;2
"150240 Castanhal";0;3;0;1;6;36;54;24;14;7;1;0;146
"150270 Conceição do Araguaia";0;0;0;0;0;1;0;0;0;0;0;0;1
"150275 Concórdia do Pará";0;0;0;0;0;0;1;0;1;0;0;0;2
"150276 Cumaru do Norte";0;0;0;0;0;1;0;0;0;0;0;0;1
"150277 Curionópolis";0;0;0;0;0;1;0;0;2;0;0;0;3
"150290 Curuçá";0;0;0;0;0;3;3;3;4;1;0;0;14
"150293 Dom Eliseu";0;0;0;0;0;0;0;2;0;0;1;0;3
"150295 Eldorado dos Carajás";0;0;0;0;0;1;0;0;0;1;0;0;2
"150304 Floresta do Araguaia";0;0;0;0;0;0;1;2;1;1;0;0;5
"150309 Goianésia do Pará";0;0;0;0;0;0;1;0;0;0;0;0;1
"150310 Gurupá";0;0;0;0;0;1;2;0;0;1;0;0;4
"150320 Igarapé-Açu";0;0;0;1;0;0;0;1;1;0;0;0;3
"150345 Ipixuna do Pará";0;0;0;0;0;3;1;0;0;1;0;0;5
