 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Distrito Federal
Período:2020
"Município (Res)";"5-9";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"Total"
"530010 Brasília";1;10;128;128;81;41;17;2;408
"Total";1;10;128;128;81;41;17;2;408
