 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Roraima
Período:2025
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"140005 Alto Alegre";0;0;0;0;1;0;1
"140010 Boa Vista";14;10;2;101;13;1;141
"140015 Bonfim";0;0;0;3;0;0;3
"140020 Caracaraí";1;0;0;4;0;0;5
"140030 Mucajaí";1;0;0;0;0;0;1
"140045 Pacaraima";2;0;0;4;0;0;6
"140047 Rorainópolis";1;1;0;7;0;0;9
"140060 São Luiz";0;0;0;1;0;0;1
"140070 Uiramutã";0;0;0;1;0;0;1
"Total";19;11;2;121;14;1;168
