 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2019
UF Residência: Ceará
Região Res.: Região Nordeste
UF Notificação: Ceará
Período:2019
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"não se aplica";"Total"
"231050 Pedra Branca";0;1;0;0;0;0;0;0;0;0;1
"231060 Penaforte";0;1;0;0;0;0;0;0;0;0;1
"231070 Pentecoste";0;0;0;0;0;1;0;0;0;0;1
"231085 Pindoretama";1;0;0;0;0;1;1;0;0;0;3
"231090 Piquet Carneiro";0;0;0;0;0;0;1;0;0;0;1
"231110 Porteiras";0;1;0;0;0;0;0;0;0;0;1
"231130 Quixadá";0;2;0;1;0;1;4;0;0;0;8
"231180 Russas";2;3;0;2;1;2;0;0;1;0;11
"231190 Saboeiro";0;0;0;0;0;0;1;0;1;0;2
"231220 Santa Quitéria";0;1;0;0;0;0;0;0;1;0;2
"231230 São Benedito";0;0;0;1;0;0;0;0;0;0;1
"231240 São Gonçalo do Amarante";0;1;0;0;0;0;1;0;1;0;3
"231270 Senador Pompeu";0;0;0;1;0;0;0;0;0;0;1
"231290 Sobral";8;4;2;13;0;1;9;1;3;0;41
"231300 Solonópole";0;0;0;0;0;0;1;0;0;0;1
"231330 Tauá";0;0;0;1;0;0;0;0;0;0;1
"231340 Tianguá";0;2;0;1;2;0;0;0;0;0;5
"231350 Trairi";0;2;1;0;0;0;2;0;0;0;5
"231380 Uruburetama";0;0;0;0;0;1;1;0;0;0;2
"231390 Uruoca";0;0;0;1;0;0;0;0;0;0;1
"231400 Várzea Alegre";0;2;0;0;0;0;1;0;0;0;3
"231410 Viçosa do Ceará";0;0;0;3;0;0;0;0;0;0;3
"Total";49;84;32;138;58;127;218;49;117;1;873
