 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Rio de Janeiro
Período:2018
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"330010 Angra dos Reis";0;0;0;0;0;9;12;10;6;3;1;0;41
"330015 Aperibé";0;0;0;0;0;0;1;0;0;0;0;0;1
"330020 Araruama";0;0;0;0;0;3;5;6;4;1;0;0;19
"330023 Armação dos Búzios";0;0;0;0;1;3;1;0;2;0;0;0;7
"330025 Arraial do Cabo";0;0;0;0;0;2;1;2;1;0;0;0;6
"330030 Barra do Piraí";0;0;0;0;0;6;4;6;1;2;0;0;19
"330040 Barra Mansa";0;0;0;0;0;5;4;4;2;2;0;0;17
"330045 Belford Roxo";2;0;1;0;7;23;23;24;8;1;0;0;89
"330050 Bom Jardim";0;0;0;0;0;0;1;0;2;0;0;0;3
"330060 Bom Jesus do Itabapoana";0;0;0;0;1;3;0;0;2;1;0;0;7
"330070 Cabo Frio";0;0;0;0;3;7;14;10;5;4;0;0;43
"330080 Cachoeiras de Macacu";0;0;0;0;0;1;4;4;0;0;0;0;9
"330090 Cambuci";0;0;0;0;0;0;1;0;0;1;0;0;2
"330100 Campos dos Goytacazes";0;0;1;0;2;29;40;30;14;9;0;0;125
"330110 Cantagalo";0;0;0;0;0;1;2;0;0;0;0;0;3
"330093 Carapebus";0;0;0;0;0;0;1;0;1;0;0;0;2
"330115 Cardoso Moreira";0;0;0;0;0;0;1;0;1;0;0;0;2
"330120 Carmo";0;0;0;0;0;0;2;1;0;0;0;0;3
"330130 Casimiro de Abreu";0;0;0;0;0;1;1;0;1;0;0;0;3
"330140 Conceição de Macabu";0;0;0;0;0;0;1;0;0;0;0;0;1
"330150 Cordeiro";0;0;0;0;0;0;2;0;0;0;0;0;2
"330170 Duque de Caxias";1;0;0;0;7;64;69;53;38;7;1;0;240
"330185 Guapimirim";0;1;0;0;3;8;4;9;1;0;0;0;26
"330187 Iguaba Grande";0;0;0;0;0;2;1;0;0;1;0;0;4
"330190 Itaboraí";3;0;0;0;1;11;19;11;6;0;0;0;51
"330200 Itaguaí";0;0;0;0;0;2;5;6;1;0;0;0;14
"330205 Italva";0;0;0;0;0;0;0;1;0;0;0;0;1
"330220 Itaperuna";1;0;0;0;0;5;5;3;2;1;0;0;17
"330225 Itatiaia";0;0;0;0;0;0;2;1;1;0;1;0;5
"330227 Japeri";0;0;1;0;0;5;7;9;4;3;1;1;31
"330240 Macaé";0;0;0;1;0;21;31;13;14;3;1;0;84
"330245 Macuco";0;0;0;0;1;0;0;1;0;0;0;0;2
"330250 Magé";0;0;1;0;2;14;18;12;5;7;0;0;59
"330260 Mangaratiba";0;0;0;0;1;2;3;0;0;0;0;0;6
