 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Amazonas
Período:2023
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"130002 Alvarães";1;0;0;1
"130008 Anamã";1;0;0;1
"130010 Anori";1;0;0;1
"130020 Atalaia do Norte";1;0;0;1
"130030 Autazes";3;1;0;4
"130050 Barreirinha";3;2;0;5
"130060 Benjamin Constant";3;0;0;3
"130080 Borba";2;0;0;2
"130083 Caapiranga";1;0;0;1
"130100 Carauari";2;0;0;2
"130110 Careiro";5;0;0;5
"130115 Careiro da Várzea";3;1;0;4
"130120 Coari";10;3;0;13
"130130 Codajás";1;0;0;1
"130140 Eirunepé";2;1;0;3
"130160 Fonte Boa";2;1;0;3
"130170 Humaitá";0;2;0;2
"130185 Iranduba";8;6;0;14
"130190 Itacoatiara";20;14;0;34
"130200 Itapiranga";2;1;0;3
"130250 Manacapuru";8;3;0;11
"130255 Manaquiri";1;0;0;1
"130260 Manaus";858;272;1;1131
"130270 Manicoré";2;0;0;2
"130280 Maraã";1;0;0;1
"130290 Maués";8;0;0;8
"130300 Nhamundá";1;0;0;1
"130310 Nova Olinda do Norte";6;2;0;8
"130320 Novo Airão";4;3;0;7
"130330 Novo Aripuanã";2;1;0;3
"130340 Parintins";40;15;0;55
"130353 Presidente Figueiredo";2;2;0;4
"130356 Rio Preto da Eva";1;1;0;2
"130360 Santa Isabel do Rio Negro";2;0;0;2
"130370 Santo Antônio do Içá";1;0;0;1
"130380 São Gabriel da Cachoeira";1;2;0;3
"130406 Tabatinga";16;6;0;22
"130410 Tapauá";1;0;0;1
"130420 Tefé";16;6;0;22
"130430 Urucará";3;1;0;4
"130000 Município ignorado - AM";1;0;0;1
"Total";1046;346;1;1393
