 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: São Paulo
Período:2016
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"não se aplica";"Total"
"350920 Cajamar";0;0;0;0;3;1;1;0;3;0;8
"350925 Cajati";0;0;0;2;1;0;0;0;0;0;3
"350940 Cajuru";0;0;0;0;1;0;0;0;0;0;1
"350945 Campina do Monte Alegre";0;0;1;1;0;0;0;0;0;0;2
"350950 Campinas";1;5;0;33;24;13;55;10;20;0;161
"350960 Campo Limpo Paulista";0;1;0;2;1;0;2;1;0;0;7
"350970 Campos do Jordão";0;1;1;0;1;0;3;0;0;0;6
"350990 Cananéia";0;1;0;1;0;0;0;0;0;0;2
"351040 Capivari";2;2;0;6;2;2;1;0;1;0;16
"351050 Caraguatatuba";0;0;0;1;11;2;4;0;1;0;19
"351060 Carapicuíba";1;1;1;4;12;4;15;4;1;0;43
"351070 Cardoso";1;0;0;0;0;0;0;0;0;0;1
"351080 Casa Branca";0;0;0;1;0;0;1;0;0;0;2
"351100 Castilho";0;0;1;0;1;0;0;0;0;0;2
"351110 Catanduva";1;2;1;9;2;3;6;0;1;0;25
"351130 Cedral";0;0;1;0;0;0;0;0;0;0;1
"351140 Cerqueira César";0;0;0;0;0;0;1;0;0;0;1
"351150 Cerquilho";0;0;0;0;0;1;1;0;0;0;2
"351160 Cesário Lange";0;0;0;0;0;1;0;0;0;0;1
"355720 Chavantes";0;1;0;0;0;0;1;0;0;0;2
"351220 Conchal";0;0;0;0;1;0;0;0;0;0;1
"351230 Conchas";0;1;0;0;0;0;0;0;0;0;1
"351280 Cosmópolis";0;2;0;0;1;0;2;0;0;0;5
"351290 Cosmorama";0;1;0;0;0;0;0;0;0;0;1
"351300 Cotia";0;2;1;2;2;4;5;2;3;0;21
"351310 Cravinhos";0;0;0;0;1;0;0;0;0;0;1
"351340 Cruzeiro";0;0;1;5;1;4;2;0;0;0;13
"351350 Cubatão";0;0;0;5;2;1;4;0;1;0;13
"351370 Descalvado";0;0;0;1;0;1;0;0;0;0;2
"351380 Diadema";0;5;1;7;5;4;21;1;6;0;50
"351410 Dois Córregos";0;0;0;0;0;0;0;1;0;0;1
"351430 Dourado";0;0;0;0;0;0;1;0;0;0;1
"351440 Dracena";0;1;0;0;0;0;0;0;0;0;1
"351450 Duartina";0;0;0;0;0;0;1;0;0;0;1
"351460 Dumont";0;0;0;0;0;0;1;0;0;0;1
"351500 Embu";0;3;0;4;1;5;10;1;3;0;27
"351510 Embu-Guaçu";0;1;0;1;0;0;1;0;0;0;3
"351518 Espírito Santo do Pinhal";0;0;0;1;0;0;1;0;1;0;3
"351550 Fernandópolis";0;1;1;7;1;1;5;0;1;0;17
"351570 Ferraz de Vasconcelos";0;0;0;1;3;1;6;1;0;0;12
"351620 Franca";1;7;2;4;1;12;8;1;3;0;39
"351630 Francisco Morato";0;0;0;0;2;3;11;0;0;0;16
"351640 Franco da Rocha";0;1;0;6;1;5;8;0;2;0;23
"351670 Garça";0;0;0;0;0;0;1;0;0;0;1
"351700 Getulina";0;0;0;1;0;0;0;0;0;0;1
"351720 Guaiçara";0;0;0;1;0;0;0;0;0;0;1
"351740 Guaíra";0;0;0;2;0;0;0;0;0;0;2
"351750 Guapiaçu";0;0;0;1;0;0;1;0;0;0;2
"351770 Guará";0;0;0;1;0;0;0;0;0;0;1
"351820 Guararapes";0;0;0;1;1;0;1;0;0;0;3
"351830 Guararema";0;0;0;0;0;0;1;0;0;0;1
"351840 Guaratinguetá";0;0;2;0;2;2;6;0;1;0;13
"351850 Guareí";1;0;1;3;0;1;0;0;1;0;7
"351870 Guarujá";2;7;3;11;3;9;13;3;3;0;54
"351880 Guarulhos";1;8;10;30;17;14;48;8;17;0;153
"351905 Holambra";0;0;0;2;0;0;0;0;0;0;2
"351907 Hortolândia";1;0;1;2;3;2;11;2;1;0;23
"351925 Iaras";0;1;0;1;0;0;0;0;0;0;2
"351930 Ibaté";0;0;0;0;0;0;0;0;1;0;1
"351940 Ibirá";0;0;0;0;0;1;1;0;0;0;2
"351960 Ibitinga";0;2;0;1;2;0;1;0;0;0;6
"351970 Ibiúna";0;0;0;0;0;0;1;0;0;0;1
"351990 Iepê";0;0;0;0;0;1;0;0;0;0;1
"352000 Igaraçu do Tietê";1;0;0;0;0;0;0;0;0;0;1
"352020 Igaratá";0;1;0;0;0;0;0;0;0;0;1
"352030 Iguape";0;0;0;0;0;0;1;0;0;0;1
"352042 Ilha Comprida";0;0;0;1;0;2;1;0;0;0;4
"352044 Ilha Solteira";0;0;0;0;0;0;1;0;0;0;1
"352040 Ilhabela";0;0;0;1;0;0;2;0;0;0;3
"352050 Indaiatuba";0;0;3;5;3;4;8;0;8;0;31
"352090 Ipaussu";0;0;0;0;0;0;1;0;0;0;1
"352100 Iperó";0;1;0;1;0;0;0;0;0;0;2
"352160 Irapuru";0;0;0;1;0;0;0;0;0;0;1
"352180 Itaí";0;0;0;0;0;0;0;0;1;0;1
"352210 Itanhaém";0;0;2;5;1;1;2;0;2;0;13
"352215 Itaóca";0;0;0;1;0;0;0;0;0;0;1
"352220 Itapecerica da Serra";0;0;0;1;0;0;3;0;0;0;4
"352230 Itapetininga";1;4;0;9;0;4;3;1;1;0;23
"352240 Itapeva";0;1;0;1;0;3;0;0;2;0;7
"352250 Itapevi";2;4;1;6;3;4;11;1;5;0;37
"352260 Itapira";1;0;1;4;1;1;2;0;0;0;10
"352280 Itaporanga";0;0;2;0;0;0;0;0;0;0;2
"352290 Itapuí";0;0;0;0;0;1;0;0;0;0;1
"352300 Itapura";0;0;0;1;0;0;0;0;0;0;1
"352310 Itaquaquecetuba";0;1;1;11;3;5;8;0;2;0;31
"352320 Itararé";0;0;1;1;0;0;0;0;0;0;2
"352340 Itatiba";0;1;0;0;0;4;2;0;0;0;7
"352350 Itatinga";0;0;0;0;0;0;0;1;0;0;1
"352360 Itirapina";0;1;0;5;0;0;1;0;1;0;8
"352390 Itu";1;1;1;9;5;1;5;1;3;0;27
"352400 Itupeva";0;1;0;1;0;0;0;0;0;0;2
"352410 Ituverava";0;0;0;2;1;3;1;0;1;0;8
"352420 Jaborandi";0;1;0;0;0;0;0;0;0;0;1
"352430 Jaboticabal";0;1;1;4;0;1;0;0;1;0;8
"352440 Jacareí";0;1;3;3;5;3;10;2;1;0;28
"352460 Jacupiranga";0;0;0;0;0;0;1;0;0;0;1
"352470 Jaguariúna";0;2;1;2;2;2;3;0;2;0;14
"352480 Jales";0;0;0;0;0;1;2;0;1;0;4
"352500 Jandira";0;2;0;0;2;3;6;0;2;0;15
"352520 Jarinu";0;0;0;0;0;0;0;0;1;0;1
"352530 Jaú";0;0;1;1;1;1;4;1;1;0;10
"352560 João Ramalho";0;1;0;1;0;0;0;0;0;0;2
"352570 José Bonifácio";0;1;1;0;0;0;1;0;0;0;3
"352590 Jundiaí";1;12;0;6;6;6;16;7;10;0;64
"352610 Juquiá";0;1;0;0;0;0;0;0;0;0;1
"352640 Laranjal Paulista";0;1;0;0;0;0;0;0;0;0;1
"352650 Lavínia";0;0;0;0;1;0;0;0;0;0;1
"352670 Leme";1;2;5;2;3;1;4;0;0;0;18
"352680 Lençóis Paulista";0;0;1;4;1;1;1;1;0;0;9
"352690 Limeira";0;3;1;11;6;14;5;1;2;0;43
"352700 Lindóia";1;0;0;0;0;0;0;0;0;0;1
"352710 Lins";1;0;0;1;2;1;5;2;0;0;12
"352720 Lorena";0;1;0;3;0;0;5;0;1;0;10
"352790 Lutécia";0;0;0;0;0;0;1;0;0;0;1
"352850 Mairiporã";1;0;0;1;0;0;1;0;1;0;4
"352860 Manduri";0;0;0;1;0;0;0;0;0;0;1
"352900 Marília";0;3;1;9;3;3;3;1;1;0;24
"352920 Martinópolis";0;1;0;1;0;0;1;0;0;0;3
"352930 Matão";1;1;0;2;0;2;0;0;2;0;8
"352940 Mauá";2;8;0;4;3;6;13;2;7;0;45
"352960 Meridiano";0;0;0;0;0;0;0;0;1;0;1
"352980 Mineiros do Tietê";0;0;0;0;1;0;1;0;0;0;2
"352990 Miracatu";0;0;0;0;0;0;2;0;0;0;2
"353010 Mirandópolis";0;0;0;0;0;1;0;0;0;0;1
"353020 Mirante do Paranapanema";0;0;0;0;0;0;1;0;0;0;1
"353030 Mirassol";0;1;1;0;0;0;3;0;1;0;6
"353050 Mococa";0;0;0;0;1;0;0;0;1;0;2
"353060 Mogi das Cruzes";0;3;0;4;8;9;11;3;8;0;46
"353070 Mogi Guaçu";0;1;3;5;3;4;8;0;3;0;27
"353080 Moji Mirim";0;0;2;2;2;1;1;0;0;0;8
"353090 Mombuca";0;0;0;2;0;0;1;0;0;0;3
"353110 Mongaguá";1;1;1;2;1;5;3;0;2;0;16
"353130 Monte Alto";1;0;0;1;2;0;0;0;0;0;4
"353150 Monte Azul Paulista";0;0;2;0;0;0;0;0;1;0;3
"353180 Monte Mor";0;1;0;1;0;0;2;1;1;0;6
"353210 Murutinga do Sul";1;0;0;0;0;0;0;0;0;0;1
"353240 Nazaré Paulista";0;0;0;0;0;0;0;1;0;0;1
"353290 Nova Europa";0;0;0;0;1;0;0;0;0;0;1
"353340 Nova Odessa";0;0;0;0;0;1;1;0;0;0;2
"353325 Novais";0;0;0;0;0;1;0;0;0;0;1
"353350 Novo Horizonte";0;0;0;1;0;0;1;0;0;0;2
"353390 Olímpia";0;2;1;2;1;2;0;0;0;0;8
"353400 Onda Verde";0;0;0;0;0;0;1;0;0;0;1
"353440 Osasco";1;4;4;18;9;13;27;8;15;0;99
"353450 Oscar Bressane";0;0;0;0;0;0;1;0;0;0;1
"353460 Osvaldo Cruz";0;0;0;0;1;0;0;0;0;0;1
"353470 Ourinhos";0;3;1;1;3;1;0;0;2;0;11
"353480 Ouro Verde";0;0;0;0;1;0;0;0;0;0;1
"353475 Ouroeste";0;1;0;0;0;0;0;0;0;0;1
"353520 Palmeira d'Oeste";0;0;0;0;0;1;0;0;0;0;1
"353530 Palmital";0;1;0;0;1;0;0;0;0;0;2
"353550 Paraguaçu Paulista";0;0;1;0;0;0;0;0;1;0;2
"353560 Paraibuna";0;0;0;1;0;0;0;0;0;0;1
"353570 Paraíso";0;1;0;0;0;0;0;0;0;0;1
"353620 Pariquera-Açu";0;0;0;1;0;0;1;1;0;0;3
"353650 Paulínia";0;0;0;2;2;1;6;0;1;0;12
"353670 Pederneiras";0;1;1;0;0;0;0;0;0;0;2
"353710 Pedreira";0;1;0;0;0;0;0;0;0;0;1
"353730 Penápolis";0;1;0;2;0;0;0;0;0;0;3
"353740 Pereira Barreto";0;0;0;5;1;0;0;0;1;0;7
"353760 Peruíbe";0;0;0;3;1;0;1;0;1;0;6
"353790 Pilar do Sul";0;0;0;1;0;0;0;0;0;0;1
"353800 Pindamonhangaba";0;0;1;3;0;3;6;0;4;0;17
"353870 Piracicaba";3;5;5;27;10;12;33;2;13;0;110
"353890 Pirajuí";0;0;0;0;1;0;0;0;0;0;1
"353920 Pirapozinho";0;0;0;0;0;0;2;0;0;0;2
"353930 Pirassununga";0;0;0;1;0;0;4;1;0;0;6
"353950 Pitangueiras";0;0;0;1;0;0;0;0;0;0;1
"353980 Poá";0;1;2;4;1;1;2;3;2;0;16
"354000 Pompéia";0;0;0;1;0;0;0;0;0;0;1
"354030 Pontes Gestal";0;0;0;1;0;0;0;0;0;0;1
"354060 Porto Feliz";0;2;0;1;1;1;3;0;0;0;8
"354080 Potirendaba";0;0;0;0;0;1;1;0;0;0;2
"354085 Pracinha";0;0;0;0;1;0;1;0;0;0;2
"354100 Praia Grande";0;3;1;5;6;7;6;0;3;1;32
"354130 Presidente Epitácio";0;0;0;3;0;0;1;0;0;0;4
"354140 Presidente Prudente";1;1;0;9;2;3;7;10;7;0;40
"354150 Presidente Venceslau";0;0;0;1;2;1;0;0;0;0;4
"354160 Promissão";0;0;0;0;1;1;1;0;0;0;3
"354170 Quatá";0;0;0;0;1;0;0;1;0;0;2
"354240 Regente Feijó";0;1;0;0;0;0;0;0;1;0;2
"354250 Reginópolis";0;0;0;0;0;1;0;0;0;0;1
"354260 Registro";0;1;1;1;0;1;7;0;0;0;11
"354270 Restinga";0;0;0;1;0;0;0;0;0;0;1
"354290 Ribeirão Bonito";1;0;1;0;0;0;0;0;0;0;2
"354310 Ribeirão Corrente";0;1;0;0;0;0;0;0;0;0;1
"354325 Ribeirão Grande";0;0;0;0;1;0;0;0;0;0;1
"354330 Ribeirão Pires";0;0;0;2;1;1;6;0;0;0;10
"354340 Ribeirão Preto";2;10;0;28;17;14;27;16;15;0;129
"354390 Rio Claro";0;6;0;6;2;6;5;0;4;0;29
"354400 Rio das Pedras";0;0;0;0;0;1;0;0;0;0;1
"354410 Rio Grande da Serra";0;1;0;1;0;2;1;0;0;0;5
"354420 Riolândia";0;0;0;0;0;1;0;0;0;0;1
"354500 Salesópolis";0;0;0;0;0;0;0;0;2;0;2
"354520 Salto";0;1;0;2;3;1;1;0;5;0;13
"354530 Salto de Pirapora";0;0;0;1;0;1;0;0;0;0;2
"354560 Santa Adélia";0;0;0;0;0;0;0;0;1;0;1
"354580 Santa Bárbara d'Oeste";1;2;1;6;0;3;7;2;3;0;25
"354600 Santa Branca";0;0;0;0;1;0;0;0;0;0;1
"354640 Santa Cruz do Rio Pardo";0;0;0;1;0;0;0;0;3;0;4
"354650 Santa Ernestina";0;1;0;0;0;0;0;0;0;0;1
"354660 Santa Fé do Sul";0;0;0;0;0;2;1;0;0;0;3
"354680 Santa Isabel";0;0;0;1;2;0;0;0;0;0;3
"354690 Santa Lúcia";0;0;0;1;0;0;0;0;0;0;1
"354750 Santa Rita do Passa Quatro";0;1;0;0;0;0;1;0;0;0;2
"354730 Santana de Parnaíba";0;0;0;0;0;1;2;0;1;0;4
"354770 Santo Anastácio";0;0;0;2;0;0;1;0;0;0;3
"354780 Santo André";0;1;2;8;7;10;26;9;15;0;78
"354850 Santos";2;0;2;6;7;10;18;5;10;0;60
"354870 São Bernardo do Campo";0;7;3;12;9;5;25;4;11;0;76
"354880 São Caetano do Sul";1;2;0;0;0;4;8;1;8;0;24
"354890 São Carlos";1;4;2;3;1;8;10;3;3;0;35
"354910 São João da Boa Vista";0;0;0;1;1;0;0;1;2;0;5
"354940 São Joaquim da Barra";0;0;0;0;0;0;1;0;0;0;1
"354970 São José do Rio Pardo";0;0;0;0;0;0;1;1;0;0;2
"354980 São José do Rio Preto";2;7;7;37;17;20;49;9;20;0;168
"354990 São José dos Campos";1;4;1;7;1;7;11;4;12;0;48
"355000 São Luís do Paraitinga";0;0;1;0;0;0;0;0;0;0;1
"355010 São Manuel";0;0;0;1;0;0;0;0;0;0;1
"355030 São Paulo";29;103;75;286;215;199;677;197;378;2;2161
"355040 São Pedro";1;1;1;0;1;1;0;0;0;0;5
"355060 São Roque";1;0;0;0;0;1;0;0;0;0;2
"355070 São Sebastião";0;5;3;3;1;1;5;0;2;0;20
"355100 São Vicente";0;5;3;6;4;7;9;3;4;0;41
"355170 Sertãozinho";2;0;2;1;0;0;1;0;0;0;6
"355180 Sete Barras";0;1;0;0;0;0;2;0;0;0;3
"355220 Sorocaba";1;2;4;15;9;10;20;4;8;0;73
"355240 Sumaré";1;2;1;3;3;5;9;3;4;0;31
"355250 Suzano";1;0;2;2;2;4;11;1;4;0;27
"355270 Tabatinga";0;0;0;1;0;0;0;0;0;0;1
"355280 Taboão da Serra";1;4;0;5;2;2;10;3;3;0;30
"355320 Taiúva";0;0;3;0;0;0;0;0;0;0;3
"355330 Tambaú";0;0;0;0;0;0;1;0;0;0;1
"355370 Taquaritinga";0;0;0;6;0;1;0;1;0;0;8
"355380 Taquarituba";0;0;0;1;0;0;0;0;0;0;1
"355395 Tarumã";0;0;0;0;0;0;0;1;0;0;1
"355400 Tatuí";0;1;1;2;2;1;2;1;1;0;11
"355410 Taubaté";0;4;1;7;4;5;14;0;13;0;48
"355440 Terra Roxa";0;0;1;0;0;0;0;0;0;0;1
"355450 Tietê";0;0;0;1;1;0;1;1;0;0;4
"355475 Trabiju";0;0;0;0;1;0;0;0;0;0;1
"355480 Tremembé";0;1;2;1;1;2;1;2;0;0;10
"355495 Tuiuti";0;0;0;0;0;0;1;0;0;0;1
"355500 Tupã";0;0;1;1;1;0;0;2;2;0;7
"355510 Tupi Paulista";0;0;0;1;0;1;1;1;0;0;4
"355520 Turiúba";0;1;0;0;0;0;0;0;0;0;1
"355530 Turmalina";0;0;0;1;0;0;0;0;0;0;1
"355540 Ubatuba";1;2;0;1;1;2;3;3;0;0;13
"355580 Urânia";0;0;1;0;0;0;0;0;0;0;1
"355620 Valinhos";0;0;1;3;0;2;4;1;2;0;13
"355630 Valparaíso";0;0;0;2;0;0;0;0;1;0;3
"355640 Vargem Grande do Sul";0;1;1;2;2;1;1;0;2;0;10
"355645 Vargem Grande Paulista";0;0;0;0;1;1;2;0;0;0;4
"355650 Várzea Paulista";0;3;0;2;1;0;1;0;1;0;8
"355670 Vinhedo";0;0;0;0;0;0;1;0;2;0;3
"355680 Viradouro";0;0;2;0;0;0;0;0;0;0;2
"355700 Votorantim";0;1;1;7;0;1;6;0;3;0;19
"355710 Votuporanga";2;1;0;6;2;1;5;0;2;0;19
"350000 Município ignorado - SP";0;0;0;1;0;0;0;0;0;0;1
"Total";93;381;242;992;599;648;1662;386;817;3;5823
