 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2023
UF Residência: Bahia
Região Res.: Região Nordeste
UF Notificação: Bahia
Região Not.: Região Nordeste
Período:2023
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"290040 Água Fria";0;0;0;0;0;0;0;2;0;0;0;0;2
"290060 Aiquara";0;0;0;0;0;0;0;0;0;1;0;0;1
"290070 Alagoinhas";0;0;0;0;0;6;9;4;4;1;1;0;25
"290080 Alcobaça";0;0;0;0;0;0;1;0;1;1;0;0;3
"290110 Amélia Rodrigues";1;0;0;0;0;0;1;1;1;0;0;0;4
"290170 Antônio Cardoso";0;0;0;0;0;0;1;0;0;0;0;0;1
"290205 Araças";0;0;0;1;0;0;1;0;1;0;0;0;3
"290210 Araci";0;0;0;0;0;0;1;0;0;0;0;0;1
"290220 Aramari";0;0;0;0;0;0;1;0;0;0;0;0;1
"290270 Barra";0;0;0;0;0;0;1;0;0;1;0;0;2
"290280 Barra da Estiva";0;0;0;0;0;0;0;2;1;0;0;0;3
"290320 Barreiras";0;0;0;0;1;11;13;7;7;4;1;0;44
"290340 Belmonte";0;0;0;0;0;0;0;0;0;0;1;0;1
"290390 Bom Jesus da Lapa";0;0;0;0;0;2;0;0;4;1;0;0;7
"290400 Boninal";0;0;0;0;0;0;0;1;0;0;0;0;1
"290430 Brejões";0;0;0;0;0;0;0;0;1;0;0;0;1
"290460 Brumado";0;0;0;0;0;3;5;3;0;0;1;0;12
"290470 Buerarema";0;0;0;0;0;0;0;0;1;0;0;0;1
"290500 Caculé";0;0;0;0;0;0;0;1;0;0;0;0;1
"290520 Caetité";0;0;0;0;0;0;1;0;1;0;0;0;2
"290540 Cairu";0;0;0;0;0;0;1;2;0;0;0;0;3
"290560 Camacan";0;0;0;0;0;0;1;0;0;1;0;0;2
"290570 Camaçari";0;0;0;0;0;8;9;16;8;1;0;0;42
"290580 Camamu";0;0;0;0;0;1;0;1;1;0;0;0;3
"290590 Campo Alegre de Lourdes";0;0;0;0;0;0;1;0;0;0;0;0;1
"290600 Campo Formoso";0;0;0;0;0;1;2;2;0;0;1;0;6
"290630 Canavieiras";0;0;0;0;0;0;2;0;2;2;0;0;6
"290650 Candeias";0;0;0;0;0;0;2;3;1;2;0;0;8
"290690 Caravelas";0;0;0;0;0;1;0;0;0;0;0;0;1
"290710 Carinhanha";0;0;0;0;0;1;0;0;0;0;0;0;1
"290720 Casa Nova";0;0;0;0;0;1;1;1;2;0;0;0;5
"290750 Catu";0;0;0;0;0;2;0;0;0;0;1;0;3
"290760 Central";0;0;0;0;0;0;0;0;1;0;0;0;1
"290790 Cipó";0;0;0;0;0;0;0;1;0;0;0;0;1
"290850 Conceição do Jacuípe";0;0;0;0;0;1;1;0;1;1;0;0;4
"290860 Conde";0;0;0;0;0;0;1;0;0;0;0;0;1
"290930 Correntina";0;0;0;0;0;0;0;0;0;1;0;0;1
"290970 Cristópolis";0;0;0;0;0;0;0;1;0;0;1;0;2
"290980 Cruz das Almas";0;0;0;0;0;0;1;1;0;1;0;0;3
"290990 Curaçá";0;0;0;0;0;0;0;1;0;0;0;0;1
"291005 Dias d'Ávila";0;0;0;0;1;2;3;4;1;1;0;0;12
"291020 Dom Macedo Costa";0;0;0;0;0;0;0;1;0;0;0;0;1
"291030 Elísio Medrado";0;0;0;0;0;0;1;1;0;0;1;0;3
"291050 Entre Rios";0;0;0;0;0;1;1;1;2;0;0;0;5
"291060 Esplanada";0;0;0;0;0;0;1;0;0;0;0;0;1
"291070 Euclides da Cunha";0;0;0;0;0;1;1;0;0;0;0;0;2
"291072 Eunápolis";0;0;1;0;0;1;8;12;4;4;0;0;30
"291077 Feira da Mata";0;0;0;0;0;1;0;1;1;0;0;0;3
"291080 Feira de Santana";2;0;0;0;2;38;36;24;13;8;6;1;130
"291085 Filadélfia";0;0;0;0;0;0;0;0;1;0;0;0;1
"291110 Formosa do Rio Preto";0;0;0;0;0;0;2;0;0;0;0;0;2
"291120 Gandu";0;0;0;0;0;1;0;1;2;0;0;0;4
"291150 Gongogi";0;0;0;0;0;0;0;1;0;0;0;0;1
"291170 Guanambi";0;0;0;0;0;6;2;1;1;0;0;0;10
"291190 Iaçu";0;0;0;0;0;1;1;0;0;0;0;0;2
"291210 Ibicaraí";0;0;0;0;0;0;0;0;0;1;0;0;1
"291230 Ibicuí";0;0;0;0;0;0;0;1;0;0;0;0;1
"291290 Ibirataia";0;0;0;0;0;0;0;1;1;0;0;0;2
"291310 Ibititá";0;0;0;0;0;0;0;1;0;0;0;0;1
"291350 Iguaí";0;0;0;0;0;0;1;0;0;1;0;0;2
"291360 Ilhéus";0;0;0;0;3;15;17;23;6;8;1;1;74
"291370 Inhambupe";0;0;0;0;1;0;1;0;0;0;0;0;2
"291390 Ipiaú";0;0;0;0;0;0;0;0;0;2;0;0;2
"291400 Ipirá";0;0;0;0;1;0;2;0;1;0;0;0;4
"291450 Irará";0;0;0;0;0;1;0;1;0;0;0;0;2
"291460 Irecê";0;0;0;0;0;2;5;4;2;2;0;0;15
"291465 Itabela";0;0;0;0;0;0;1;0;2;0;0;0;3
"291470 Itaberaba";0;0;0;0;0;1;5;1;0;0;0;0;7
"291480 Itabuna";0;0;1;0;3;16;19;21;9;6;1;0;76
"291500 Itaeté";0;0;0;0;0;1;1;0;0;0;0;0;2
"291550 Itajuípe";0;0;0;0;0;0;0;0;1;0;0;0;1
"291560 Itamaraju";0;0;0;0;0;1;4;3;2;0;1;0;11
"291580 Itambé";0;0;0;0;0;0;1;0;0;0;0;0;1
"291600 Itanhém";0;0;0;0;0;0;1;0;0;0;0;0;1
"291610 Itaparica";0;0;0;0;0;0;1;0;0;0;0;0;1
"291620 Itapé";0;0;0;0;0;0;0;0;1;0;0;0;1
"291630 Itapebi";0;0;0;0;0;0;1;1;0;1;1;0;4
"291640 Itapetinga";0;0;0;0;1;3;2;3;1;0;0;0;10
"291680 Itarantim";0;0;0;0;0;0;0;1;0;0;0;0;1
"291740 Jacaraci";0;0;0;0;0;0;0;0;0;0;1;0;1
"291750 Jacobina";0;0;0;0;0;1;3;2;0;0;0;0;6
"291770 Jaguarari";0;0;0;0;0;0;0;2;0;0;0;0;2
"291780 Jaguaripe";0;0;0;0;0;0;0;2;0;0;0;0;2
"291790 Jandaíra";0;0;0;0;0;0;0;0;0;1;0;0;1
"291800 Jequié";0;0;0;1;0;14;13;3;3;2;0;0;36
"291810 Jeremoabo";0;0;0;0;0;0;0;0;1;0;0;0;1
"291835 João Dourado";0;0;0;0;0;0;1;1;0;0;0;0;2
"291840 Juazeiro";0;0;0;0;1;14;12;6;6;0;0;0;39
"291875 Lagoa Real";0;0;0;0;0;1;0;0;0;0;0;0;1
"291880 Laje";0;0;0;0;0;0;0;1;0;0;0;0;1
"291905 Lajedo do Tabocal";0;0;0;0;0;0;1;0;0;0;0;0;1
"291920 Lauro de Freitas";0;0;0;0;0;8;11;11;2;3;0;0;35
"291950 Livramento de Nossa Senhora";0;0;0;0;0;0;0;0;0;0;1;0;1
"291955 Luís Eduardo Magalhães";0;0;0;0;0;11;4;4;2;1;0;0;22
"291980 Macaúbas";0;0;0;0;0;0;0;0;1;0;0;0;1
"291992 Madre de Deus";0;0;0;0;0;1;0;0;0;0;0;0;1
"292000 Maiquinique";0;0;0;0;0;0;0;1;0;0;0;0;1
"292030 Malhada de Pedras";0;0;0;0;0;0;0;0;1;0;0;0;1
"292050 Maracás";0;0;0;0;0;0;0;1;0;0;0;0;1
"292070 Maraú";0;0;0;0;0;0;0;3;0;0;0;0;3
"292090 Mascote";0;0;0;0;0;0;0;1;0;0;0;0;1
"292100 Mata de São João";0;0;0;0;1;1;0;2;2;0;0;0;6
"292110 Medeiros Neto";0;0;0;0;0;0;1;0;0;0;0;0;1
"292140 Mirangaba";0;0;0;0;0;1;0;0;0;0;0;0;1
"292200 Mucuri";0;0;0;0;0;0;2;3;3;1;0;0;9
"292210 Mundo Novo";0;0;0;0;0;0;1;0;0;0;0;0;1
"292250 Nazaré";0;0;0;0;0;0;0;2;0;0;0;0;2
"292300 Nova Viçosa";0;0;0;0;0;0;2;1;3;0;0;0;6
"292330 Ouriçangas";0;0;0;0;0;0;0;0;1;0;0;0;1
"292340 Palmas de Monte Alto";0;0;0;0;0;1;0;0;0;0;0;0;1
