 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2017
UF Residência: Ceará
Região Res.: Região Nordeste
UF Notificação: Ceará
Período:2017
"Município (Res)";"< 1 ano";"1-4";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"230015 Acarape";0;0;0;0;0;1;0;0;0;0;0;1
"230020 Acaraú";0;0;0;1;0;2;1;1;0;0;0;5
"230090 Apuiarés";0;0;0;0;0;0;1;0;0;0;0;1
"230100 Aquiraz";0;0;0;0;0;3;4;1;0;0;0;8
"230110 Aracati";0;0;0;1;2;4;2;1;1;0;0;11
"230160 Assaré";0;0;0;0;0;0;0;0;1;0;0;1
"230185 Banabuiú";0;0;0;0;0;1;0;0;0;0;0;1
"230190 Barbalha";0;0;0;0;1;0;0;0;0;0;0;1
"230195 Barreira";0;0;0;0;0;0;1;0;0;0;0;1
"230200 Barro";0;0;0;0;0;0;1;0;0;0;0;1
"230205 Barroquinha";0;0;0;0;1;0;0;0;0;0;0;1
"230210 Baturité";0;0;0;1;1;0;0;0;0;0;0;2
"230220 Beberibe";0;0;0;0;0;1;2;0;0;0;0;3
"230230 Bela Cruz";0;0;0;0;0;1;1;0;0;0;0;2
"230260 Camocim";0;0;0;0;1;1;0;1;0;0;0;3
"230280 Canindé";0;0;0;0;0;1;0;1;0;0;0;2
"230310 Cariré";0;0;0;0;0;1;0;0;0;0;0;1
"230330 Cariús";0;0;0;0;1;0;0;0;0;0;0;1
"230350 Cascavel";0;0;0;0;4;9;0;0;0;1;1;15
"230365 Catunda";0;0;0;0;0;0;1;0;0;0;0;1
"230370 Caucaia";0;0;0;2;10;18;7;7;1;0;0;45
"230390 Chaval";0;0;0;0;0;0;0;1;0;0;0;1
"230395 Chorozinho";0;0;0;0;1;0;2;0;0;0;0;3
"230400 Coreaú";0;0;0;0;0;1;0;0;0;0;0;1
"230410 Crateús";0;0;0;0;2;2;0;0;0;0;0;4
"230420 Crato";0;0;0;0;7;10;2;2;0;0;0;21
"230423 Croatá";0;0;0;0;1;0;0;0;0;0;0;1
"230428 Eusébio";0;0;0;0;1;1;1;0;0;1;0;4
"230435 Forquilha";0;0;0;0;0;0;1;1;0;0;0;2
"230440 Fortaleza";0;4;1;19;239;248;172;104;22;6;1;816
"230460 General Sampaio";0;0;0;0;0;0;1;0;0;0;0;1
"230465 Graça";0;0;0;0;1;0;0;0;0;0;0;1
"230495 Guaiúba";0;0;0;0;1;0;0;0;0;0;0;1
"230500 Guaraciaba do Norte";0;0;0;0;0;1;0;1;0;0;0;2
"230520 Hidrolândia";0;0;0;0;0;1;0;0;0;0;0;1
"230523 Horizonte";0;0;0;0;0;3;1;0;0;0;0;4
"230540 Icó";0;0;0;0;0;1;0;0;0;0;0;1
"230550 Iguatu";0;0;0;0;1;6;0;1;0;0;0;8
"230560 Independência";0;0;0;0;1;0;0;1;0;0;0;2
"230580 Ipu";0;0;0;0;0;0;1;0;0;0;0;1
"230590 Ipueiras";0;0;0;0;0;0;1;1;1;0;0;3
"230600 Iracema";0;0;0;0;0;1;0;0;0;0;0;1
"230610 Irauçuba";0;0;0;0;1;0;0;0;0;0;0;1
"230625 Itaitinga";0;0;0;0;0;1;4;1;0;0;0;6
"230630 Itapagé";0;0;0;0;0;1;0;0;0;0;0;1
"230640 Itapipoca";0;1;0;0;3;3;3;1;0;0;0;11
"230650 Itapiúna";0;0;0;0;0;0;0;1;0;0;0;1
"230655 Itarema";0;0;0;0;1;1;0;0;0;0;0;2
"230660 Itatira";0;0;0;0;1;0;0;0;0;0;0;1
"230690 Jaguaribe";0;0;0;0;0;1;0;0;0;0;0;1
"230700 Jaguaruana";0;0;0;0;0;0;1;0;0;0;0;1
"230725 Jijoca de Jericoacoara";0;0;0;0;2;2;0;0;0;0;0;4
"230730 Juazeiro do Norte";0;0;0;0;12;17;19;7;1;1;0;57
"230760 Limoeiro do Norte";0;0;0;0;1;1;1;0;0;0;0;3
"230765 Maracanaú";0;0;0;2;7;14;14;4;3;0;0;44
"230770 Maranguape";0;0;0;2;1;4;0;1;1;0;0;9
"230780 Marco";0;0;0;0;1;1;0;0;0;0;0;2
"230790 Martinópole";0;0;0;0;1;0;0;0;0;0;0;1
"230800 Massapê";0;0;0;0;1;0;1;1;0;0;0;3
"230810 Mauriti";0;0;0;0;0;1;0;1;0;0;0;2
"230840 Missão Velha";0;0;0;0;1;0;0;0;0;0;0;1
"230890 Morrinhos";0;0;0;0;0;1;0;0;0;0;0;1
"230900 Mucambo";0;0;0;0;0;0;0;0;0;1;0;1
"230910 Mulungu";0;0;0;0;0;0;1;0;0;0;0;1
"230930 Nova Russas";0;0;0;0;1;0;1;0;0;0;0;2
"230940 Novo Oriente";0;0;0;0;0;0;1;0;0;0;0;1
"230945 Ocara";0;0;0;0;1;0;0;0;0;0;0;1
"230950 Orós";0;0;0;0;0;1;2;0;0;0;0;3
"230960 Pacajus";0;0;0;0;3;0;5;0;0;0;0;8
"230970 Pacatuba";1;0;0;0;2;2;0;3;0;0;0;8
"230990 Pacujá";0;0;0;0;1;1;0;0;0;0;0;2
"231010 Palmácia";0;0;0;0;0;0;1;0;0;0;0;1
"231020 Paracuru";0;0;0;0;1;2;0;0;0;0;0;3
"231030 Parambu";0;0;0;0;1;0;0;1;0;0;0;2
"231040 Paramoti";0;0;0;0;0;1;0;0;0;0;0;1
"231050 Pedra Branca";0;0;0;0;1;2;0;0;0;0;0;3
"231070 Pentecoste";0;0;0;0;0;1;0;0;0;0;0;1
"231080 Pereiro";0;0;0;0;0;0;1;0;0;0;0;1
"231085 Pindoretama";0;0;0;0;0;1;0;0;0;0;0;1
"231090 Piquet Carneiro";0;0;0;0;0;1;0;0;0;0;0;1
"231095 Pires Ferreira";0;0;0;0;0;1;0;0;0;0;0;1
"231130 Quixadá";0;0;0;0;2;3;3;1;0;0;0;9
"231150 Quixeré";0;0;0;0;0;0;1;0;0;0;0;1
"231160 Redenção";0;0;0;0;1;0;0;0;0;0;0;1
"231170 Reriutaba";0;0;0;0;0;0;1;0;0;0;0;1
"231180 Russas";0;0;0;0;0;4;2;0;1;0;0;7
"231220 Santa Quitéria";0;0;0;0;0;1;0;0;0;0;0;1
"231230 São Benedito";0;0;0;0;1;1;1;0;0;0;0;3
"231240 São Gonçalo do Amarante";0;0;0;0;0;2;1;0;1;0;0;4
"231290 Sobral";0;0;0;0;15;15;5;2;1;1;0;39
"231330 Tauá";0;0;0;0;1;1;1;0;0;0;0;3
"231350 Trairi";0;0;0;0;0;0;1;0;0;0;0;1
"231375 Umirim";0;0;0;0;0;1;1;0;0;0;0;2
"231380 Uruburetama";0;0;0;0;1;2;0;0;0;0;0;3
"231390 Uruoca";0;0;0;0;1;0;0;0;0;0;0;1
"231400 Várzea Alegre";0;0;0;0;0;0;0;1;0;0;0;1
"231410 Viçosa do Ceará";0;0;0;0;1;2;0;1;0;0;0;4
"Total";1;5;1;28;343;411;275;150;34;11;2;1261
