 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: São Paulo
Período:2017
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"350010 Adamantina";2;2;0;4
"350030 Aguaí";1;1;0;2
"350050 Águas de Lindóia";0;2;0;2
"350070 Agudos";1;2;0;3
"350090 Altair";1;0;0;1
"350130 Álvares Machado";3;0;0;3
"350140 Álvaro de Carvalho";3;0;0;3
"350160 Americana";14;4;0;18
"350170 Américo Brasiliense";6;4;0;10
"350180 Américo de Campos";1;0;0;1
"350190 Amparo";9;5;0;14
"350210 Andradina";7;1;0;8
"350250 Aparecida";3;0;0;3
"350260 Aparecida d'Oeste";1;0;0;1
"350275 Araçariguama";1;1;0;2
"350280 Araçatuba";30;8;0;38
"350320 Araraquara";29;7;0;36
"350330 Araras";12;3;0;15
"350360 Areiópolis";1;0;0;1
"350380 Artur Nogueira";4;2;0;6
"350390 Arujá";5;2;0;7
"350400 Assis";9;3;0;12
"350410 Atibaia";12;7;0;19
"350440 Avanhandava";1;0;0;1
"350450 Avaré";10;1;0;11
"350510 Barbosa";0;1;0;1
"350520 Bariri";1;0;0;1
"350530 Barra Bonita";2;0;0;2
"350535 Barra do Chapéu";1;0;0;1
"350550 Barretos";23;12;0;35
"350560 Barrinha";0;1;0;1
"350570 Barueri";59;14;0;73
"350590 Batatais";3;1;0;4
"350600 Bauru";70;23;0;93
"350610 Bebedouro";12;12;0;24
"350620 Bento de Abreu";0;1;0;1
"350630 Bernardino de Campos";2;0;0;2
"350635 Bertioga";3;0;0;3
"350650 Birigui";18;5;0;23
"350660 Biritiba-Mirim";2;0;0;2
"350700 Boituva";13;3;0;16
"350710 Bom Jesus dos Perdões";1;0;0;1
"350730 Boracéia";1;0;0;1
"350750 Botucatu";22;8;0;30
"350760 Bragança Paulista";11;5;0;16
"350775 Brejo Alegre";1;0;0;1
"350790 Brotas";1;0;0;1
"350800 Buri";1;1;0;2
"350810 Buritama";2;0;0;2
"350840 Cabreúva";5;1;0;6
"350850 Caçapava";5;2;0;7
"350860 Cachoeira Paulista";5;3;0;8
"350870 Caconde";1;0;0;1
"350900 Caieiras";5;0;0;5
"350910 Caiuá";1;0;0;1
"350920 Cajamar";13;1;0;14
"350925 Cajati";1;3;0;4
"350930 Cajobi";1;0;0;1
"350940 Cajuru";1;1;0;2
"350950 Campinas";185;59;0;244
"350960 Campo Limpo Paulista";4;3;0;7
"350970 Campos do Jordão";7;0;0;7
"350990 Cananéia";1;0;0;1
"351030 Capela do Alto";1;0;0;1
"351040 Capivari";7;7;0;14
"351050 Caraguatatuba";34;11;0;45
"351060 Carapicuíba";41;11;0;52
"351080 Casa Branca";4;1;0;5
"351100 Castilho";0;1;0;1
"351110 Catanduva";22;5;0;27
"351140 Cerqueira César";2;0;0;2
"351150 Cerquilho";2;0;0;2
"355720 Chavantes";2;0;0;2
"351190 Clementina";1;0;0;1
"351200 Colina";4;3;0;7
"351220 Conchal";2;0;0;2
"351230 Conchas";1;0;0;1
"351240 Cordeirópolis";1;1;0;2
"351270 Corumbataí";1;0;0;1
"351280 Cosmópolis";5;6;0;11
"351300 Cotia";23;8;0;31
"351310 Cravinhos";3;1;0;4
"351340 Cruzeiro";6;0;0;6
"351350 Cubatão";13;5;0;18
"351360 Cunha";1;1;0;2
"351370 Descalvado";3;1;0;4
"351380 Diadema";53;17;0;70
"351390 Divinolândia";0;1;0;1
"351400 Dobrada";0;1;0;1
"351440 Dracena";3;2;0;5
"351500 Embu";26;10;0;36
"351510 Embu-Guaçu";3;3;0;6
"351520 Estrela d'Oeste";1;0;0;1
"351540 Fartura";1;0;0;1
"351550 Fernandópolis";6;2;0;8
"351570 Ferraz de Vasconcelos";17;4;0;21
"351600 Flórida Paulista";1;0;0;1
"351610 Florínia";1;0;0;1
"351620 Franca";42;8;0;50
"351630 Francisco Morato";13;8;0;21
"351640 Franco da Rocha";18;4;0;22
"351670 Garça";2;0;0;2
"351700 Getulina";0;1;0;1
"351720 Guaiçara";1;0;0;1
"351740 Guaíra";3;0;0;3
"351750 Guapiaçu";1;0;0;1
"351780 Guaraçaí";0;1;0;1
"351790 Guaraci";2;0;0;2
"351820 Guararapes";1;1;0;2
"351830 Guararema";1;1;0;2
"351840 Guaratinguetá";16;2;0;18
"351850 Guareí";4;0;0;4
"351860 Guariba";2;0;0;2
"351870 Guarujá";50;19;0;69
"351880 Guarulhos";150;50;0;200
"351890 Guzolândia";1;0;0;1
"351907 Hortolândia";26;6;0;32
"351925 Iaras";1;0;0;1
"351930 Ibaté";0;1;0;1
"351940 Ibirá";1;0;0;1
"351960 Ibitinga";5;2;0;7
"351970 Ibiúna";0;1;0;1
"351980 Icém";1;0;0;1
"352020 Igaratá";0;1;0;1
"352030 Iguape";2;0;0;2
"352044 Ilha Solteira";2;1;0;3
"352050 Indaiatuba";20;5;0;25
"352100 Iperó";1;0;0;1
"352130 Ipuã";2;0;0;2
"352140 Iracemápolis";1;0;0;1
"352150 Irapuã";0;1;0;1
"352170 Itaberá";2;0;0;2
"352210 Itanhaém";15;4;0;19
"352220 Itapecerica da Serra";17;8;0;25
"352230 Itapetininga";16;7;0;23
"352240 Itapeva";6;1;0;7
"352250 Itapevi";19;9;0;28
"352260 Itapira";6;2;0;8
"352270 Itápolis";4;1;0;5
"352310 Itaquaquecetuba";29;5;0;34
"352320 Itararé";5;0;0;5
"352330 Itariri";2;0;0;2
"352340 Itatiba";8;2;0;10
"352350 Itatinga";1;3;0;4
