 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: São Paulo
Período:2017
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"352360 Itirapina";6;0;0;6
"352370 Itirapuã";0;1;0;1
"352390 Itu";19;12;0;31
"352400 Itupeva";7;2;0;9
"352410 Ituverava";8;2;0;10
"352430 Jaboticabal";4;2;0;6
"352440 Jacareí";25;9;0;34
"352450 Jaci";1;0;0;1
"352470 Jaguariúna";4;4;0;8
"352480 Jales";10;3;0;13
"352500 Jandira";10;3;0;13
"352510 Jardinópolis";4;2;0;6
"352520 Jarinu";1;0;0;1
"352530 Jaú";15;8;0;23
"352570 José Bonifácio";1;0;0;1
"352580 Júlio Mesquita";0;1;0;1
"352590 Jundiaí";49;21;0;70
"352600 Junqueirópolis";6;3;0;9
"352610 Juquiá";0;1;0;1
"352640 Laranjal Paulista";1;0;0;1
"352670 Leme";8;5;0;13
"352680 Lençóis Paulista";1;3;0;4
"352690 Limeira";30;13;0;43
"352710 Lins";8;7;0;15
"352720 Lorena";9;5;0;14
"352730 Louveira";3;2;0;5
"352740 Lucélia";2;0;0;2
"352780 Lupércio";1;0;0;1
"352840 Mairinque";3;0;0;3
"352850 Mairiporã";5;4;0;9
"352870 Marabá Paulista";4;0;0;4
"352880 Maracaí";1;0;0;1
"352890 Mariápolis";0;1;0;1
"352900 Marília";16;8;0;24
"352920 Martinópolis";4;1;0;5
"352930 Matão";3;0;0;3
"352940 Mauá";41;16;0;57
"352960 Meridiano";0;1;0;1
"352980 Mineiros do Tietê";1;1;0;2
"352990 Miracatu";2;0;0;2
"353030 Mirassol";8;3;0;11
"353050 Mococa";3;1;0;4
"353060 Mogi das Cruzes";41;8;0;49
"353070 Mogi Guaçu";18;5;0;23
"353080 Moji Mirim";6;0;0;6
"353110 Mongaguá";7;4;0;11
"353130 Monte Alto";6;2;0;8
"353140 Monte Aprazível";1;2;0;3
"353180 Monte Mor";4;0;0;4
"353200 Morungaba";1;0;0;1
"353240 Nazaré Paulista";1;0;0;1
"353280 Nova Aliança";1;0;0;1
"353282 Nova Campina";1;0;0;1
"353300 Nova Granada";2;0;0;2
"353340 Nova Odessa";3;4;0;7
"353390 Olímpia";4;2;0;6
"353400 Onda Verde";1;0;0;1
"353420 Orindiúva";2;0;0;2
"353430 Orlândia";0;1;0;1
"353440 Osasco";77;25;0;102
"353470 Ourinhos";17;5;0;22
"353480 Ouro Verde";1;1;0;2
"353475 Ouroeste";2;0;0;2
"353490 Pacaembu";1;0;0;1
"353500 Palestina";0;1;0;1
"353520 Palmeira d'Oeste";0;1;0;1
"353530 Palmital";1;0;0;1
"353540 Panorama";1;0;0;1
"353550 Paraguaçu Paulista";4;3;0;7
"353620 Pariquera-Açu";4;0;0;4
"353640 Paulicéia";0;1;0;1
"353650 Paulínia";4;7;0;11
"353670 Pederneiras";2;0;0;2
"353700 Pedregulho";1;0;0;1
"353710 Pedreira";3;0;0;3
"353720 Pedro de Toledo";2;1;0;3
"353730 Penápolis";10;1;0;11
"353740 Pereira Barreto";2;2;0;4
"353760 Peruíbe";13;3;0;16
"353780 Piedade";3;1;0;4
"353800 Pindamonhangaba";3;1;0;4
"353820 Pinhalzinho";1;0;0;1
"353850 Piquete";1;0;0;1
"353860 Piracaia";2;0;0;2
"353870 Piracicaba";50;20;0;70
"353890 Pirajuí";1;1;0;2
"353920 Pirapozinho";4;1;0;5
"353930 Pirassununga";9;1;0;10
"353950 Pitangueiras";3;1;0;4
"353960 Planalto";1;1;0;2
"353980 Poá";9;4;0;13
"354000 Pompéia";1;1;0;2
"354050 Porangaba";0;1;0;1
"354060 Porto Feliz";2;1;0;3
"354070 Porto Ferreira";7;5;0;12
"354075 Potim";3;0;0;3
"354080 Potirendaba";1;0;0;1
"354085 Pracinha";2;0;0;2
"354090 Pradópolis";0;1;0;1
"354100 Praia Grande";32;19;0;51
"354130 Presidente Epitácio";2;0;0;2
"354140 Presidente Prudente";43;16;0;59
"354150 Presidente Venceslau";5;4;0;9
"354165 Quadra";0;1;0;1
"354210 Rafard";0;1;0;1
"354220 Rancharia";3;2;0;5
"354230 Redenção da Serra";0;1;0;1
"354240 Regente Feijó";1;0;0;1
"354260 Registro";8;4;0;12
"354290 Ribeirão Bonito";2;0;0;2
"354320 Ribeirão do Sul";1;0;0;1
"354330 Ribeirão Pires";7;1;0;8
"354340 Ribeirão Preto";98;31;0;129
"354390 Rio Claro";18;4;0;22
"354400 Rio das Pedras";0;1;0;1
"354410 Rio Grande da Serra";4;0;0;4
"354420 Riolândia";2;0;0;2
"354425 Rosana";0;1;0;1
"354450 Rubinéia";0;1;0;1
"354500 Salesópolis";2;0;0;2
"354515 Saltinho";1;0;0;1
"354520 Salto";15;5;0;20
"354530 Salto de Pirapora";1;0;0;1
"354540 Salto Grande";0;1;0;1
"354550 Sandovalina";1;0;0;1
"354580 Santa Bárbara d'Oeste";24;3;0;27
"354620 Santa Cruz da Conceição";1;0;0;1
"354630 Santa Cruz das Palmeiras";1;0;0;1
"354660 Santa Fé do Sul";5;5;0;10
"354680 Santa Isabel";4;0;0;4
"354750 Santa Rita do Passa Quatro";2;0;0;2
"354730 Santana de Parnaíba";2;0;0;2
"354770 Santo Anastácio";1;0;0;1
"354780 Santo André";85;18;0;103
"354850 Santos";65;31;0;96
"354870 São Bernardo do Campo";85;15;0;100
"354880 São Caetano do Sul";20;5;0;25
"354890 São Carlos";31;12;0;43
"354910 São João da Boa Vista";7;4;0;11
"354970 São José do Rio Pardo";4;1;0;5
"354980 São José do Rio Preto";133;28;0;161
"354990 São José dos Campos";80;32;1;113
"355010 São Manuel";1;0;0;1
"355030 São Paulo";2055;542;5;2602
"355040 São Pedro";2;0;0;2
"355050 São Pedro do Turvo";1;0;0;1
"355060 São Roque";5;1;0;6
"355070 São Sebastião";13;2;0;15
"355090 São Simão";1;0;0;1
"355100 São Vicente";47;15;0;62
"355140 Serra Azul";1;0;0;1
"355150 Serrana";5;1;0;6
"355170 Sertãozinho";10;6;0;16
"355180 Sete Barras";1;0;0;1
"355190 Severínia";1;0;0;1
"355220 Sorocaba";54;16;0;70
"355240 Sumaré";22;12;0;34
"355250 Suzano";28;6;0;34
"355280 Taboão da Serra";32;5;0;37
"355320 Taiúva";5;0;0;5
"355340 Tanabi";0;2;0;2
"355360 Tapiratiba";1;0;0;1
"355365 Taquaral";1;0;0;1
"355370 Taquaritinga";5;3;0;8
"355380 Taquarituba";0;1;0;1
"355385 Taquarivaí";2;0;0;2
"355400 Tatuí";21;5;0;26
"355410 Taubaté";39;18;0;57
"355430 Teodoro Sampaio";1;1;0;2
"355450 Tietê";2;1;0;3
"355480 Tremembé";2;0;0;2
"355500 Tupã";8;3;0;11
"355510 Tupi Paulista";4;2;0;6
"355535 Ubarana";1;0;0;1
"355540 Ubatuba";11;6;0;17
"355610 Valentim Gentil";2;0;0;2
"355620 Valinhos";11;6;0;17
"355630 Valparaíso";2;0;0;2
"355635 Vargem";1;0;0;1
"355640 Vargem Grande do Sul";9;5;1;15
"355645 Vargem Grande Paulista";3;1;0;4
"355650 Várzea Paulista";7;2;0;9
"355670 Vinhedo";6;2;0;8
"355680 Viradouro";3;1;0;4
"355690 Vista Alegre do Alto";1;0;0;1
"355700 Votorantim";11;3;0;14
"355710 Votuporanga";8;4;0;12
"350000 Município ignorado - SP";4;1;0;5
"Total";5357;1656;7;7020
