 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Rio de Janeiro
Período:2023
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"330010 Angra dos Reis";0;0;0;0;0;8;9;3;4;4;1;0;29
"330020 Araruama";0;0;0;0;0;5;3;8;3;2;1;0;22
"330022 Areal";0;0;0;0;0;1;0;4;1;0;0;0;6
"330023 Armação dos Búzios";0;0;0;0;1;1;4;1;0;1;0;0;8
"330025 Arraial do Cabo";0;0;0;0;1;1;2;2;0;0;0;0;6
"330030 Barra do Piraí";0;0;0;0;0;3;1;6;3;0;0;0;13
"330040 Barra Mansa";0;0;0;0;0;9;8;8;4;2;0;0;31
"330045 Belford Roxo";0;0;0;0;3;18;20;13;17;5;2;0;78
"330060 Bom Jesus do Itabapoana";0;0;0;0;3;3;0;2;0;0;0;0;8
"330070 Cabo Frio";0;0;0;0;0;21;12;9;9;5;0;0;56
"330080 Cachoeiras de Macacu";0;0;0;0;1;2;4;3;3;0;0;0;13
"330090 Cambuci";0;0;0;0;0;0;0;1;0;0;0;0;1
"330100 Campos dos Goytacazes";1;1;0;0;5;19;30;33;16;5;3;0;113
"330110 Cantagalo";0;0;0;0;0;0;1;0;0;0;0;0;1
"330093 Carapebus";0;0;0;0;0;1;0;1;0;0;0;0;2
"330120 Carmo";0;0;0;0;0;0;2;1;1;0;0;0;4
"330130 Casimiro de Abreu";0;0;0;0;0;0;4;2;3;1;0;0;10
"330140 Conceição de Macabu";0;0;0;0;0;0;1;0;0;0;0;0;1
"330170 Duque de Caxias";2;1;0;0;2;65;60;47;31;3;2;0;213
"330185 Guapimirim";0;0;0;0;1;2;0;1;0;0;0;0;4
"330187 Iguaba Grande";0;0;0;0;0;1;0;3;1;0;0;0;5
"330190 Itaboraí";0;0;0;0;0;8;13;18;7;4;0;0;50
"330200 Itaguaí";0;0;0;0;0;4;9;12;3;2;0;0;30
"330205 Italva";0;0;0;0;0;0;0;0;1;0;0;0;1
"330210 Itaocara";0;0;0;0;0;0;0;1;0;0;0;0;1
"330220 Itaperuna";0;0;0;0;0;7;7;4;3;1;1;0;23
"330225 Itatiaia";0;0;0;0;0;0;3;0;0;0;0;0;3
"330227 Japeri";0;0;0;0;4;15;15;10;1;1;0;0;46
"330240 Macaé";0;0;1;0;1;13;21;19;13;5;1;0;74
"330245 Macuco";0;0;0;0;0;0;2;0;0;0;0;0;2
"330250 Magé";0;1;0;0;1;23;22;12;9;2;2;1;73
"330260 Mangaratiba";0;0;0;0;0;2;1;4;2;0;1;0;10
"330270 Maricá";0;0;0;0;0;12;12;13;7;2;1;0;47
"330280 Mendes";0;0;0;0;1;0;0;0;0;0;0;0;1
"330285 Mesquita";0;0;0;0;1;11;10;13;4;1;0;0;40
"330290 Miguel Pereira";0;0;0;0;0;0;2;2;0;2;0;0;6
"330320 Nilópolis";0;0;0;0;0;7;9;3;1;0;0;0;20
"330330 Niterói";0;0;0;0;1;28;33;38;16;6;0;1;123
"330340 Nova Friburgo";0;0;0;0;0;7;10;3;2;2;0;0;24
"330350 Nova Iguaçu";5;4;1;0;7;99;88;65;42;21;1;0;333
"330360 Paracambi";0;0;0;0;0;0;0;2;2;0;0;0;4
"330370 Paraíba do Sul";0;0;0;0;0;1;1;0;0;0;0;0;2
"330380 Parati";0;0;0;0;0;1;3;1;0;2;0;0;7
"330390 Petrópolis";0;0;0;0;1;10;22;20;9;5;1;0;68
"330395 Pinheiral";0;0;0;0;0;0;0;1;0;0;0;0;1
"330400 Piraí";0;0;0;0;0;0;0;1;0;0;0;0;1
"330410 Porciúncula";0;0;0;0;0;1;1;1;0;0;0;0;3
"330411 Porto Real";0;0;0;0;0;0;0;1;0;0;0;0;1
"330412 Quatis";0;0;0;0;0;0;1;0;0;0;0;0;1
"330414 Queimados";0;0;0;1;2;18;8;14;4;4;0;0;51
"330415 Quissamã";0;0;0;0;0;0;0;2;0;0;0;0;2
"330420 Resende";0;0;0;0;0;8;8;8;4;3;0;0;31
"330430 Rio Bonito";1;0;0;0;0;2;2;4;3;1;0;0;13
"330440 Rio Claro";0;0;0;0;0;0;1;0;0;0;0;0;1
"330452 Rio das Ostras";0;0;0;0;1;8;12;12;4;2;0;0;39
"330455 Rio de Janeiro";6;6;3;1;30;462;536;428;242;107;26;9;1856
"330470 Santo Antônio de Pádua";0;0;0;0;0;3;0;1;1;0;0;0;5
"330480 São Fidélis";0;0;0;0;0;2;0;0;0;0;0;0;2
"330475 São Francisco de Itabapoana";0;0;0;0;0;0;0;2;0;0;0;0;2
"330490 São Gonçalo";0;2;0;1;3;55;50;62;32;13;6;2;226
"330500 São João da Barra";0;0;0;0;0;0;0;3;1;2;0;0;6
"330510 São João de Meriti";3;1;0;0;1;20;17;20;14;5;1;0;82
"330520 São Pedro da Aldeia";0;0;0;0;0;7;8;7;2;2;0;0;26
"330530 São Sebastião do Alto";0;0;0;0;0;1;0;0;0;1;0;0;2
"330540 Sapucaia";0;0;0;0;0;0;0;0;1;0;0;0;1
"330550 Saquarema";0;0;0;0;0;6;6;7;0;2;0;0;21
"330555 Seropédica";0;1;1;0;1;5;4;3;1;1;1;0;18
"330575 Tanguá";0;0;0;0;1;1;0;0;0;0;0;0;2
