 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: São Paulo
Período:2023
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"350010 Adamantina";2;0;0;2
"350030 Aguaí";1;0;0;1
"350050 Águas de Lindóia";1;0;0;1
"350070 Agudos";2;0;0;2
"350140 Álvaro de Carvalho";0;1;0;1
"350160 Americana";20;3;0;23
"350170 Américo Brasiliense";5;2;0;7
"350180 Américo de Campos";1;0;0;1
"350190 Amparo";2;1;0;3
"350210 Andradina";7;1;0;8
"350220 Angatuba";1;0;0;1
"350240 Anhumas";0;1;0;1
"350250 Aparecida";3;0;0;3
"350260 Aparecida d'Oeste";1;0;0;1
"350270 Apiaí";0;1;0;1
"350275 Araçariguama";2;0;0;2
"350280 Araçatuba";40;9;0;49
"350290 Araçoiaba da Serra";1;0;0;1
"350300 Aramina";1;0;0;1
"350320 Araraquara";30;2;0;32
"350330 Araras";12;5;0;17
"350380 Artur Nogueira";3;0;0;3
"350390 Arujá";2;0;0;2
"350400 Assis";8;5;0;13
"350410 Atibaia";12;4;0;16
"350440 Avanhandava";1;1;0;2
"350450 Avaré";8;1;0;9
"350480 Bálsamo";1;0;0;1
"350510 Barbosa";1;0;0;1
"350520 Bariri";3;0;0;3
"350550 Barretos";14;7;0;21
"350560 Barrinha";0;2;0;2
"350570 Barueri";52;18;0;70
"350580 Bastos";0;1;0;1
"350590 Batatais";3;2;0;5
"350600 Bauru";64;30;0;94
"350610 Bebedouro";6;5;0;11
"350635 Bertioga";6;5;0;11
"350640 Bilac";1;0;0;1
"350650 Birigui";12;2;0;14
"350690 Bofete";1;0;0;1
"350700 Boituva";3;0;0;3
"350715 Bom Sucesso de Itararé";1;0;0;1
"350730 Boracéia";1;0;0;1
"350740 Borborema";2;1;0;3
"350750 Botucatu";24;3;0;27
"350760 Bragança Paulista";14;3;0;17
"350790 Brotas";1;1;0;2
"350810 Buritama";1;0;0;1
"350840 Cabreúva";3;0;0;3
"350850 Caçapava";4;4;0;8
"350860 Cachoeira Paulista";2;0;0;2
"350900 Caieiras";4;1;0;5
"350910 Caiuá";1;1;0;2
"350920 Cajamar";9;1;0;10
"350925 Cajati";1;0;0;1
"350930 Cajobi";1;0;0;1
"350940 Cajuru";0;1;0;1
"350950 Campinas";116;32;0;148
"350960 Campo Limpo Paulista";7;2;0;9
"350970 Campos do Jordão";6;0;0;6
"351040 Capivari";3;0;0;3
"351050 Caraguatatuba";30;4;0;34
"351060 Carapicuíba";31;9;0;40
"351080 Casa Branca";3;0;0;3
"351100 Castilho";1;0;0;1
"351110 Catanduva";15;5;0;20
"351130 Cedral";1;0;0;1
"351140 Cerqueira César";3;0;0;3
"351150 Cerquilho";1;1;0;2
"351160 Cesário Lange";1;0;0;1
"355720 Chavantes";0;1;0;1
"351200 Colina";2;1;0;3
"351220 Conchal";1;0;0;1
"351230 Conchas";1;0;0;1
"351280 Cosmópolis";3;1;0;4
"351300 Cotia";22;5;0;27
"351310 Cravinhos";3;0;0;3
"351340 Cruzeiro";7;3;0;10
"351350 Cubatão";14;8;0;22
"351370 Descalvado";1;0;0;1
"351380 Diadema";25;6;0;31
"351410 Dois Córregos";1;0;0;1
"351430 Dourado";1;0;0;1
"351440 Dracena";4;0;0;4
"351480 Eldorado";1;0;0;1
"351500 Embu";24;8;0;32
"351515 Engenheiro Coelho";1;0;0;1
"351518 Espírito Santo do Pinhal";3;1;0;4
"355730 Estiva Gerbi";1;0;0;1
"351550 Fernandópolis";7;2;0;9
"351570 Ferraz de Vasconcelos";14;6;0;20
"351600 Flórida Paulista";0;1;0;1
"351610 Florínia";1;0;0;1
"351620 Franca";33;14;0;47
"351630 Francisco Morato";10;6;0;16
"351640 Franco da Rocha";14;5;0;19
"351660 Gália";1;0;0;1
"351670 Garça";3;1;0;4
"351690 General Salgado";1;0;0;1
"351700 Getulina";1;0;0;1
"351730 Guaimbê";2;0;0;2
"351740 Guaíra";1;2;0;3
"351770 Guará";1;0;0;1
"351780 Guaraçaí";1;0;0;1
"351790 Guaraci";1;1;0;2
"351810 Guarantã";1;0;0;1
"351820 Guararapes";2;0;0;2
"351830 Guararema";1;2;0;3
"351840 Guaratinguetá";20;6;0;26
"351850 Guareí";2;0;0;2
"351860 Guariba";0;1;0;1
"351870 Guarujá";53;15;0;68
"351880 Guarulhos";154;34;0;188
"351907 Hortolândia";14;10;0;24
"351930 Ibaté";3;1;0;4
"351950 Ibirarema";0;1;0;1
"351960 Ibitinga";5;0;0;5
"351970 Ibiúna";8;3;0;11
"352000 Igaraçu do Tietê";2;0;0;2
"352010 Igarapava";1;0;0;1
"352020 Igaratá";0;1;0;1
"352042 Ilha Comprida";2;2;0;4
"352040 Ilhabela";3;1;0;4
"352050 Indaiatuba";25;10;0;35
"352080 Inúbia Paulista";1;0;0;1
"352090 Ipaussu";0;1;0;1
"352100 Iperó";0;1;0;1
"352110 Ipeúna";1;0;0;1
"352190 Itajobi";0;2;0;2
"352210 Itanhaém";13;2;0;15
"352215 Itaóca";2;0;0;2
"352220 Itapecerica da Serra";9;5;0;14
"352230 Itapetininga";13;7;0;20
"352240 Itapeva";9;2;0;11
"352250 Itapevi";29;8;0;37
"352260 Itapira";7;3;0;10
"352270 Itápolis";1;1;0;2
"352280 Itaporanga";0;1;0;1
"352290 Itapuí";0;1;0;1
"352310 Itaquaquecetuba";35;7;0;42
"352320 Itararé";1;1;0;2
"352330 Itariri";1;0;0;1
"352340 Itatiba";4;5;0;9
"352390 Itu";18;6;0;24
"352400 Itupeva";2;0;0;2
"352410 Ituverava";2;1;0;3
"352420 Jaborandi";1;1;0;2
"352430 Jaboticabal";5;3;0;8
"352440 Jacareí";21;6;0;27
"352450 Jaci";1;0;0;1
"352470 Jaguariúna";1;0;0;1
"352480 Jales";3;6;0;9
"352500 Jandira";13;4;0;17
"352510 Jardinópolis";5;0;0;5
"352520 Jarinu";0;1;0;1
"352530 Jaú";17;3;0;20
"352570 José Bonifácio";2;2;0;4
"352590 Jundiaí";53;19;0;72
"352640 Laranjal Paulista";3;2;0;5
"352650 Lavínia";1;0;0;1
"352660 Lavrinhas";0;1;0;1
"352670 Leme";6;3;0;9
"352680 Lençóis Paulista";2;1;0;3
"352690 Limeira";24;9;0;33
"352700 Lindóia";1;0;0;1
"352710 Lins";8;6;0;14
"352720 Lorena";12;6;0;18
"352730 Louveira";1;0;0;1
"352740 Lucélia";1;1;0;2
"352790 Lutécia";1;0;0;1
"352800 Macatuba";1;0;0;1
"352810 Macaubal";1;1;0;2
"352830 Magda";1;0;0;1
"352840 Mairinque";2;3;0;5
"352850 Mairiporã";4;0;0;4
"352870 Marabá Paulista";1;0;0;1
"352900 Marília";18;4;0;22
"352920 Martinópolis";1;0;0;1
"352930 Matão";1;2;0;3
"352940 Mauá";46;6;1;53
"352980 Mineiros do Tietê";1;0;0;1
"352990 Miracatu";1;0;0;1
"353010 Mirandópolis";1;0;0;1
"353030 Mirassol";4;2;0;6
"353050 Mococa";3;0;0;3
"353060 Mogi das Cruzes";33;11;0;44
"353070 Mogi Guaçu";21;6;0;27
"353080 Moji Mirim";10;2;0;12
"353090 Mombuca";1;0;0;1
"353100 Monções";1;0;0;1
"353110 Mongaguá";11;3;0;14
"353130 Monte Alto";2;0;0;2
"353160 Monte Castelo";1;0;0;1
"353180 Monte Mor";4;1;0;5
"353200 Morungaba";1;0;0;1
"353220 Narandiba";1;0;0;1
"353230 Natividade da Serra";1;0;0;1
"353260 Nhandeara";0;1;0;1
"353290 Nova Europa";1;0;0;1
"353320 Nova Independência";1;0;0;1
"353340 Nova Odessa";5;5;0;10
"353390 Olímpia";6;0;0;6
"353430 Orlândia";1;0;0;1
"353440 Osasco";67;22;0;89
"353460 Osvaldo Cruz";0;1;0;1
"353470 Ourinhos";3;6;0;9
"353490 Pacaembu";1;0;0;1
"353500 Palestina";2;0;0;2
"353510 Palmares Paulista";1;0;0;1
"353520 Palmeira d'Oeste";1;0;0;1
"353550 Paraguaçu Paulista";1;2;0;3
"353560 Paraibuna";1;0;0;1
"353580 Paranapanema";0;1;0;1
"353600 Parapuã";2;0;0;2
"353620 Pariquera-Açu";1;1;0;2
"353625 Parisi";1;0;0;1
"353630 Patrocínio Paulista";1;0;0;1
"353650 Paulínia";9;2;0;11
"353710 Pedreira";1;0;0;1
"353730 Penápolis";6;1;0;7
"353740 Pereira Barreto";1;1;0;2
"353760 Peruíbe";11;9;0;20
