 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: São Paulo
Período:2023
"Município (Res)";"Masculino";"Feminino";"Ignorado";"Total"
"353800 Pindamonhangaba";9;5;0;14
"353810 Pindorama";1;1;0;2
"353850 Piquete";0;1;0;1
"353860 Piracaia";1;0;0;1
"353870 Piracicaba";46;16;0;62
"353890 Pirajuí";1;0;0;1
"353920 Pirapozinho";1;1;0;2
"353930 Pirassununga";4;0;0;4
"353950 Pitangueiras";2;0;0;2
"353980 Poá";5;2;0;7
"354060 Porto Feliz";3;4;0;7
"354070 Porto Ferreira";3;0;0;3
"354075 Potim";4;1;0;5
"354080 Potirendaba";1;0;0;1
"354085 Pracinha";1;0;0;1
"354100 Praia Grande";56;15;0;71
"354105 Pratânia";0;1;0;1
"354120 Presidente Bernardes";2;0;0;2
"354130 Presidente Epitácio";1;1;0;2
"354140 Presidente Prudente";38;6;0;44
"354150 Presidente Venceslau";1;1;0;2
"354160 Promissão";2;1;0;3
"354190 Queluz";1;0;0;1
"354220 Rancharia";2;0;0;2
"354240 Regente Feijó";1;1;0;2
"354260 Registro";8;2;0;10
"354270 Restinga";1;0;0;1
"354330 Ribeirão Pires";9;1;0;10
"354340 Ribeirão Preto";91;33;0;124
"354360 Rifaina";2;0;0;2
"354370 Rincão";0;1;0;1
"354390 Rio Claro";20;4;0;24
"354400 Rio das Pedras";0;1;0;1
"354410 Rio Grande da Serra";2;0;0;2
"354420 Riolândia";2;0;0;2
"354350 Riversul";1;0;0;1
"354480 Sales";1;0;0;1
"354510 Salmourão";1;0;0;1
"354520 Salto";7;2;0;9
"354530 Salto de Pirapora";0;1;0;1
"354540 Salto Grande";1;0;0;1
"354560 Santa Adélia";1;0;0;1
"354570 Santa Albertina";1;0;0;1
"354580 Santa Bárbara d'Oeste";18;10;0;28
"354610 Santa Clara d'Oeste";1;0;0;1
"354630 Santa Cruz das Palmeiras";1;0;0;1
"354640 Santa Cruz do Rio Pardo";1;1;0;2
"354660 Santa Fé do Sul";5;3;0;8
"354670 Santa Gertrudes";1;1;0;2
"354680 Santa Isabel";0;1;0;1
"354700 Santa Maria da Serra";1;0;0;1
"354730 Santana de Parnaíba";0;1;0;1
"354770 Santo Anastácio";0;1;0;1
"354780 Santo André";70;16;0;86
"354800 Santo Antônio de Posse";1;1;0;2
"354850 Santos";69;26;0;95
"354870 São Bernardo do Campo";76;21;0;97
"354880 São Caetano do Sul";13;3;0;16
"354890 São Carlos";39;8;0;47
"354910 São João da Boa Vista";11;2;0;13
"354940 São Joaquim da Barra";1;1;0;2
"354950 São José da Bela Vista";1;0;0;1
"354970 São José do Rio Pardo";2;1;0;3
"354980 São José do Rio Preto";90;34;0;124
"354990 São José dos Campos";90;28;0;118
"355030 São Paulo";1789;466;1;2256
"355040 São Pedro";1;0;0;1
"355050 São Pedro do Turvo";1;0;0;1
"355060 São Roque";11;2;0;13
"355070 São Sebastião";10;4;0;14
"355080 São Sebastião da Grama";1;0;0;1
"355100 São Vicente";41;16;0;57
"355160 Serra Negra";3;0;0;3
"355150 Serrana";3;0;0;3
"355170 Sertãozinho";13;7;0;20
"355190 Severínia";0;1;0;1
"355200 Silveiras";1;1;0;2
"355220 Sorocaba";97;37;0;134
"355240 Sumaré";24;8;0;32
"355250 Suzano";20;6;0;26
"355260 Tabapuã";1;0;0;1
"355270 Tabatinga";1;0;0;1
"355280 Taboão da Serra";24;9;0;33
"355320 Taiúva";0;1;0;1
"355330 Tambaú";0;1;0;1
"355340 Tanabi";1;0;0;1
"355370 Taquaritinga";4;0;0;4
"355395 Tarumã";2;0;0;2
"355400 Tatuí";7;6;0;13
"355410 Taubaté";39;9;0;48
"355450 Tietê";1;1;0;2
"355480 Tremembé";4;2;0;6
"355490 Três Fronteiras";3;0;0;3
"355500 Tupã";6;3;0;9
"355510 Tupi Paulista";2;2;0;4
"355540 Ubatuba";13;6;0;19
"355560 Uchoa";0;1;0;1
"355600 Urupês";1;1;0;2
"355620 Valinhos";10;4;0;14
"355630 Valparaíso";3;0;0;3
"355640 Vargem Grande do Sul";0;2;0;2
"355645 Vargem Grande Paulista";3;1;0;4
"355650 Várzea Paulista";7;5;0;12
"355660 Vera Cruz";1;0;0;1
"355670 Vinhedo";3;2;0;5
"355700 Votorantim";17;4;0;21
"355710 Votuporanga";7;1;0;8
"350000 Município ignorado - SP";0;1;0;1
"Total";4749;1429;2;6180
