 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Pará
Período:2016
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"150010 Abaetetuba";0;0;0;0;1;5;13;4;9;1;2;0;35
"150040 Alenquer";0;0;0;0;2;2;0;1;0;1;0;0;6
"150060 Altamira";0;0;0;0;0;7;4;7;4;2;1;0;25
"150080 Ananindeua";1;2;1;1;1;44;65;51;19;3;1;0;189
"150085 Anapu";0;0;0;0;0;0;3;1;1;0;0;0;5
"150090 Augusto Corrêa";1;0;0;0;0;1;2;0;1;0;0;0;5
"150095 Aurora do Pará";0;0;0;0;0;0;1;0;0;0;0;0;1
"150120 Baião";1;0;0;0;0;1;0;0;1;0;0;0;3
"150130 Barcarena";0;0;0;0;2;4;3;5;2;2;0;0;18
"150140 Belém";1;7;3;2;17;267;302;200;105;33;10;3;950
"150145 Belterra";0;0;0;0;0;1;1;0;0;0;0;0;2
"150150 Benevides";0;0;0;0;0;3;5;0;1;0;0;0;9
"150170 Bragança";0;0;0;0;1;13;15;15;7;2;0;0;53
"150172 Brasil Novo";0;0;0;0;0;1;1;1;0;0;0;0;3
"150178 Breu Branco";0;0;0;0;0;1;0;0;1;2;0;0;4
"150180 Breves";0;0;0;0;0;0;0;0;1;0;0;0;1
"150190 Bujaru";0;0;0;0;1;0;0;2;0;0;0;0;3
"150210 Cametá";0;0;0;0;0;0;0;0;2;0;0;0;2
"150215 Canaã dos Carajás";0;0;0;0;1;8;5;0;1;0;0;0;15
"150220 Capanema";0;0;0;0;0;1;2;1;0;0;0;0;4
"150230 Capitão Poço";0;0;0;0;0;0;0;0;1;0;0;0;1
"150240 Castanhal";0;1;2;0;4;26;30;20;11;6;2;0;102
"150250 Chaves";0;0;0;0;0;0;0;0;1;0;0;0;1
"150260 Colares";0;0;0;0;0;0;1;0;0;0;0;0;1
"150270 Conceição do Araguaia";0;0;0;0;0;0;2;0;1;0;0;0;3
"150277 Curionópolis";0;0;0;0;0;0;0;3;0;0;0;0;3
"150280 Curralinho";0;1;0;0;0;1;0;0;0;0;0;0;2
"150290 Curuçá";0;0;0;0;0;1;1;0;0;0;0;0;2
"150293 Dom Eliseu";0;0;0;0;0;2;0;0;0;0;0;0;2
"150295 Eldorado dos Carajás";0;0;0;0;0;0;1;1;0;0;0;0;2
"150309 Goianésia do Pará";0;0;0;0;0;0;1;0;0;0;0;0;1
