 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: São Paulo
Período:2018
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"350010 Adamantina";0;0;0;0;0;1;1;0;0;0;0;0;2
"350030 Aguaí";0;0;0;0;0;0;0;0;0;1;0;0;1
"350050 Águas de Lindóia";0;0;0;0;0;1;0;0;0;0;0;0;1
"350070 Agudos";0;0;0;0;0;0;0;2;0;0;0;0;2
"350100 Altinópolis";0;0;0;0;0;0;0;0;0;1;0;0;1
"350130 Álvares Machado";0;0;0;0;0;0;0;1;0;0;0;0;1
"350160 Americana";0;0;0;0;1;10;9;10;6;1;0;1;38
"350170 Américo Brasiliense";0;0;0;0;0;1;3;3;1;0;0;0;8
"350190 Amparo";0;0;0;0;0;1;4;1;0;1;0;0;7
"350210 Andradina";0;0;0;0;0;2;1;1;0;0;0;0;4
"350250 Aparecida";0;0;0;0;0;1;3;2;0;0;0;0;6
"350275 Araçariguama";0;0;0;0;0;0;0;1;0;0;0;0;1
"350280 Araçatuba";0;0;0;0;1;5;5;15;1;1;0;0;28
"350290 Araçoiaba da Serra";0;0;0;0;0;0;1;0;0;0;0;0;1
"350310 Arandu";0;0;0;1;0;0;0;0;0;0;0;0;1
"350320 Araraquara";0;0;0;0;0;5;8;9;7;3;1;0;33
"350330 Araras";0;0;0;0;1;0;3;2;5;2;0;0;13
"350360 Areiópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"350380 Artur Nogueira";0;0;0;0;0;1;0;2;0;0;0;0;3
"350390 Arujá";0;0;0;0;0;1;1;2;0;0;1;0;5
"350400 Assis";0;0;0;0;0;2;4;3;1;0;1;0;11
"350410 Atibaia";0;0;0;0;0;2;2;3;3;1;0;0;11
"350440 Avanhandava";0;0;0;0;0;0;0;1;0;0;0;0;1
"350450 Avaré";0;0;0;0;0;3;1;3;0;0;0;0;7
"350460 Bady Bassitt";0;0;0;0;0;0;0;0;1;0;0;0;1
"350480 Bálsamo";0;0;0;0;0;0;1;0;0;0;0;0;1
"350520 Bariri";0;0;0;0;0;2;0;1;0;0;0;0;3
"350530 Barra Bonita";0;0;0;0;0;1;1;1;2;0;0;0;5
"350535 Barra do Chapéu";0;0;0;0;0;0;1;0;0;0;0;0;1
"350550 Barretos";0;0;0;0;2;6;6;9;6;2;0;0;31
"350560 Barrinha";0;0;0;0;0;0;1;0;0;0;0;0;1
"350570 Barueri";1;0;0;0;1;15;16;18;4;1;0;0;56
"350580 Bastos";0;0;0;0;0;0;0;0;1;0;0;0;1
"350590 Batatais";0;0;0;0;0;0;1;0;2;1;0;0;4
"350600 Bauru";1;0;0;0;1;24;28;16;9;5;2;0;86
"350610 Bebedouro";0;0;0;0;0;0;5;4;4;2;0;0;15
"350635 Bertioga";0;0;0;0;0;3;5;2;2;0;1;0;13
"350640 Bilac";0;0;0;0;0;0;0;1;0;0;0;0;1
"350650 Birigui";0;0;0;0;0;4;4;2;2;2;0;1;15
"350660 Biritiba-Mirim";0;0;0;0;0;0;0;0;1;0;0;0;1
"350670 Boa Esperança do Sul";0;0;0;0;0;0;0;0;1;0;0;0;1
"350680 Bocaina";0;0;0;0;0;0;1;1;0;0;0;0;2
"350690 Bofete";0;0;0;0;0;0;0;2;0;0;0;0;2
"350700 Boituva";0;0;0;0;1;1;3;2;1;0;0;0;8
"350710 Bom Jesus dos Perdões";0;0;0;0;0;0;0;0;0;1;0;0;1
"350750 Botucatu";0;0;0;0;2;8;10;6;5;0;0;0;31
"350760 Bragança Paulista";0;0;0;0;0;7;2;1;2;1;0;0;13
"350780 Brodowski";0;0;0;0;0;0;2;1;0;0;0;0;3
"350790 Brotas";0;0;0;0;0;0;0;0;0;1;0;0;1
"350810 Buritama";0;0;0;0;0;0;0;1;0;0;0;0;1
"350850 Caçapava";0;0;0;0;0;2;3;6;2;1;0;0;14
"350860 Cachoeira Paulista";0;0;0;0;0;3;2;1;1;0;0;0;7
"350900 Caieiras";0;0;0;0;0;1;4;1;1;0;0;0;7
"350920 Cajamar";0;0;0;0;1;1;2;0;1;1;0;0;6
"350925 Cajati";0;0;0;0;0;1;2;3;0;0;0;0;6
"350950 Campinas";0;0;0;0;2;50;53;45;21;11;2;2;186
"350960 Campo Limpo Paulista";0;0;0;0;1;2;2;1;1;0;0;0;7
"350970 Campos do Jordão";0;0;0;0;0;4;0;1;0;0;0;0;5
"350990 Cananéia";0;0;0;0;0;0;0;0;1;1;0;0;2
"350995 Canas";0;0;0;0;0;0;0;0;0;2;0;0;2
"351000 Cândido Mota";0;0;0;0;0;0;1;1;0;0;0;0;2
"351030 Capela do Alto";0;0;0;0;0;1;0;0;2;0;0;0;3
"351040 Capivari";0;0;0;0;1;2;0;3;0;1;0;0;7
"351050 Caraguatatuba";0;1;0;0;0;3;10;7;4;1;0;0;26
"351060 Carapicuíba";0;0;0;0;3;14;15;11;8;3;0;0;54
"351080 Casa Branca";0;0;0;0;0;0;0;0;0;1;0;0;1
"351090 Cássia dos Coqueiros";0;0;0;0;0;0;1;0;0;0;0;0;1
"351110 Catanduva";0;0;0;1;0;9;8;9;6;0;1;0;34
"351140 Cerqueira César";0;0;0;0;1;0;0;0;0;0;0;0;1
"351150 Cerquilho";0;0;0;0;0;0;1;0;0;0;0;0;1
"351200 Colina";0;0;0;0;0;0;2;3;0;0;0;0;5
"351210 Colômbia";0;0;0;0;1;0;0;0;0;0;0;0;1
"351220 Conchal";0;0;0;0;0;0;1;0;0;0;0;0;1
"351230 Conchas";0;0;0;0;0;0;1;0;0;0;0;0;1
"351240 Cordeirópolis";0;0;0;0;0;0;0;1;1;0;0;0;2
"351280 Cosmópolis";1;0;0;0;0;0;1;3;3;0;0;0;8
"351300 Cotia";1;0;0;0;0;7;10;4;6;1;2;0;31
"351310 Cravinhos";0;0;0;0;0;0;4;2;1;1;0;0;8
"351320 Cristais Paulista";0;0;0;0;0;0;1;0;1;0;0;0;2
"351340 Cruzeiro";0;0;0;0;0;1;2;4;2;2;0;1;12
"351350 Cubatão";0;0;0;0;0;4;7;3;6;1;0;0;21
"351360 Cunha";0;0;0;0;0;1;1;0;0;0;0;0;2
"351370 Descalvado";0;0;0;0;0;1;1;0;0;0;0;0;2
"351380 Diadema";0;0;0;0;2;23;13;17;5;3;0;0;63
"351390 Divinolândia";0;0;0;0;0;0;1;0;0;0;0;0;1
"351410 Dois Córregos";0;0;0;0;0;1;0;0;0;0;0;0;1
"351430 Dourado";0;0;0;0;0;1;0;0;0;0;0;0;1
"351440 Dracena";0;0;0;0;0;0;1;2;0;1;0;0;4
"351480 Eldorado";0;0;0;0;0;0;1;0;0;0;0;0;1
"351490 Elias Fausto";0;0;0;0;0;0;0;1;0;0;0;0;1
"351500 Embu";0;0;0;0;0;8;9;4;3;2;0;0;26
"351510 Embu-Guaçu";0;0;0;0;0;1;0;1;0;0;1;0;3
"351512 Emilianópolis";0;0;0;0;0;1;0;0;0;0;0;0;1
"351515 Engenheiro Coelho";0;0;0;0;0;0;0;1;0;0;0;0;1
"351518 Espírito Santo do Pinhal";0;0;0;0;0;0;2;1;0;0;0;0;3
"351519 Espírito Santo do Turvo";0;0;0;0;0;0;0;1;0;0;0;0;1
"351550 Fernandópolis";0;0;0;0;1;2;3;2;1;1;0;0;10
"351570 Ferraz de Vasconcelos";0;0;0;0;0;4;6;2;3;1;0;0;16
"351590 Floreal";0;0;0;0;0;0;0;0;0;0;1;0;1
"351600 Flórida Paulista";0;0;0;0;1;2;0;0;0;0;0;0;3
"351610 Florínia";0;0;0;0;0;2;2;0;0;0;0;0;4
"351620 Franca";0;0;0;0;1;9;13;14;11;0;1;0;49
"351630 Francisco Morato";0;0;0;0;1;3;9;2;6;2;0;0;23
"351640 Franco da Rocha";0;0;0;0;1;9;10;5;3;0;0;0;28
"351650 Gabriel Monteiro";0;0;0;0;0;0;0;1;0;0;0;0;1
"351660 Gália";0;0;0;0;0;0;0;1;0;1;0;0;2
"351670 Garça";0;0;0;0;0;1;0;3;0;0;0;0;4
"351690 General Salgado";0;0;0;0;0;0;1;0;0;0;0;0;1
"351720 Guaiçara";0;0;0;0;0;0;0;0;1;0;0;0;1
"351740 Guaíra";0;0;0;0;0;0;1;1;1;1;0;0;4
