 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Rio de Janeiro
Período:2025
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"330010 Angra dos Reis";0;0;0;0;0;4;11;8;1;3;0;0;27
"330020 Araruama";0;0;0;0;0;0;3;4;3;0;2;0;12
"330022 Areal";0;0;0;0;0;0;0;1;0;0;0;0;1
"330023 Armação dos Búzios";0;0;0;0;0;2;5;1;3;1;0;0;12
"330025 Arraial do Cabo";0;0;0;0;0;4;6;1;1;1;0;1;14
"330030 Barra do Piraí";0;0;0;0;0;2;3;3;1;0;0;0;9
"330040 Barra Mansa";0;0;0;0;0;7;9;4;3;2;0;0;25
"330045 Belford Roxo";1;0;0;0;1;11;16;16;2;3;2;0;52
"330060 Bom Jesus do Itabapoana";0;0;0;0;0;2;2;3;1;0;0;0;8
"330070 Cabo Frio";0;0;0;0;2;16;11;10;1;2;0;0;42
"330080 Cachoeiras de Macacu";0;0;0;0;0;1;0;0;1;4;1;0;7
"330100 Campos dos Goytacazes";1;0;0;0;1;15;25;24;13;4;0;0;83
"330110 Cantagalo";0;0;0;0;0;0;0;0;2;0;0;0;2
"330093 Carapebus";0;0;0;0;0;0;1;0;0;0;0;0;1
"330115 Cardoso Moreira";0;0;0;0;0;1;0;0;0;0;0;0;1
"330130 Casimiro de Abreu";0;0;0;0;0;1;2;2;0;0;0;0;5
"330170 Duque de Caxias";1;0;0;0;2;22;27;18;15;2;2;0;89
"330185 Guapimirim";0;0;0;0;0;1;1;0;1;1;0;0;4
"330187 Iguaba Grande";0;0;0;0;0;0;1;2;0;0;0;0;3
"330190 Itaboraí";0;0;0;0;0;8;10;7;1;1;1;0;28
"330200 Itaguaí";0;0;0;0;0;1;4;2;1;0;0;0;8
"330220 Itaperuna";0;0;0;0;0;2;3;3;1;3;1;0;13
"330225 Itatiaia";0;0;0;0;0;0;1;0;0;0;0;0;1
"330227 Japeri";0;0;0;0;0;12;9;8;1;0;0;1;31
"330230 Laje do Muriaé";0;0;0;0;0;0;0;0;0;1;0;0;1
"330240 Macaé";0;0;0;0;0;6;13;8;6;5;2;0;40
"330245 Macuco";0;0;0;0;0;1;0;0;0;0;0;0;1
"330250 Magé";0;0;0;0;3;12;18;7;5;2;2;0;49
"330260 Mangaratiba";0;0;0;0;0;1;3;3;1;1;0;0;9
"330270 Maricá";0;0;0;0;0;6;8;11;7;5;0;0;37
"330285 Mesquita";0;0;0;0;0;6;6;4;6;1;0;0;23
"330290 Miguel Pereira";0;0;0;0;0;0;1;0;0;0;0;0;1
"330300 Miracema";0;0;0;0;0;1;0;0;0;0;0;0;1
"330310 Natividade";0;0;0;0;0;1;0;0;0;0;0;0;1
"330320 Nilópolis";0;0;0;0;0;2;2;2;2;2;0;0;10
"330330 Niterói";0;0;0;0;1;20;25;14;11;4;0;0;75
"330340 Nova Friburgo";0;0;0;0;0;3;9;9;2;1;0;0;24
"330350 Nova Iguaçu";2;3;1;1;10;66;62;59;27;5;1;0;237
"330360 Paracambi";0;0;0;0;0;1;2;0;0;0;0;0;3
"330370 Paraíba do Sul";0;0;0;0;0;0;2;1;0;1;0;0;4
"330380 Parati";0;0;0;0;0;0;1;1;0;0;0;0;2
"330385 Paty do Alferes";0;0;0;0;0;0;1;2;1;0;0;0;4
"330390 Petrópolis";0;0;0;0;0;10;7;14;7;2;0;0;40
"330395 Pinheiral";0;0;0;0;0;0;1;1;2;0;0;0;4
"330400 Piraí";0;0;0;0;0;1;1;1;0;3;0;0;6
"330410 Porciúncula";0;0;0;0;0;0;0;1;0;0;0;0;1
"330411 Porto Real";0;0;0;0;0;0;1;2;1;0;0;0;4
"330414 Queimados";0;0;0;0;0;13;5;2;3;0;1;0;24
"330415 Quissamã";0;0;0;0;0;1;0;1;2;0;0;0;4
"330420 Resende";0;0;0;0;0;1;4;3;2;0;0;0;10
"330430 Rio Bonito";0;0;0;0;0;1;7;4;0;0;1;0;13
"330450 Rio das Flores";0;0;0;0;0;0;0;1;0;0;0;0;1
"330452 Rio das Ostras";0;0;0;0;1;6;5;9;3;3;0;0;27
"330455 Rio de Janeiro";2;3;0;3;19;269;298;239;138;72;25;1;1069
"330470 Santo Antônio de Pádua";0;0;0;0;0;1;1;1;0;0;0;0;3
"330475 São Francisco de Itabapoana";0;0;0;0;0;0;0;1;0;0;0;0;1
"330490 São Gonçalo";0;1;1;0;5;49;47;47;26;4;4;0;184
"330500 São João da Barra";0;0;0;0;0;0;1;2;2;0;0;0;5
"330510 São João de Meriti";0;1;0;0;4;11;14;17;11;0;0;0;58
"330520 São Pedro da Aldeia";0;0;0;0;1;4;1;2;0;0;0;0;8
"330540 Sapucaia";0;0;0;0;0;0;1;0;0;0;0;0;1
"330550 Saquarema";0;0;0;0;1;6;4;4;3;0;0;0;18
"330555 Seropédica";0;0;0;0;0;3;1;1;0;0;0;0;5
"330570 Sumidouro";0;0;0;0;0;0;0;0;0;0;1;0;1
"330575 Tanguá";0;0;0;0;0;2;0;0;0;1;0;0;3
"330580 Teresópolis";0;0;0;0;0;1;4;2;2;0;0;0;9
"330600 Três Rios";0;0;0;0;0;4;5;0;3;1;0;0;13
"330610 Valença";0;0;0;0;0;0;0;1;0;0;0;0;1
"330620 Vassouras";0;0;0;0;0;1;1;1;2;1;1;0;7
"330630 Volta Redonda";0;0;0;0;0;9;17;21;3;2;0;0;52
"Total";7;8;2;4;51;631;729;616;330;144;47;3;2572
