 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Rio de Janeiro
Período:2025
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"330010 Angra dos Reis";1;2;1;3;0;3;1;1;2;14
"330020 Araruama";1;1;3;1;2;0;2;0;1;11
"330023 Armação dos Búzios";0;0;0;0;0;0;1;0;3;4
"330025 Arraial do Cabo";0;0;0;1;0;1;1;0;1;4
"330030 Barra do Piraí";0;0;0;1;0;1;0;0;1;3
"330040 Barra Mansa";0;0;0;1;0;0;6;1;6;14
"330045 Belford Roxo";0;4;3;5;2;11;8;1;8;42
"330060 Bom Jesus do Itabapoana";0;0;0;1;1;2;1;0;1;6
"330070 Cabo Frio";0;2;1;6;0;10;0;1;9;29
"330080 Cachoeiras de Macacu";0;2;0;3;1;0;1;0;0;7
"330100 Campos dos Goytacazes";1;1;2;11;6;8;18;3;3;53
"330110 Cantagalo";0;1;0;0;0;0;1;0;0;2
"330115 Cardoso Moreira";0;1;0;0;0;0;0;0;0;1
"330130 Casimiro de Abreu";0;1;0;1;0;0;1;0;0;3
"330170 Duque de Caxias";2;4;2;15;8;7;7;0;7;52
"330185 Guapimirim";0;0;0;0;0;0;0;0;2;2
"330187 Iguaba Grande";0;0;0;0;0;0;1;0;0;1
"330190 Itaboraí";0;0;1;0;6;3;2;0;2;14
"330200 Itaguaí";0;0;0;0;1;1;0;0;0;2
"330220 Itaperuna";0;3;2;2;3;0;2;0;0;12
"330225 Itatiaia";0;0;1;0;0;0;0;0;0;1
"330227 Japeri";0;2;0;3;3;4;10;1;2;25
"330230 Laje do Muriaé";0;0;0;0;0;1;0;0;0;1
"330240 Macaé";0;3;1;4;0;13;7;0;8;36
"330245 Macuco";0;0;0;0;0;0;1;0;0;1
"330250 Magé";0;1;0;4;7;2;2;0;3;19
"330260 Mangaratiba";0;1;1;1;0;1;1;0;0;5
"330270 Maricá";1;1;0;5;2;4;6;0;3;22
"330285 Mesquita";0;0;2;2;2;6;6;1;2;21
"330290 Miguel Pereira";0;0;0;0;0;1;0;0;0;1
"330300 Miracema";0;0;0;0;0;1;0;0;0;1
"330310 Natividade";0;0;0;0;0;0;1;0;0;1
"330320 Nilópolis";1;0;0;2;0;1;0;0;1;5
"330330 Niterói";1;2;1;11;1;14;9;1;8;48
"330340 Nova Friburgo";0;1;0;5;1;1;6;1;6;21
"330350 Nova Iguaçu";11;6;4;58;32;49;15;2;26;203
"330360 Paracambi";0;1;0;0;0;0;2;0;0;3
"330370 Paraíba do Sul";1;0;0;1;1;0;1;0;0;4
"330380 Parati";1;0;0;0;0;0;1;0;0;2
"330385 Paty do Alferes";0;0;1;1;0;1;0;0;0;3
"330390 Petrópolis";0;1;1;11;1;4;9;2;7;36
"330395 Pinheiral";0;0;0;2;0;1;1;0;0;4
"330400 Piraí";0;0;1;3;0;0;0;0;0;4
"330411 Porto Real";0;1;1;1;0;0;1;0;0;4
"330414 Queimados";1;0;1;1;0;4;5;0;3;15
"330415 Quissamã";0;0;0;0;0;1;0;0;0;1
"330420 Resende";0;0;0;3;0;2;2;0;2;9
"330430 Rio Bonito";0;1;0;1;1;4;1;0;2;10
"330450 Rio das Flores";0;0;0;0;1;0;0;0;0;1
"330452 Rio das Ostras";0;2;0;1;0;5;6;0;2;16
"330455 Rio de Janeiro";14;75;12;87;62;157;147;12;156;722
"330470 Santo Antônio de Pádua";0;0;0;0;1;0;1;1;0;3
"330490 São Gonçalo";12;8;2;42;7;32;26;4;11;144
"330500 São João da Barra";0;0;0;1;0;3;1;0;0;5
"330510 São João de Meriti";2;4;0;12;1;9;16;3;1;48
"330520 São Pedro da Aldeia";0;1;0;1;0;2;1;0;0;5
"330550 Saquarema";0;0;1;0;0;2;2;1;3;9
"330555 Seropédica";0;0;0;0;0;1;0;1;0;2
"330570 Sumidouro";0;0;0;0;0;1;0;0;0;1
"330575 Tanguá";0;1;0;0;0;1;0;0;0;2
"330580 Teresópolis";0;0;0;1;1;0;1;0;2;5
"330600 Três Rios";0;0;0;0;0;1;7;0;1;9
"330610 Valença";0;0;0;0;0;0;0;0;1;1
"330620 Vassouras";0;1;1;1;0;2;1;0;1;7
"330630 Volta Redonda";0;2;0;8;6;7;13;3;11;50
"Total";50;137;46;324;160;385;362;40;308;1812
